method,horizon,relative_error,r2,simplex_violation,n_eval,task,n_clusters,omega,effective_subspace_dim
kahkm_nlms,1,0.010024888500671935,0.8235610874453896,9.992007221626409e-16,1079,Acrobot-v1,50,0.5,6
kahkm_nlms,5,0.02897153452826864,0.49577297059392844,1.6653345369377348e-15,1055,Acrobot-v1,50,0.5,6
kahkm_nlms,10,0.035852773918322416,0.38483615101202406,2.220446049250313e-15,1025,Acrobot-v1,50,0.5,6
kahkm_nlms,20,0.04839304861031258,0.18616364475302116,4.773959005888173e-15,965,Acrobot-v1,50,0.5,6
kahkm_nlms,50,0.08164660525068927,-0.2886058946487833,1.0769163338864018e-14,785,Acrobot-v1,50,0.5,6
kahkm_nlms,1,0.03380106920149429,0.8039155383211594,1.1102230246251565e-15,1079,Acrobot-v1,50,1.0,6
kahkm_nlms,5,0.07803144595238494,0.549726770619697,3.1086244689504383e-15,1055,Acrobot-v1,50,1.0,6
kahkm_nlms,10,0.10324301097035148,0.40777675388849166,5.995204332975845e-15,1025,Acrobot-v1,50,1.0,6
kahkm_nlms,20,0.13025428601523234,0.2562590844098105,9.547918011776346e-15,965,Acrobot-v1,50,1.0,6
kahkm_nlms,50,0.13998656676884633,0.20694189187597967,1.7319479184152442e-14,785,Acrobot-v1,50,1.0,6
kahkm_nlms,1,0.10381130329109205,0.7702882102208974,0.001005576964869876,1079,Acrobot-v1,50,2.0,6
kahkm_nlms,5,0.18744398292110778,0.5856139775139146,0.019360060689787125,1055,Acrobot-v1,50,2.0,6
kahkm_nlms,10,0.24114696784167006,0.46614088690505584,0.006357162662460548,1025,Acrobot-v1,50,2.0,6
kahkm_nlms,20,0.27925330144472515,0.3759774182277006,0.004105352943883638,965,Acrobot-v1,50,2.0,6
kahkm_nlms,50,0.3359878976932059,0.20205197507342343,1.2878587085651816e-14,785,Acrobot-v1,50,2.0,6
kahkm_nlms,1,0.2579682114179258,0.679014385061032,0.04215871853983028,1079,Acrobot-v1,50,4.0,6
kahkm_nlms,5,0.4865653517504074,0.3971752941496751,0.07960966805988584,1055,Acrobot-v1,50,4.0,6
kahkm_nlms,10,0.5847550626631375,0.2781338470414192,0.027466943375756205,1025,Acrobot-v1,50,4.0,6
kahkm_nlms,20,0.6645745753231317,0.18092162545693824,0.013729229413854365,965,Acrobot-v1,50,4.0,6
kahkm_nlms,50,0.7395182072070478,0.06847093755701594,1.199040866595169e-14,785,Acrobot-v1,50,4.0,6
kahkm_nlms,1,0.476858760425576,0.48734296623313333,0.06295528997471479,1079,Acrobot-v1,50,8.0,6
kahkm_nlms,5,0.7331788970909089,0.2135667081823327,0.0763961454807344,1055,Acrobot-v1,50,8.0,6
