task,method,n_clusters,omega,tau,train_transitions,test_transitions,fit_seconds,train_error,test_error
MountainCar-v0,kahkm_nlms,30,12.0,1e-06,977,491,0.49522995948791504,0.024013340636657037,0.014852798953489316
