config_name,n_clusters,omega,n_train_trajectories,replicate,train_seeds,test_seeds,horizon,n_eval_starts,relative_association_error,association_r2,simplex_violation,train_closure_error,train_association_r2,fit_seconds
old_default,20,4.0,2,1,1000 1001,100 101 102,200,1803,0.17670678622512315,0.7855933763134876,0.0995693946269812,0.00205224200652318,0.9974998086116075,0.8673229217529297
old_default,20,4.0,2,2,2000 2001,100 101 102,1,2400,0.001642709751779639,0.9979882656555704,0.023046248416433827,0.0015845291357730956,0.9980591362564196,0.8928351402282715
old_default,20,4.0,2,2,2000 2001,100 101 102,10,2373,0.013073507240659666,0.9840089555830219,0.07371902236279163,0.0015845291357730956,0.9980591362564196,0.8928351402282715
old_default,20,4.0,2,2,2000 2001,100 101 102,50,2253,0.07193554387970301,0.9127647920036042,0.0954736072138689,0.0015845291357730956,0.9980591362564196,0.8928351402282715
old_default,20,4.0,2,2,2000 2001,100 101 102,100,2103,0.1678273921562434,0.7977778724151281,0.08899657052736835,0.0015845291357730956,0.9980591362564196,0.8928351402282715
old_default,20,4.0,2,2,2000 2001,100 101 102,200,1803,0.15697776272274475,0.8087830372140872,0.056110271447615656,0.0015845291357730956,0.9980591362564196,0.8928351402282715
old_default,20,4.0,3,0,0 1 2,100 101 102,1,2400,0.0017189098896009992,0.9979057416311654,0.024002363004439402,0.001648199146354647,0.9979898978122019,1.3871088027954102
old_default,20,4.0,3,0,0 1 2,100 101 102,10,2373,0.013703214531430955,0.9833242296008206,0.10534110313184547,0.001648199146354647,0.9979898978122019,1.3871088027954102
old_default,20,4.0,3,0,0 1 2,100 101 102,50,2253,0.07493696121261453,0.9095487770085896,0.09232025787118639,0.001648199146354647,0.9979898978122019,1.3871088027954102
old_default,20,4.0,3,0,0 1 2,100 101 102,100,2103,0.16690955685873307,0.7995290790770759,0.1111460790834111,0.001648199146354647,0.9979898978122019,1.3871088027954102
old_default,20,4.0,3,0,0 1 2,100 101 102,200,1803,0.1486488188924139,0.8193599244270772,0.06489359986131978,0.001648199146354647,0.9979898978122019,1.3871088027954102
old_default,20,4.0,3,1,1000 1001 1002,100 101 102,1,2400,0.0016528438549982046,0.9979873183838135,0.022517022898873813,0.001572823882068546,0.9980820265958484,1.4347472190856934
old_default,20,4.0,3,1,1000 1001 1002,100 101 102,10,2373,0.012226541696197451,0.9851248603012713,0.09145436696155593,0.001572823882068546,0.9980820265958484,1.4347472190856934
old_default,20,4.0,3,1,1000 1001 1002,100 101 102,50,2253,0.0695453750011299,0.9159983135348343,0.13665211103157174,0.001572823882068546,0.9980820265958484,1.4347472190856934
old_default,20,4.0,3,1,1000 1001 1002,100 101 102,100,2103,0.1699373496018898,0.7957140755007746,0.12040314654856299,0.001572823882068546,0.9980820265958484,1.4347472190856934
old_default,20,4.0,3,1,1000 1001 1002,100 101 102,200,1803,0.1631458900259156,0.8017255841486906,0.11516184028944808,0.001572823882068546,0.9980820265958484,1.4347472190856934
old_default,20,4.0,3,2,2000 2001 2002,100 101 102,1,2400,0.002012964844373144,0.9975307190547072,0.024014792414981022,0.00197343780904876,0.997586668108663,1.4371259212493896
