abstraction,split,n_runs,closure_error_mean,closure_error_std,association_r2_mean,association_r2_std,simplex_violation_mean,simplex_violation_max,spectral_radius_mean,spectral_radius_max
kahkm_folding_nlms,test,3,0.005812992167064108,0.00040841901275790626,0.9933315191016273,0.00041835898302451234,0.02792964578302992,0.02955041028974652,0.9999999999999997,0.9999999999999998
kahkm_folding_nlms,train,3,0.006067417006615315,0.00034470130124357196,0.9931431038075299,0.00039110373042526044,0.02788410200455259,0.02942192569409059,0.9999999999999997,0.9999999999999998
kmeans_distance_nlms,test,3,0.07737784581628908,0.0015727581918065523,0.9142915352480574,0.0015236841605394452,0.006425615851133482,0.008786655536212136,0.9999999999999999,1.0000000000000016
kmeans_distance_nlms,train,3,0.08023636069945082,0.002507793003219169,0.912063864302269,0.002850741922265371,0.006425615851133482,0.008786655536212136,0.9999999999999999,1.0000000000000016
kmeans_hard_nlms,test,3,0.08944905150936804,0.0022632821606142985,0.9017008424599539,0.0025976597832495824,1.8503717077085943e-16,2.220446049250313e-16,0.9999999999999991,1.0
kmeans_hard_nlms,train,3,0.09069926345401269,0.001590130398814087,0.9013168203212848,0.0018419418684690562,1.8503717077085943e-16,2.220446049250313e-16,0.9999999999999991,1.0
kmeans_rbf_nlms,test,3,0.019598066370552673,0.0005482366686566347,0.9781529554166212,0.0006786364081174423,0.01777650799575059,0.020434092373181074,0.9999999999999999,1.0000000000000004
kmeans_rbf_nlms,train,3,0.02096337072057676,0.00045465467913891587,0.9769139401815434,0.00046547505457654643,0.01777641693671674,0.020434123543121116,0.9999999999999999,1.0000000000000004
