task,method,n_clusters,omega,tau,train_transitions,test_transitions,fit_seconds,train_error,test_error
MountainCar-v0,kahkm_nlms,100,1.0,1e-06,985,475,0.7588920593261719,0.003983818711132211,0.004462933969919279
