task,method,metric_space,horizon,relative_error_mean,relative_error_std,association_r2_mean,association_r2_std,simplex_violation_mean,simplex_violation_std,n
MountainCar-v0,kahkm_nlms,kahkm_association,1,0.004462933969919279,0.0,0.9307646152361904,0.0,2.55351295663786e-15,0.0,1
MountainCar-v0,kahkm_nlms,kahkm_association,10,0.06466212001266813,0.0,0.025510100583373774,0.0,3.1086244689504383e-15,0.0,1
MountainCar-v0,kahkm_nlms,kahkm_association,20,0.10901034451399945,0.0,-0.6109375053602544,0.0,4.440892098500626e-15,0.0,1
MountainCar-v0,kahkm_nlms,kahkm_association,5,0.030363643823389894,0.0,0.535487276889753,0.0,3.1086244689504383e-15,0.0,1
MountainCar-v0,kahkm_nlms,kahkm_association,50,0.13061190309704881,0.0,-1.0223727613924236,0.0,9.547918011776346e-15,0.0,1
MountainCar-v0,kahkm_nlms_simplex_project_each_step,kahkm_association,1,0.004462933969919279,0.0,0.9307646152361904,0.0,8.881784197001252e-16,0.0,1
MountainCar-v0,kahkm_nlms_simplex_project_each_step,kahkm_association,10,0.06466212001266815,0.0,0.02551010058337355,0.0,8.881784197001252e-16,0.0,1
MountainCar-v0,kahkm_nlms_simplex_project_each_step,kahkm_association,20,0.10901034451399946,0.0,-0.6109375053602548,0.0,8.881784197001252e-16,0.0,1
MountainCar-v0,kahkm_nlms_simplex_project_each_step,kahkm_association,5,0.0303636438233899,0.0,0.5354872768897527,0.0,8.881784197001252e-16,0.0,1
MountainCar-v0,kahkm_nlms_simplex_project_each_step,kahkm_association,50,0.13061190309704881,0.0,-1.0223727613924232,0.0,6.661338147750939e-16,0.0,1
MountainCar-v0,kmeans_distance_nlms,own_association,1,0.32071729707969004,0.0,0.6234780650854699,0.0,0.045228599513169224,0.0,1
MountainCar-v0,kmeans_distance_nlms,own_association,10,0.7535055741118636,0.0,0.11826962190373813,0.0,0.074121049968118,0.0,1
MountainCar-v0,kmeans_distance_nlms,own_association,20,0.8432458995522935,0.0,0.015910100172099817,0.0,0.042825276662327064,0.0,1
