method,horizon,metric_space,relative_error,association_r2,simplex_violation,task
kahkm_nlms,1,kahkm_association,0.004462933969919279,0.9307646152361904,2.55351295663786e-15,MountainCar-v0
kahkm_nlms_simplex_project_each_step,1,kahkm_association,0.004462933969919279,0.9307646152361904,8.881784197001252e-16,MountainCar-v0
kmeans_hard_nlms,1,own_association,0.4143342090717587,0.5787635813335155,2.220446049250313e-16,MountainCar-v0
kmeans_distance_nlms,1,own_association,0.32071729707969004,0.6234780650854699,0.045228599513169224,MountainCar-v0
kmeans_rbf_nlms,1,own_association,0.0012721859254405964,0.9949505989666978,9.361792332789836e-05,MountainCar-v0
state_dmd,1,kahkm_association_of_predicted_state,0.00013045732723940577,0.9979761602328071,3.552713678800501e-15,MountainCar-v0
state_edmd_poly2,1,kahkm_association_of_predicted_state,0.00012981082636102418,0.9979861896747318,3.6637359812630166e-15,MountainCar-v0
state_edmd_poly3,1,kahkm_association_of_predicted_state,7.117528792438031e-05,0.9988958276151219,3.9968028886505635e-15,MountainCar-v0
kahkm_nlms,5,kahkm_association,0.030363643823389894,0.535487276889753,3.1086244689504383e-15,MountainCar-v0
kahkm_nlms_simplex_project_each_step,5,kahkm_association,0.0303636438233899,0.5354872768897527,8.881784197001252e-16,MountainCar-v0
kmeans_hard_nlms,5,own_association,0.7866512495423952,0.20022549557560243,8.881784197001252e-16,MountainCar-v0
kmeans_distance_nlms,5,own_association,0.6359391512141803,0.25538275456582127,0.08758156813610293,MountainCar-v0
kmeans_rbf_nlms,5,own_association,0.033997922458447356,0.8682334620997698,0.0008655857170929211,MountainCar-v0
state_dmd,5,kahkm_association_of_predicted_state,0.0014168807725735086,0.9783241053076879,3.1086244689504383e-15,MountainCar-v0
state_edmd_poly2,5,kahkm_association_of_predicted_state,0.0013745088652033599,0.9789723242826688,3.552713678800501e-15,MountainCar-v0
state_edmd_poly3,5,kahkm_association_of_predicted_state,0.000925795244035143,0.9858368886043247,3.552713678800501e-15,MountainCar-v0
kahkm_nlms,10,kahkm_association,0.06466212001266813,0.025510100583373774,3.1086244689504383e-15,MountainCar-v0
kahkm_nlms_simplex_project_each_step,10,kahkm_association,0.06466212001266815,0.02551010058337355,8.881784197001252e-16,MountainCar-v0
kmeans_hard_nlms,10,own_association,0.9111871016249786,0.07293374821947263,1.2212453270876722e-15,MountainCar-v0
kmeans_distance_nlms,10,own_association,0.7535055741118636,0.11826962190373813,0.074121049968118,MountainCar-v0
kmeans_rbf_nlms,10,own_association,0.14515550056825444,0.4543300551361792,0.0021105979223428337,MountainCar-v0
state_dmd,10,kahkm_association_of_predicted_state,0.005441931380520887,0.9179874219620848,3.9968028886505635e-15,MountainCar-v0
state_edmd_poly2,10,kahkm_association_of_predicted_state,0.005101597904328712,0.9231164145611157,3.774758283725532e-15,MountainCar-v0
state_edmd_poly3,10,kahkm_association_of_predicted_state,0.0033631029880728564,0.9493163865964678,3.3306690738754696e-15,MountainCar-v0
kahkm_nlms,20,kahkm_association,0.10901034451399945,-0.6109375053602544,4.440892098500626e-15,MountainCar-v0
kahkm_nlms_simplex_project_each_step,20,kahkm_association,0.10901034451399946,-0.6109375053602548,8.881784197001252e-16,MountainCar-v0
kmeans_hard_nlms,20,own_association,0.9744168787217036,0.0065059079479588,1.5543122344752192e-15,MountainCar-v0
kmeans_distance_nlms,20,own_association,0.8432458995522935,0.015910100172099817,0.042825276662327064,MountainCar-v0
kmeans_rbf_nlms,20,own_association,0.6032222377497309,-1.1343720929118617,0.005778262469230306,MountainCar-v0
state_dmd,20,kahkm_association_of_predicted_state,0.02463070601057727,0.6360113503645928,4.551914400963142e-15,MountainCar-v0
state_edmd_poly2,20,kahkm_association_of_predicted_state,0.024590261884610616,0.6366090272151859,4.218847493575595e-15,MountainCar-v0
state_edmd_poly3,20,kahkm_association_of_predicted_state,0.018561794881775225,0.7256967522195508,4.107825191113079e-15,MountainCar-v0
kahkm_nlms,50,kahkm_association,0.13061190309704881,-1.0223727613924236,9.547918011776346e-15,MountainCar-v0
kahkm_nlms_simplex_project_each_step,50,kahkm_association,0.13061190309704881,-1.0223727613924232,6.661338147750939e-16,MountainCar-v0
kmeans_hard_nlms,50,own_association,0.9744585411677866,0.00913330411953106,1.9984014443252818e-15,MountainCar-v0
kmeans_distance_nlms,50,own_association,0.8606877679967219,0.008601608704143726,1.4654943925052066e-14,MountainCar-v0
kmeans_rbf_nlms,50,own_association,10.257533761610103,-31.163646103409896,0.03961287692927142,MountainCar-v0
state_dmd,50,kahkm_association_of_predicted_state,0.08649421897943103,-0.33926195342195653,3.774758283725532e-15,MountainCar-v0
state_edmd_poly2,50,kahkm_association_of_predicted_state,0.09881657621116492,-0.5300592623248741,4.440892098500626e-15,MountainCar-v0
state_edmd_poly3,50,kahkm_association_of_predicted_state,0.10432406150124506,-0.6153362391571577,4.440892098500626e-15,MountainCar-v0
