task,method,n_clusters,omega,tau,train_transitions,test_transitions,fit_seconds,train_error,test_error
MountainCar-v0,kahkm_nlms,100,1.0,1e-06,982,480,0.8655931949615479,0.003462313632903389,0.0038032073024766204
