task,method,metric_space,train_error,train_r2,test_error,test_r2,simplex_violation
MountainCar-v0,kahkm_nlms,own_association,0.016529652769987413,0.9733662157743572,0.010929456389879952,0.9812940969428049,0.022840457480041248
MountainCar-v0,kmeans_hard_nlms,own_association,0.419746075313615,0.5605075221161053,0.4042396723988197,0.5699461433229784,2.220446049250313e-16
MountainCar-v0,kmeans_distance_nlms,own_association,0.14421494554501904,0.811886017413725,0.14474794336951977,0.8064763983447114,0.03251936430109741
MountainCar-v0,kmeans_rbf_nlms,own_association,0.0010658225976120357,0.9953133273393605,0.0009072313174756774,0.9957157518217771,6.661338147750939e-16
MountainCar-v0,state_dmd,kahkm_association_of_predicted_state,nan,nan,3.830384995085013e-05,0.9999344424756055,7.771561172376096e-16
MountainCar-v0,state_edmd_poly2,kahkm_association_of_predicted_state,nan,nan,2.9170823676933696e-05,0.9999500737657635,1.1102230246251565e-15
MountainCar-v0,state_edmd_poly3,kahkm_association_of_predicted_state,nan,nan,1.7386128382784722e-05,0.9999702434210388,6.661338147750939e-16
