method,horizon,metric_space,relative_error,association_r2,simplex_violation,task
kahkm_nlms,1,kahkm_association,0.010929456389879952,0.9812940969428049,0.022840457480041248,MountainCar-v0
kahkm_nlms_simplex_project_each_step,1,kahkm_association,0.010790220875817269,0.9815324002888511,5.551115123125783e-16,MountainCar-v0
kmeans_hard_nlms,1,own_association,0.4042396723988197,0.5699461433229784,2.220446049250313e-16,MountainCar-v0
kmeans_distance_nlms,1,own_association,0.14474794336951977,0.8064763983447114,0.03251936430109741,MountainCar-v0
kmeans_rbf_nlms,1,own_association,0.0009072313174756774,0.9957157518217771,6.661338147750939e-16,MountainCar-v0
state_dmd,1,kahkm_association_of_predicted_state,3.830384995085013e-05,0.9999344424756055,7.771561172376096e-16,MountainCar-v0
state_edmd_poly2,1,kahkm_association_of_predicted_state,2.9170823676933696e-05,0.9999500737657635,1.1102230246251565e-15,MountainCar-v0
state_edmd_poly3,1,kahkm_association_of_predicted_state,1.7386128382784722e-05,0.9999702434210388,6.661338147750939e-16,MountainCar-v0
kahkm_nlms,5,kahkm_association,0.15301254463631336,0.741394575801515,0.08415691974009498,MountainCar-v0
kahkm_nlms_simplex_project_each_step,5,kahkm_association,0.1510035944203405,0.7447898884148052,6.661338147750939e-16,MountainCar-v0
kmeans_hard_nlms,5,own_association,0.7864654264863604,0.1654536046815296,6.661338147750939e-16,MountainCar-v0
kmeans_distance_nlms,5,own_association,0.43689257011326316,0.4187278419766821,0.08543162667400248,MountainCar-v0
kmeans_rbf_nlms,5,own_association,0.02409329499293931,0.8889609318253635,0.00045221634646059515,MountainCar-v0
state_dmd,5,kahkm_association_of_predicted_state,0.005489971976007456,0.9907214370229076,8.881784197001252e-16,MountainCar-v0
state_edmd_poly2,5,kahkm_association_of_predicted_state,0.003856757296177277,0.9934817216524362,6.661338147750939e-16,MountainCar-v0
state_edmd_poly3,5,kahkm_association_of_predicted_state,0.002046397935521776,0.9965413972596014,8.881784197001252e-16,MountainCar-v0
kahkm_nlms,10,kahkm_association,0.39228702201343113,0.347358521000098,0.03047843864753158,MountainCar-v0
kahkm_nlms_simplex_project_each_step,10,kahkm_association,0.3932187414349323,0.34580843469303524,6.661338147750939e-16,MountainCar-v0
kmeans_hard_nlms,10,own_association,0.9235287740459698,0.022447928016264718,9.992007221626409e-16,MountainCar-v0
kmeans_distance_nlms,10,own_association,0.6498830803141575,0.13903556609521406,0.05365861491861437,MountainCar-v0
kmeans_rbf_nlms,10,own_association,0.10087990982627147,0.5494328700979421,0.0011227767104682268,MountainCar-v0
state_dmd,10,kahkm_association_of_predicted_state,0.038998573090457504,0.9351187141241432,8.881784197001252e-16,MountainCar-v0
state_edmd_poly2,10,kahkm_association_of_predicted_state,0.02910504475146118,0.9515784148161252,8.881784197001252e-16,MountainCar-v0
state_edmd_poly3,10,kahkm_association_of_predicted_state,0.019734495146119527,0.9671680443737981,7.771561172376096e-16,MountainCar-v0
kahkm_nlms,20,kahkm_association,0.7444317798882747,-0.20066531850333735,0.025680072485030868,MountainCar-v0
kahkm_nlms_simplex_project_each_step,20,kahkm_association,0.7492423924533149,-0.20842417005111402,6.661338147750939e-16,MountainCar-v0
kmeans_hard_nlms,20,own_association,1.0003031814444847,-0.05370905358098277,1.5543122344752192e-15,MountainCar-v0
kmeans_distance_nlms,20,own_association,0.8244180388258916,-0.08534437195461986,0.05050368043835462,MountainCar-v0
kmeans_rbf_nlms,20,own_association,0.39301880312839316,-0.6458539571195232,4.440892098500626e-15,MountainCar-v0
state_dmd,20,kahkm_association_of_predicted_state,0.13383131340985802,0.7841486340560538,8.881784197001252e-16,MountainCar-v0
state_edmd_poly2,20,kahkm_association_of_predicted_state,0.17511775326258408,0.7175593268893421,8.881784197001252e-16,MountainCar-v0
state_edmd_poly3,20,kahkm_association_of_predicted_state,0.11506075035278457,0.8144229515694605,8.881784197001252e-16,MountainCar-v0
kahkm_nlms,50,kahkm_association,1.7089751449640527,-1.6785466645955798,0.43141771254992495,MountainCar-v0
kahkm_nlms_simplex_project_each_step,50,kahkm_association,1.8695242719850345,-1.930181879977737,6.661338147750939e-16,MountainCar-v0
kmeans_hard_nlms,50,own_association,1.2382320380604277,-0.2937274061399502,1.887379141862766e-15,MountainCar-v0
kmeans_distance_nlms,50,own_association,0.9124714008627085,-0.19525906964205708,0.01239598551255034,MountainCar-v0
kmeans_rbf_nlms,50,own_association,2.8336925016468677,-9.027050031331134,0.041497260942757117,MountainCar-v0
state_dmd,50,kahkm_association_of_predicted_state,0.5671976823712055,0.1110078664639137,6.661338147750939e-16,MountainCar-v0
state_edmd_poly2,50,kahkm_association_of_predicted_state,0.5408460374149384,0.15230987773786975,1.5543122344752192e-15,MountainCar-v0
state_edmd_poly3,50,kahkm_association_of_predicted_state,1.378265062721362,-1.1602112222402012,1.9984014443252818e-15,MountainCar-v0
