task,method,n_clusters,omega,tau,train_transitions,test_transitions,fit_seconds,train_error,test_error
MountainCar-v0,kahkm_nlms,30,8.0,1e-06,977,491,0.4826951026916504,0.016529652769987413,0.010929456389879952
