task,regime,count,mass_fraction,mean_membership,reward_mean,termination_rate,truncation_rate,terminal_risk_within_25,empirical_persistence,learned_persistence,state0_mean,state0_std,state1_mean,state1_std,state2_mean,state2_std,state3_mean,state3_std,action_0_rate,action_1_rate,action_2_rate
CartPole-v1,45,11,0.011,0.025399246906920258,1.0,0.0,0.0,0.0,0.0,0.915475611614721,0.1006941242905503,0.06147601594073381,0.35947090658274566,0.021388708643526405,0.001053917015352371,0.004851314173647302,-0.3777360103347085,0.04275400347147567,0.9090909090909091,0.09090909090909091,
CartPole-v1,46,1,0.001,0.029555502064372827,1.0,0.0,0.0,0.0,0.0,0.9447295514191089,0.1331581324338913,0.0,-0.3486346900463104,0.0,0.00020299694733694196,0.0,0.5581485629081726,0.0,0.0,1.0,
CartPole-v1,47,0,0.0,nan,nan,nan,nan,nan,0.0,0.952543991997648,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
CartPole-v1,48,14,0.014,0.02262405485185385,1.0,0.0,0.0,0.0,0.0,0.9280114011826819,0.12352955926741872,0.018015912326033057,0.15773195454052516,0.0002030535930336239,-0.0006698784335250301,0.0034956309293078303,-0.07526339963078499,0.0044792531069105,0.7142857142857143,0.2857142857142857,
CartPole-v1,49,0,0.0,nan,nan,nan,nan,nan,0.0,0.9553968937114479,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
CartPole-v1,50,17,0.017,0.022856237537864497,1.0,0.0,0.0,0.0,0.0,0.952580066224435,-0.1430011089233791,0.022191087315668347,0.02359110555228065,0.000925605903650714,0.0027073118185131427,0.007689290967156484,-0.17469288058140697,0.020419805439529887,0.8235294117647058,0.17647058823529413,
CartPole-v1,51,5,0.005,0.02574346086816869,1.0,0.0,0.0,0.0,0.0,0.9789363509418213,-0.1628856599330902,0.016399610952865497,-0.3654727339744568,0.0005988838475663872,-0.010194837348535657,0.006555997874171793,0.3846949219703674,0.013238366103584129,0.0,1.0,
CartPole-v1,52,0,0.0,nan,nan,nan,nan,nan,0.0,0.9552117204504347,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
CartPole-v1,53,3,0.003,0.020520886457220302,1.0,0.0,0.0,0.0,0.0,0.898902887816591,-0.09387680639823277,0.00846141720301232,0.16112756232420603,0.0015126732192625263,0.06069923440615336,0.009995088218303893,-0.15048647423585257,0.0335358634086989,0.0,1.0,
CartPole-v1,54,17,0.017,0.02581579145559551,1.0,0.0,0.0,0.0,0.0,0.9728751816072219,-0.39963215940138874,0.026842489736784346,0.02442157586269519,0.00017743566942199883,0.0024356248952030644,0.004286416785608302,-0.19300618066507227,0.003914804184332687,0.9411764705882353,0.058823529411764705,
CartPole-v1,55,5,0.005,0.02443034348961033,1.0,0.0,0.0,0.0,0.0,0.9476279135471156,0.016348804312292485,0.06332740316487176,0.3535281479358673,0.002180017735482189,0.016958144679665565,0.02824034522985143,-0.38310320377349855,0.04849932141132353,1.0,0.0,
