task,regime,count,mass_fraction,mean_membership,reward_mean,termination_rate,truncation_rate,terminal_risk_within_25,empirical_persistence,learned_persistence,state0_mean,state0_std,state1_mean,state1_std,state2_mean,state2_std,state3_mean,state3_std,action_0_rate,action_1_rate,action_2_rate
CartPole-v1,87,15,0.015,0.023162971178311283,1.0,0.0,0.0,0.0,0.0,0.8796939130260272,0.04489080061515172,0.0051200853919792615,0.04258388951420784,0.0021321884464409087,0.002143153131085758,0.005222726153987086,-0.01846514126906792,0.0055032317569902196,0.3333333333333333,0.6666666666666666,
CartPole-v1,88,23,0.023,0.023325626757201817,1.0,0.0,0.0,0.0,0.0,0.9237756489939619,0.049575631425756474,0.05375104791097709,0.26370647225690924,0.04633284965725786,0.006240879456289922,0.012652555480827667,-0.31727441886196966,0.020635082391525124,1.0,0.0,
CartPole-v1,89,13,0.013,0.02160673408836787,1.0,0.0,0.0,0.0,0.0,0.9581617431061729,-0.07239966495678975,0.02977080514835595,0.023951291751403075,0.0008154574311003371,-0.0032128161759688877,0.008186301957317685,-0.182638114461532,0.01798520728636411,1.0,0.0,
CartPole-v1,90,0,0.0,nan,nan,nan,nan,nan,0.0,0.9629149308414183,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
CartPole-v1,91,5,0.005,0.02492757913469994,1.0,0.0,0.0,0.0,0.0,0.9513876403741832,-0.0685535229742527,0.028758746335023483,-0.36609376072883604,0.0008203437216798629,-0.00607674103230238,0.0073096458925300525,0.3983780264854431,0.018129156670201894,0.0,1.0,
CartPole-v1,92,35,0.035,0.02278812083186567,1.0,0.0,0.0,0.0,0.0,0.92617467000855,0.07241122424602509,0.010055512011428267,0.043995393067598344,0.0023178617635181255,-0.0017599543205246196,0.004154955148655356,-0.017612093396019192,0.010034452718957022,0.6285714285714286,0.37142857142857144,
CartPole-v1,93,18,0.018,0.024654643447450858,1.0,0.0,0.0,0.0,0.0,0.9580711155349242,-0.3044480068816079,0.028015835994699336,0.02440710262291961,0.00029069856875020165,0.00241286801560313,0.004571148454628754,-0.19268815716107687,0.006413601212042713,0.9444444444444444,0.05555555555555555,
CartPole-v1,94,1,0.001,0.031058409938522883,1.0,0.0,0.0,0.0,0.0,0.9804421522483285,-0.3802966773509979,0.0,0.2192712426185608,0.0,-0.001518547534942627,0.0,-0.4796820282936096,0.0,1.0,0.0,
CartPole-v1,95,0,0.0,nan,nan,nan,nan,nan,0.0,0.9555030690603792,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
CartPole-v1,96,13,0.013,0.022397288937821773,1.0,0.0,0.0,0.0,0.0,0.934446764527481,-0.11354746612218711,0.018362548186086756,-0.17114724562718317,0.0007309791951788423,0.0039117303497802755,0.006850601323826559,0.10953602137473914,0.01612484823817644,0.23076923076923078,0.7692307692307693,
CartPole-v1,97,2,0.002,0.028873207761148278,1.0,0.0,0.0,0.0,0.0,0.9550624722827945,0.05686897411942482,0.006479743868112564,-0.34924982488155365,0.00023518502712249756,0.00028270479378988966,0.00043575073505053297,0.5717192590236664,0.0051899254322052,0.0,1.0,
CartPole-v1,98,6,0.006,0.027048695598948985,1.0,0.0,0.0,0.0,0.0,0.9642382252827831,-0.26904743661483127,0.038733921708953324,-0.36552421748638153,0.00022820787693733066,-0.004742385800151776,0.004204582941003748,0.3858015090227127,0.005037918476277981,0.0,1.0,
CartPole-v1,99,0,0.0,nan,nan,nan,nan,nan,0.0,0.9231394691538906,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
MountainCar-v0,0,20,0.038314176245210725,0.016713913772705626,-1.0,0.0,0.0,0.0,0.8,0.9988558611982371,-0.4049567148089409,0.008967150612784738,0.003073429805226624,0.004405370458341411,,,,,0.05,0.0,0.95
MountainCar-v0,1,7,0.013409961685823755,0.02127301299947416,-1.0,0.0,0.0,0.0,0.5714285714285714,0.9988899699200047,-0.9913197159767151,0.00797259042120642,-0.00142463729051607,0.01088361183549835,,,,,0.5714285714285714,0.0,0.42857142857142855
MountainCar-v0,2,2,0.0038314176245210726,0.022861965863936514,-1.0,0.0,0.0,0.0,0.0,0.9983829444359238,0.20926089584827423,0.005445212125778198,0.03395293839275837,0.006424764171242714,,,,,0.0,0.0,1.0
MountainCar-v0,3,4,0.007662835249042145,0.016556363681587086,-1.0,0.0,0.0,0.0,0.75,0.9988553488168033,-0.7152692973613739,0.017756845006148336,0.014623132767155766,0.002696189236831439,,,,,0.0,0.0,1.0
MountainCar-v0,4,5,0.009578544061302681,0.018940284383698863,-1.0,0.0,0.0,0.0,0.0,0.9973806261662754,-0.20378334820270538,0.003910137898682426,0.048312260583043096,0.011398541263066685,,,,,0.0,0.0,1.0
MountainCar-v0,5,4,0.007662835249042145,0.025202346982474512,-1.0,0.0,0.0,0.0,0.5,0.9989912970411231,-1.1307052373886108,0.012551873240746301,0.009146362019237131,0.009046799002541607,,,,,0.25,0.0,0.75
MountainCar-v0,6,5,0.009578544061302681,0.0255013273179507,-1.0,0.0,0.0,0.0,0.2,0.9993724246398206,0.430066978931427,0.010159991267768098,0.03456330187618732,0.009844184797546849,,,,,0.0,0.0,1.0
MountainCar-v0,7,7,0.013409961685823755,0.02297786789826547,-1.0,0.0,0.0,0.0,0.2857142857142857,0.9962352777713911,-0.013430142242993628,0.01526461057988527,0.03988134488463402,0.015340023479100885,,,,,0.0,0.0,1.0
MountainCar-v0,8,12,0.022988505747126436,0.01613486589027392,-1.0,0.0,0.0,0.0,0.8333333333333334,0.9989653125679984,-0.5322576264540354,0.008037841930852958,-0.0010220161154090117,0.004194676802723768,,,,,0.5,0.0,0.5
MountainCar-v0,9,5,0.009578544061302681,0.019026225403753087,-1.0,0.0,0.0,0.0,0.4,0.999754180261621,-0.8599399209022522,0.0116294659530901,-0.023728156462311745,0.002429244510347151,,,,,1.0,0.0,0.0
MountainCar-v0,10,10,0.019157088122605363,0.017806056698719784,-1.0,0.0,0.0,0.0,0.9,0.9980693430971986,-0.27801066637039185,0.0038898999158760673,0.000538898901140783,0.0029994599847602004,,,,,0.3,0.0,0.7
MountainCar-v0,11,7,0.013409961685823755,0.023036570113471846,-1.0,0.0,0.0,0.0,0.5714285714285714,0.9988468032668696,-1.0639984948294503,0.01215184442408873,-0.0027938426979484837,0.010248499796606629,,,,,0.7142857142857143,0.0,0.2857142857142857
MountainCar-v0,12,2,0.0038314176245210726,0.023417836745152094,-1.0,0.0,0.0,0.0,0.0,0.9982563667151432,0.10248314961791039,0.004999171942472458,0.039092883467674255,0.006516162306070328,,,,,0.0,0.0,1.0
MountainCar-v0,13,8,0.01532567049808429,0.016522450431495223,-1.0,0.0,0.0,0.0,0.375,0.9991804033769679,-0.6265436708927155,0.010041071620900089,-0.023246899829246104,0.015466271733671275,,,,,1.0,0.0,0.0
