task,method,n_clusters,omega,test_error,test_r2,simplex_violation
Acrobot-v1,kahkm_nlms,150,0.5,0.009427389892551112,0.7209802299449047,1.7763568394002505e-15
Acrobot-v1,kahkm_nlms_simplex_project,150,0.5,0.009427389892551112,0.7209802299449047,1.2212453270876722e-15
Acrobot-v1,kmeans_hard_nlms,150,0.5,0.8580297229064117,0.1311366189598432,3.3306690738754696e-16
Acrobot-v1,kmeans_distance_nlms,150,0.5,0.1945830457992388,0.4637612660033802,2.220446049250313e-15
Acrobot-v1,kmeans_rbf_nlms,150,0.5,0.04025244501731191,0.7105526901841581,0.0007177803585425949
Acrobot-v1,state_dmd,150,0.5,0.009810039795046981,0.7096550499085553,1.5543122344752192e-15
Acrobot-v1,state_edmd_poly2,150,0.5,0.005940622305774284,0.824177095820446,1.7763568394002505e-15
Acrobot-v1,state_edmd_poly3,150,0.5,0.0024984670960743094,0.9260535818946352,2.220446049250313e-15
