method,horizon,relative_error,r2,simplex_violation,n_eval,task,n_clusters,omega,effective_subspace_dim
kahkm_nlms,1,0.009427389892551112,0.7209802299449046,1.9984014443252818e-15,780,Acrobot-v1,150,0.5,6
kahkm_nlms,5,0.039130567509495305,-0.14670379581664572,2.6645352591003757e-15,756,Acrobot-v1,150,0.5,6
kahkm_nlms,10,0.04382860845941635,-0.2709217097062855,4.218847493575595e-15,726,Acrobot-v1,150,0.5,6
kahkm_nlms,20,0.04068042920716202,-0.18559510462422613,7.327471962526033e-15,666,Acrobot-v1,150,0.5,6
kahkm_nlms,50,0.05509866654237061,-0.7109301837172408,1.6653345369377348e-14,486,Acrobot-v1,150,0.5,6
