task,state_dim,requested_subspace_dim,effective_subspace_dim,selected_n_clusters,selected_omega,active_regimes,train_transitions,test_transitions,train_closure_error,train_r2,count_weighted_action_purity,mass_in_action_purity_ge_0p9,weighted_terminal_risk_within_25,max_risk_regime,max_risk_regime_count,max_risk_value
Acrobot-v1,6,20,6,150,0.5,119,1659,780,0.011523468416952643,0.7222539681843407,0.8589743589743581,0.5410256410256409,0.1999999999999999,20,1,1.0
