system,method,E1_mean,E1_std,R2_1_mean,R2_1_std,E50_mean,E50_std,R2_50_mean,R2_50_std,E200_mean,E200_std,R2_200_mean,R2_200_std
duffing,kahkm_nlms,0.0002502150313332206,3.9113556809497174e-05,0.9835421596769991,0.0002709845267622944,0.0060992329377416304,0.0009254775356062968,0.5056477576610104,0.01667370399150475,0.007331927562484686,0.00167075709036486,-0.3155221275842252,0.055175821190062424
duffing,state_dmd,0.00015925933657998508,4.1211794486838455e-05,0.989508045821104,0.0021169277778529095,0.020981316432455276,0.002281913693708888,-0.7108071449647729,0.14333993197776648,0.0883378000520363,0.015231979552780472,-15.04189533982231,1.7771905154524021
duffing,state_edmd_poly2,2.1860673473218736e-05,1.9493764862720158e-05,0.9984481068489243,0.0014828647481174991,2.893025760178011e-05,2.1873266360665358e-05,0.9975219092061488,0.0018922556404377833,0.00024328616858491393,4.1783039912869074e-05,0.9545930739634448,0.013407363377769778
duffing,state_edmd_poly3,1.260526814007066e-05,2.1625166450891824e-05,0.9990090570509945,0.0017037441882160902,4.940486376198496e-05,1.667100742764889e-05,0.9960504030251408,0.0008900850849328236,0.0001363795916454724,8.886158721670688e-05,0.9774014789203331,0.011409312531623214
