system,train_seeds_used,n_train_snapshots,n_clusters,omega,tau,kahkm_train_closure_error,kahkm_train_association_r2,state_dmd_one_step_train_error,state_edmd_poly2_one_step_train_error,state_edmd_poly3_one_step_train_error,kahkm_fit_seconds,baseline_fit_seconds
duffing,0 1 2,3600,10,2.0,1e-06,0.00013795435795396245,0.9848010255768438,1.154866979329177e-05,2.144081167134153e-08,2.0101264253087708e-08,2.08847713470459,0.0005559921264648438
