system,train_seeds_used,n_train_snapshots,n_clusters,omega,kahkm_train_closure_error,kahkm_train_association_r2,kahkm_fit_seconds,baseline_fit_seconds
duffing,0 1 2,3600,10,2.0,0.00013795435795396245,0.9848010255768438,2.08847713470459,0.0005559921264648438
