task,method,n_clusters,omega,tau,train_transitions,test_transitions,fit_seconds,train_error,test_error
MountainCar-v0,kahkm_nlms,20,12.0,1e-06,977,491,0.5057671070098877,0.02333116016776996,0.014905347172172682
