task,state_dim,requested_subspace_dim,effective_subspace_dim,selected_n_clusters,selected_omega,active_regimes,train_transitions,test_transitions,train_closure_error,train_r2,count_weighted_action_purity,mass_in_action_purity_ge_0p9,weighted_terminal_risk_within_25,max_risk_regime,max_risk_regime_count,max_risk_value
Acrobot-v1,6,20,6,150,0.5,132,1730,1079,0.01006967305007096,0.7734465205672967,0.9026876737720121,0.6645041705282675,0.14457831325301196,24,7,1.0
