task,method,metric_space,train_error,train_r2,test_error,test_r2,simplex_violation
CartPole-v1,kahkm_nlms,own_association,0.2492425946348652,0.41604788720289865,0.269879018571024,0.2865657127805965,0.046774225915832926
CartPole-v1,kmeans_hard_nlms,own_association,0.6187792181324132,0.30115202189630064,0.7976215242533397,0.04942530365687303,1.1102230246251565e-16
CartPole-v1,kmeans_distance_nlms,own_association,0.3284802168278852,0.49381323457605386,0.3918892587102924,0.21431531392572856,0.07096434162935211
CartPole-v1,kmeans_rbf_nlms,own_association,0.051278669070077366,0.3736424215580765,0.05019623365494786,0.24851167597599977,6.661338147750939e-16
CartPole-v1,state_dmd,kahkm_association_of_predicted_state,nan,nan,0.3293495685256547,0.12935330834070824,5.551115123125783e-16
CartPole-v1,state_edmd_poly2,kahkm_association_of_predicted_state,nan,nan,0.3294399843411094,0.12911429108329486,6.661338147750939e-16
CartPole-v1,state_edmd_poly3,kahkm_association_of_predicted_state,nan,nan,0.28038146147873544,0.25880215076084745,6.661338147750939e-16
