task,method,n_clusters,omega,tau,train_transitions,test_transitions,fit_seconds,train_error,test_error
CartPole-v1,kahkm_nlms,10,12.0,1e-06,2000,1000,1.1036412715911865,0.5090273665858265,0.5546648101497703
