task,method,metric_space,train_error,train_r2,test_error,test_r2,simplex_violation
MountainCar-v0,kahkm_nlms,own_association,0.011415692186982195,0.9710065656969772,0.009830684831017728,0.9737567381144129,0.0003572475521823382
MountainCar-v0,kmeans_hard_nlms,own_association,0.4231567966175473,0.5698148816439166,0.4184903568461655,0.5704794852108203,2.220446049250313e-16
MountainCar-v0,kmeans_distance_nlms,own_association,0.24273862773039995,0.7127409476364486,0.2511108448833913,0.6903296572926393,0.012298231337938016
MountainCar-v0,kmeans_rbf_nlms,own_association,0.0011897034787286239,0.9951027100998742,0.0010271185359715146,0.9955112721201568,1.3322676295501878e-15
MountainCar-v0,state_dmd,kahkm_association_of_predicted_state,nan,nan,9.422244687963483e-05,0.9997484707941037,2.886579864025407e-15
MountainCar-v0,state_edmd_poly2,kahkm_association_of_predicted_state,nan,nan,9.297937909724213e-05,0.999751789195,2.55351295663786e-15
MountainCar-v0,state_edmd_poly3,kahkm_association_of_predicted_state,nan,nan,9.939326105542202e-05,0.9997346671748331,1.7763568394002505e-15
