n_clusters,omega,noise_level,horizon,n_runs,relative_association_error_mean,relative_association_error_std,relative_association_error_min,relative_association_error_max,association_r2_mean,association_r2_std,simplex_violation_mean,simplex_violation_max,fit_seconds_mean
15,0.25,0.01,10,3,0.0014039700304892258,5.5126118166246015e-05,0.001348711654778832,0.0014792250232353124,0.8829231481486631,0.004044337388303629,2.886579864025407e-15,3.1086244689504383e-15,0.5783086617787679
15,0.25,0.01,50,3,0.012594413890187166,0.00025307048153516747,0.012289563266329214,0.012909217081726406,-0.007244031010751106,0.030640029967461166,1.2619535046572613e-14,1.354472090042691e-14,0.5783086617787679
15,0.25,0.01,100,3,0.020024495448497347,0.0005857829178855536,0.01946887069040989,0.020834448115886132,-0.6881894225535229,0.08068960172666946,2.361074299036166e-14,2.4424906541753444e-14,0.5783086617787679
15,0.25,0.01,200,3,0.022419267558976892,0.0034178578633340543,0.019735095517358924,0.027242595297790956,-1.244413836873571,0.3270725544852264,4.2780593882222697e-14,4.8183679268731794e-14,0.5783086617787679
15,0.25,0.02,1,3,5.428885896274105e-05,4.229389018061227e-06,5.0591927240262765e-05,6.0209316852293324e-05,0.9955243534822321,0.0004225909336470808,7.401486830834377e-16,8.881784197001252e-16,0.6963175137837728
15,0.25,0.02,10,3,0.001253740999057863,2.2203697795156896e-05,0.0012226462905740236,0.0012730759147708043,0.8975528198075455,0.003328652584629669,3.1826393372587822e-15,3.552713678800501e-15,0.6963175137837728
15,0.25,0.02,50,3,0.011947319077949558,0.0004757525814896941,0.01142932355166069,0.012578165270228365,0.05961854168822852,0.06257642863754545,1.4173847281047832e-14,1.554312234475219e-14,0.6963175137837728
15,0.25,0.02,100,3,0.021161135857237074,0.0010272919186032235,0.019892430984400813,0.02240850051887782,-0.716222047215812,0.1349305046954062,2.7237471537470508e-14,3.175237850427948e-14,0.6963175137837728
15,0.25,0.02,200,3,0.026159685316542346,0.002249440935763208,0.023543168778801245,0.029034901686648018,-1.454277637634491,0.11514544325426038,3.597122599785507e-14,4.04121180963557e-14,0.6963175137837728
15,0.25,0.05,1,3,0.00015720510374128886,2.7908868241804998e-05,0.00011851800319120532,0.0001833190733592105,0.9960841542090313,0.000606340957907997,6.661338147750939e-16,6.661338147750939e-16,0.594214121500651
15,0.25,0.05,10,3,0.0028270346670904063,0.0001534147761404673,0.002618494862985503,0.0029831457003540967,0.9294883417570134,0.002320454919179646,3.0346096006420944e-15,3.774758283725532e-15,0.594214121500651
15,0.25,0.05,50,3,0.01701674599695873,0.001140954076935115,0.015860270500372562,0.018569451614326583,0.5772654565372438,0.031307022001312475,1.413683984689366e-14,1.7985612998927536e-14,0.594214121500651
15,0.25,0.05,100,3,0.026182820549240867,0.002986338162653736,0.02376832827313368,0.030390898858384204,0.33680127258473336,0.0884001038841602,2.7903605352245602e-14,3.441691376337985e-14,0.594214121500651
15,0.25,0.05,200,3,0.03876673691201182,0.0050577308994914985,0.03379873601168884,0.04570721445381186,-0.16382218020129327,0.16139203839734423,5.29206308404658e-14,6.88338275267597e-14,0.594214121500651
15,0.5,0.0,1,3,0.00043495528576842737,2.1214201653360446e-05,0.00041179241341202257,0.00046304958165761974,0.9916943204188219,0.0003621946813602868,7.031412489292658e-16,7.771561172376096e-16,0.5705170631408691
15,0.5,0.0,10,3,0.005445348076812439,0.00033478983386835576,0.0051593807810804285,0.0059151242867437285,0.8966348901663272,0.006171436361153332,5.218048215738236e-15,5.551115123125783e-15,0.5705170631408691
15,0.5,0.0,50,3,0.027668569785217423,0.0012633892187696248,0.026545830749832224,0.029433609220691354,0.4931358016012596,0.025619122723511422,2.3573735556207492e-14,2.7755575615628914e-14,0.5705170631408691
15,0.5,0.0,100,3,0.03158412161279504,0.000614982532863799,0.030758507993427338,0.03223373401199756,0.39698363115105406,0.014065066323639267,3.415786172430065e-14,3.774758283725532e-14,0.5705170631408691
15,0.5,0.0,200,3,0.03142589389064382,0.0015392661973671808,0.0297099399200404,0.03344388687480658,0.30792551766309,0.02196384447705161,3.400983198768396e-14,3.985700658404312e-14,0.5705170631408691
15,0.5,0.005,1,3,0.0002885848242153409,2.4412713096292897e-05,0.0002610348635630564,0.0003203798098723938,0.994356044943924,0.0004388263640935419,8.141635513917814e-16,8.881784197001252e-16,0.5671983559926351
15,0.5,0.005,10,3,0.004275332413637105,0.00012365012039444937,0.0041246130065267185,0.004427482570053073,0.9168670117839806,0.0018254020733668873,5.218048215738236e-15,5.995204332975845e-15,0.5671983559926351
15,0.5,0.005,50,3,0.026335852994983325,0.0006337991544296587,0.025439575839251282,0.026792207248006347,0.5059908864983034,0.015695977324790458,2.2167453058348958e-14,2.5646151868841116e-14,0.5671983559926351
15,0.5,0.005,100,3,0.032207960664348986,0.001599750776108168,0.031037364848165376,0.03446988700320239,0.37009788283987716,0.03184334421902117,3.5601151656313355e-14,4.04121180963557e-14,0.5671983559926351
15,0.5,0.005,200,3,0.03721594153843644,0.0033513597659169526,0.03480586027635163,0.041955250078610964,0.16920298563068267,0.08706671022866858,5.1514348342607263e-14,6.838973831690964e-14,0.5671983559926351
15,0.5,0.01,1,3,0.00021063448053941863,6.831454150817382e-06,0.00020133544251217143,0.00021755315524358838,0.9958179797619787,0.0001389886798957179,7.031412489292658e-16,8.881784197001252e-16,0.5508955319722494
15,0.5,0.01,10,3,0.0037767002981956396,0.00015313933786259944,0.0035607606532772128,0.0038989892517692338,0.9255205357598835,0.002803783307996569,4.033810322804736e-15,5.329070518200751e-15,0.5508955319722494
15,0.5,0.01,50,3,0.02515360646390709,0.0007665634810377096,0.02423955360835557,0.02611541986520194,0.5231906081136265,0.015440794189138733,1.7171449447535753e-14,2.1871393585115584e-14,0.5508955319722494
15,0.5,0.01,100,3,0.03102651946414652,0.001921612338385047,0.029510715444793736,0.0337377889763006,0.3841420095750158,0.04067227202380617,3.249252718736292e-14,4.285460875053104e-14,0.5508955319722494
15,0.5,0.01,200,3,0.03791058577683714,0.002429254875017481,0.0351820506489492,0.041082681018853734,0.12574996034106625,0.07444356784618791,4.98860212398237e-14,6.816769371198461e-14,0.5508955319722494
15,0.5,0.02,1,3,0.00017915273775995073,2.1987651911399464e-05,0.0001516320322094115,0.00020544877278094164,0.9964811777333511,0.0004170099230159008,8.881784197001252e-16,1.1102230246251565e-15,0.6260765393575033
15,0.5,0.02,10,3,0.003418634484340479,0.00023426715971307555,0.0031382332392964813,0.0037116520218731515,0.9333520449920854,0.004305522718555503,4.847973874196517e-15,6.328271240363392e-15,0.6260765393575033
15,0.5,0.02,50,3,0.02287550536793776,0.0013617228424590475,0.021132270168538376,0.02445584147959644,0.5711464060826923,0.024265087440876375,2.1242267204494663e-14,2.4424906541753444e-14,0.6260765393575033
15,0.5,0.02,100,3,0.02951328426215646,0.003320539663466839,0.02530918588499788,0.03342727801704128,0.4229328623379317,0.06843781984788094,3.7377508495713606e-14,3.9745984281580604e-14,0.6260765393575033
15,0.5,0.02,200,3,0.04262233956253656,0.004201838877359834,0.03722003336144768,0.04746696897720166,0.014367049238377913,0.08409668203598321,5.43639207724785e-14,6.461498003318411e-14,0.6260765393575033
15,0.5,0.05,1,3,0.00030614507378711494,8.468283946694431e-05,0.0001867847832838282,0.0003742878272953565,0.9977533912252297,0.0006386057833427618,6.661338147750939e-16,6.661338147750939e-16,0.597371498743693
15,0.5,0.05,10,3,0.0064243282277872595,0.00134285322333211,0.004652272356309129,0.00790174914656727,0.9530573738453777,0.010194325452607412,2.886579864025407e-15,3.3306690738754696e-15,0.597371498743693
15,0.5,0.05,50,3,0.0431683382215645,0.009115333309054719,0.030947973394216986,0.05283252747507966,0.6879355944015941,0.06910282933301311,1.554312234475219e-14,2.1094237467877974e-14,0.597371498743693
15,0.5,0.05,100,3,0.07352801780302681,0.014431848795861926,0.054085230291830065,0.08862536727326523,0.4533761881290342,0.1186497925079932,3.3639757646142243e-14,4.729550084903167e-14,0.597371498743693
15,0.5,0.05,200,3,0.08772544456368966,0.021294371724564578,0.059087710064112335,0.1101118717150032,0.22770918257095255,0.2007868118373607,5.921189464667502e-14,8.260059303211165e-14,0.597371498743693
15,1.0,0.0,1,3,0.0012534281854610079,7.494591001718286e-05,0.00117137793148736,0.001352557968109839,0.9941448376606756,0.0003287186193149183,8.511709855459534e-16,9.992007221626409e-16,0.5557769139607748
15,1.0,0.0,10,3,0.011995155612282286,0.0012128099969490763,0.01065442164741094,0.01359190613280016,0.9443047678109013,0.005455622039585931,4.847973874196517e-15,5.551115123125783e-15,0.5557769139607748
15,1.0,0.0,50,3,0.0468527547446626,0.0020889318078131038,0.04423044774094848,0.04934207785665391,0.789434840748388,0.009891137637380027,0.0032810567386428865,0.004022722106162095,0.5557769139607748
15,1.0,0.0,100,3,0.06385421312853914,0.0031040739973750104,0.05966117891284832,0.06707623506591842,0.7018570327734839,0.015543426329500143,3.35657427778339e-14,3.530509218307998e-14,0.5557769139607748
15,1.0,0.0,200,3,0.06874664695909125,0.00484881620522981,0.061969616455608535,0.07304093318315259,0.6316826441166737,0.02377875028905274,4.622228525856068e-14,4.929390229335695e-14,0.5557769139607748
15,1.0,0.005,1,3,0.0007511213476673493,4.497851996054243e-05,0.0007052179173855442,0.0008122077871816359,0.9963553326935896,0.0002000223907012576,8.511709855459534e-16,8.881784197001252e-16,0.5544095834096273
15,1.0,0.005,10,3,0.008661856314101022,0.00041147112060221523,0.008276501138686007,0.009232143178998738,0.9582327477908212,0.0017398626027965373,6.217248937900877e-15,8.43769498715119e-15,0.5544095834096273
15,1.0,0.005,50,3,0.04805905716700925,0.0011128916935746567,0.04708409114397332,0.04961652747886555,0.7758872385027207,0.006442410603682275,0.005845672536655418,0.010810956659506658,0.5544095834096273
15,1.0,0.005,100,3,0.07245013962031263,0.005637909667190235,0.06715409361251957,0.08025984458221472,0.6487282825857611,0.030384359678902496,0.0014902304116423328,0.004470691234873597,0.5544095834096273
15,1.0,0.005,200,3,0.08521069194213785,0.012163323478551237,0.07178638079271903,0.10123738237847646,0.5236470259645829,0.06407918700173189,4.081919987205159e-14,5.229150445984487e-14,0.5544095834096273
15,1.0,0.01,1,3,0.00046117389262869107,4.290138107422898e-05,0.0004172072761959712,0.0005193648689100878,0.99772819281481,0.00019707866804298408,8.881784197001252e-16,8.881784197001252e-16,0.5507063865661621
15,1.0,0.01,10,3,0.007982013782829905,0.00033850953665639214,0.007528682632057092,0.008341913026691046,0.9609184079186883,0.001512742487903963,6.735353016059283e-15,7.549516567451064e-15,0.5507063865661621
15,1.0,0.01,50,3,0.05185059806910583,0.0024157186462562155,0.04995061804492029,0.055259470306433654,0.7550558285548531,0.01071927911941857,0.005348444920494723,0.011135779425254594,0.5507063865661621
15,1.0,0.01,100,3,0.0828996397060142,0.0045497786592965704,0.07650572378622715,0.08672038303036096,0.5928309218602261,0.02299208895331622,0.0014125470020212533,0.004237641005997369,0.5507063865661621
15,1.0,0.01,200,3,0.0953504446855935,0.008003917576339375,0.08484722610607941,0.10425661885457543,0.45835835741326286,0.04274727151045848,5.10702591327572e-14,5.306866057708248e-14,0.5507063865661621
15,1.0,0.02,1,3,0.0002364472844676557,1.7850060255788535e-05,0.00021329810481350272,0.00025674102492468086,0.9988231309456804,9.418351143975317e-05,8.511709855459534e-16,1.1102230246251565e-15,0.5594815413157145
15,1.0,0.02,10,3,0.006863439572577685,0.00018971432571447103,0.006612043409187373,0.007070299621020932,0.9660685000667728,0.0011965467655012361,5.921189464667502e-15,6.8833827526759706e-15,0.5594815413157145
15,1.0,0.02,50,3,0.047049815325360025,0.003936699645686338,0.041495365354220624,0.05015486692531989,0.7755118509641492,0.020378719854445768,0.009062547265503032,0.017749199678289525,0.5594815413157145
15,1.0,0.02,100,3,0.0810960649107499,0.011664772584653788,0.06789567404235207,0.09626437798353638,0.5974671200349179,0.06449349393248328,0.0008176678341202125,0.0021043103991941615,0.5594815413157145
15,1.0,0.02,200,3,0.10373116943765609,0.01700204359449609,0.08435081421051425,0.12574634616019514,0.39979028346118217,0.10503916429492109,0.001883451371144215,0.005650354113366809,0.5594815413157145
15,1.0,0.05,1,3,0.000376289090037038,1.6537495887153434e-05,0.0003592029829631851,0.00039866261226168616,0.9988957204009509,4.901395520019049e-05,7.771561172376096e-16,8.881784197001252e-16,0.566612720489502
15,1.0,0.05,10,3,0.009174908643037591,0.0010925651397878937,0.008017276196539039,0.010639988493053724,0.9732269937502964,0.0032153369231779326,4.144832625267251e-15,5.995204332975845e-15,0.566612720489502
15,1.0,0.05,50,3,0.06988426347619472,0.011906680822632309,0.05423850481249714,0.08309799146071954,0.7995264131274737,0.034263836353440186,0.003953069950432965,0.0074549343441379,0.566612720489502
15,1.0,0.05,100,3,0.1398246524819648,0.0337284833573436,0.09290037164922817,0.17070297693244088,0.5911438052899537,0.10016104799240703,0.012864563188149488,0.015802674264394485,0.566612720489502
15,1.0,0.05,200,3,0.19449517542672065,0.036160626181524685,0.151916641852229,0.24031376523243497,0.32644024763554086,0.13447144380382248,0.004054943966770426,0.010501651102994303,0.566612720489502
15,2.0,0.0,1,3,0.0019257643865806437,0.00014798657775359428,0.0017252647160213481,0.002077975287785091,0.9966008276323683,0.00024148076459292535,1.2582527612418441e-15,1.3322676295501878e-15,0.552630345026652
15,2.0,0.0,10,3,0.01612763722274053,0.002125256961398676,0.013630844117784535,0.01882503131532805,0.9717161483588969,0.003523442812411143,0.05234278648844183,0.058657772233395154,0.552630345026652
15,2.0,0.0,50,3,0.07086044775628553,0.0018769975396114402,0.06945192485980864,0.07351322840718438,0.8788443534025955,0.0027369907992902754,0.03503752967124014,0.04318210758918514,0.552630345026652
15,2.0,0.0,100,3,0.12155724625892422,0.0014588663783888867,0.11969801825416085,0.12326138597728825,0.7855547900633488,0.0028314746089396904,0.029954523995245747,0.03498097902309021,0.552630345026652
15,2.0,0.0,200,3,0.115897180321745,0.008410886446074519,0.10687929960959043,0.1271234778076132,0.7699380247182931,0.013312456080652834,0.014562474276460822,0.0164947465410965,0.552630345026652
15,2.0,0.005,1,3,0.0008918778118756619,0.0001058550020760811,0.0007804762936324143,0.0010341822573888893,0.9983875996499927,0.00019394947029447454,1.2582527612418441e-15,1.3322676295501878e-15,0.5546820163726807
15,2.0,0.005,10,3,0.011108954345037447,0.00033939749522374885,0.010849401402958153,0.011588388065879982,0.9800450170532993,0.000625016864072839,0.03970551760350976,0.04105032826106086,0.5546820163726807
15,2.0,0.005,50,3,0.06602553740921321,0.002474550151206467,0.06254278939536281,0.06806347065182282,0.8846363295010196,0.004306009427549889,0.033153190941772985,0.05187053649133094,0.5546820163726807
15,2.0,0.005,100,3,0.12439983373679711,0.0068015390661827525,0.11741247358011064,0.13361837180759553,0.7762835295654323,0.012194860114937206,0.04036879313402733,0.0523104021274011,0.5546820163726807
15,2.0,0.005,200,3,0.12006449140641905,0.02292015012920204,0.0977575401462605,0.15158460316094027,0.7558583302193989,0.04724084100086229,0.020468399274307374,0.0269699294697123,0.5546820163726807
15,2.0,0.01,1,3,0.00040911052659453346,3.4030372715118274e-05,0.00038474594743513634,0.0004572354769338906,0.9992523537911593,6.370573367124186e-05,1.3692750637043598e-15,1.5543122344752192e-15,0.5709358851114908
15,2.0,0.01,10,3,0.010449922969096246,0.0003097301996388246,0.010130011282859067,0.010868995734875481,0.9810244926395156,0.0005948037482577507,0.016570120710979273,0.021569141228930052,0.5709358851114908
15,2.0,0.01,50,3,0.06571222508346332,0.0018750754181080117,0.06307935919917416,0.06730229037365744,0.8840985957606045,0.003182380261406317,0.03886355439356304,0.04592396788934902,0.5709358851114908
15,2.0,0.01,100,3,0.14074597372177108,0.002288744048954939,0.13774957528330825,0.14330423014744142,0.743839882745987,0.0031043486371393,0.04765838422004687,0.05765869771352677,0.5709358851114908
15,2.0,0.01,200,3,0.1710771530521165,0.011695057768955505,0.15777023764797637,0.18623684765125822,0.648309936811064,0.024617395949904107,0.015242007805075397,0.02521259408532578,0.5709358851114908
15,2.0,0.02,1,3,0.00031908343468381423,2.0246895734286537e-05,0.0002910084195813697,0.00033799437280915355,0.9994097078758138,3.4977103250745147e-05,0.000766488980776223,0.0017849321891002504,0.5651246706644694
15,2.0,0.02,10,3,0.011691804518106185,0.0005687353007213239,0.010906485058027101,0.01223494604985505,0.9785079704870867,0.0009518085534996647,0.006129290434572178,0.012683380620223426,0.5651246706644694
15,2.0,0.02,50,3,0.08022755942904669,0.000905382010462467,0.07922227221609011,0.08141695123676258,0.8568212597512099,0.0009568007216290547,0.022410929752721433,0.02675350070068807,0.5651246706644694
15,2.0,0.02,100,3,0.16180175350344472,0.005840388186986345,0.1537023293710474,0.16725314235288893,0.7022980553675018,0.010177454674136355,0.03169225731595729,0.04543026889595747,0.5651246706644694
15,2.0,0.02,200,3,0.23531157895868648,0.0321641153363682,0.19777696521087662,0.27633107788548444,0.5068742994452698,0.06535001912120966,0.005894559100093873,0.014293593180115706,0.5651246706644694
15,2.0,0.05,1,3,0.0003384918267322833,5.2131198298326455e-05,0.0002650872003244502,0.0003811366453399827,0.9994457840898876,8.668122558402636e-05,0.0006118423451848455,0.0008679154317781684,0.565479040145874
15,2.0,0.05,10,3,0.01907041231810216,0.003048697394322993,0.014783749694442471,0.02161402648794241,0.9689787256398675,0.005078389061645849,0.007439793173626534,0.007831742958073385,0.565479040145874
15,2.0,0.05,50,3,0.18034805911579352,0.03596737787638064,0.13110359721112866,0.2160027710104862,0.7143471213620548,0.05791311371217909,0.030001735458654845,0.03908675818160114,0.565479040145874
15,2.0,0.05,100,3,0.3585114966570819,0.08396493646537609,0.24011296252140735,0.42555335062877964,0.41969642139007407,0.13770105965662174,0.037540470479184296,0.05656007065542509,0.565479040145874
15,2.0,0.05,200,3,0.4330433374991711,0.1421333941383908,0.32546489355585584,0.6338802095472579,0.18844456994312375,0.25965673720154714,0.025607442007223463,0.0450093656469764,0.565479040145874
15,4.0,0.0,1,3,0.0013115754647288545,0.00020908912278157294,0.0010162159777226476,0.0014714810814083097,0.9983303909190385,0.00025966787123368843,0.019908845252095336,0.020310183499277962,0.5573155879974365
15,4.0,0.0,10,3,0.020545875280953852,0.002787028189777187,0.016934046544949448,0.023718284830889995,0.9739942987372585,0.003360422750583287,0.10192996057939889,0.10920645598422196,0.5573155879974365
15,4.0,0.0,50,3,0.09581849235432323,0.004663837409189805,0.09078424703735997,0.10202605531655082,0.881161945451645,0.005668758726872168,0.14281470352622275,0.15252532594606563,0.5573155879974365
15,4.0,0.0,100,3,0.19053446099161417,0.013353916815639575,0.17208340940545788,0.20324705761882828,0.7579276926021867,0.016482291438152264,0.15385274298491763,0.1745343335410453,0.5573155879974365
15,4.0,0.0,200,3,0.19494538288042915,0.03655183335573853,0.14482375277599224,0.2309570622480349,0.7290577820419161,0.04853071973810836,0.07721293553570292,0.10560062402876282,0.5573155879974365
15,4.0,0.005,1,3,0.000827054629470047,6.330250742765195e-05,0.0007400769374692337,0.0008889002723206845,0.9989403219671782,8.474349136215809e-05,0.014867825209701318,0.018006239009594534,0.5644200642903646
15,4.0,0.005,10,3,0.023583339866588594,0.001141238360026823,0.022515283067180192,0.025165260673233117,0.9699576226438837,0.0015336706083729286,0.1113681824009638,0.12565072395223562,0.5644200642903646
15,4.0,0.005,50,3,0.11832513941948412,0.004097283209611074,0.11355964248855728,0.12356255490592151,0.8525447990306225,0.004942729578140953,0.1427905523092768,0.15448310782726296,0.5644200642903646
15,4.0,0.005,100,3,0.2404558607620326,0.03390385020626831,0.20309766421230308,0.2851634136803727,0.6929176167057987,0.04373900673419293,0.15229577948927084,0.18012418581821826,0.5644200642903646
15,4.0,0.005,200,3,0.28818887552018846,0.0954460982598986,0.20761835423875208,0.42226235415701496,0.5979932568087544,0.12905327223394164,0.09147449870214854,0.1081795953733308,0.5644200642903646
15,4.0,0.01,1,3,0.000834531701189539,3.3973041852608125e-05,0.0007873916174462627,0.0008661398235276981,0.9989271315535251,4.916744106625156e-05,0.008577799960466929,0.010204933946640196,0.570371945699056
15,4.0,0.01,10,3,0.029822801280072694,0.0011487977497893435,0.0284647812843148,0.03127410699412705,0.961877837596975,0.0014984477072813793,0.106700032814359,0.13075326381637162,0.570371945699056
15,4.0,0.01,50,3,0.138529235189034,0.009495081249412863,0.12624817167498778,0.14937258111657242,0.8268031095116556,0.011772014143860945,0.14697427661261042,0.17004755825530343,0.570371945699056
15,4.0,0.01,100,3,0.24533163153005494,0.019982797584148494,0.224274868507268,0.27218263069871224,0.6857547163931257,0.025567419805287747,0.12899508282093253,0.15542741123835385,0.570371945699056
15,4.0,0.01,200,3,0.27427770866591583,0.05356462508771335,0.21989582870097482,0.34713824400229765,0.6157967750821577,0.07218933038758801,0.07929839522716282,0.08994397603615738,0.570371945699056
15,4.0,0.02,1,3,0.0008785659720524461,4.801891368579866e-05,0.0008256418741858899,0.0009418791268864249,0.9988613001205809,6.45027950494577e-05,0.005320021828301428,0.006552818195259329,0.5671310424804688
15,4.0,0.02,10,3,0.03324497497980336,0.0031523342304226433,0.029907037428647573,0.037473132362905046,0.9571764871589036,0.004132332512124797,0.12075354590126065,0.16850600833877274,0.5671310424804688
15,4.0,0.02,50,3,0.1721297905239542,0.017727992055877707,0.15884224072347575,0.19718560818768788,0.7838487406611777,0.022309910210527802,0.10449955979254374,0.15985843437400887,0.5671310424804688
15,4.0,0.02,100,3,0.2620017528523138,0.03398886675390205,0.2256082494258616,0.3073922405369612,0.6628648346580897,0.044016661635353345,0.11210072036343159,0.15521514002190925,0.5671310424804688
15,4.0,0.02,200,3,0.3110800915441244,0.03982486978131096,0.2554146154708979,0.34633215972592907,0.5568083882196766,0.058106136640050675,0.08609112921130133,0.16128703526458796,0.5671310424804688
15,4.0,0.05,1,3,0.0013148261146321185,1.972676572983016e-05,0.0012984955487917152,0.0013425797204447629,0.9983080632858428,2.404165678258079e-05,0.0032698289457963226,0.003578543348527495,0.5778927008310953
15,4.0,0.05,10,3,0.05350184168413495,0.002503841154168138,0.05161073413284415,0.057040003212612864,0.9315299674501949,0.003165788002989513,0.07875574028411834,0.11074914013905683,0.5778927008310953
15,4.0,0.05,50,3,0.29037369597188606,0.022330314053413174,0.26770939799754107,0.32075083344904376,0.6367661623830198,0.027932506124865288,0.06960208956837115,0.09671575182873064,0.5778927008310953
15,4.0,0.05,100,3,0.43718768663799784,0.05438373131150061,0.38572027448025625,0.5124159829402567,0.4397302454512623,0.07038975328618999,0.043522215485211284,0.06297746929298238,0.5778927008310953
15,4.0,0.05,200,3,0.5258143270245643,0.041486813861453156,0.4697443397597551,0.5688109710557515,0.25832710944364523,0.05919379274594347,0.01456212263944405,0.025326541863908585,0.5778927008310953
20,0.25,0.0,1,3,0.00013430081991574027,5.259746985261073e-06,0.00012787639781778985,0.00014075995382397302,0.9869980868554131,0.0005038217268231459,8.141635513917814e-16,8.881784197001252e-16,0.5447940826416016
20,0.25,0.0,10,3,0.0023442616412494123,7.425604896000685e-05,0.002255103217765484,0.0024368931458827858,0.7743680779544931,0.007305486460861361,2.55351295663786e-15,3.3306690738754696e-15,0.5447940826416016
20,0.25,0.0,50,3,0.016927786773682958,0.0003847824073971206,0.01641884616071207,0.01734905288621609,-0.5630955467450113,0.04247692251773648,1.1398289719484941e-14,1.5210055437364645e-14,0.5447940826416016
20,0.25,0.0,100,3,0.022873548019208007,0.0002578147829694642,0.02256476317425367,0.02319584408405568,-1.1640558296144985,0.014705126557027201,2.1316282072803006e-14,2.8754776337791554e-14,0.5447940826416016
20,0.25,0.0,200,3,0.023102500739909677,9.817956964572745e-05,0.023030635887586734,0.023241318656273515,-1.5118893434217642,0.04366379379199672,3.5823196261238386e-14,5.306866057708248e-14,0.5447940826416016
20,0.25,0.005,1,3,7.15758417260448e-05,4.313228679403992e-06,6.613429995975338e-05,7.668368819775682e-05,0.9929969383600834,0.00047129772344028936,8.141635513917814e-16,8.881784197001252e-16,0.541003942489624
20,0.25,0.005,10,3,0.001667317649693398,5.973286202538025e-05,0.0015964057101564265,0.0017425309437172124,0.8378093723747927,0.006986268936384359,2.5165055224836883e-15,2.7755575615628914e-15,0.541003942489624
20,0.25,0.005,50,3,0.014754989437917114,0.0003728945609620586,0.014255922350687941,0.015152085043817614,-0.37694105675488654,0.041432896214124965,1.1065222812097394e-14,1.3100631690576847e-14,0.541003942489624
20,0.25,0.005,100,3,0.022590527310235562,0.00035424417965539964,0.022105953845284656,0.022942926830472908,-1.1676059997256358,0.05088247388282349,2.098321516541546e-14,2.55351295663786e-14,0.541003942489624
20,0.25,0.005,200,3,0.025560191325559853,0.001336265809350275,0.023836685452338906,0.027093178273963153,-1.828248278621461,0.17280431618040015,4.15963559892892e-14,5.040412531798211e-14,0.541003942489624
20,0.25,0.01,1,3,4.776953827541304e-05,4.673359072804268e-06,4.212504368960626e-05,5.3569232156945925e-05,0.9952814723431221,0.0004940244071558928,7.771561172376096e-16,7.771561172376096e-16,0.5475824673970541
20,0.25,0.01,10,3,0.0014117162663242755,3.5074961707799656e-05,0.001364547129949213,0.0014485930818172285,0.8615333967831346,0.004411164534219391,3.293661639721298e-15,3.774758283725532e-15,0.5475824673970541
20,0.25,0.01,50,3,0.013789504251469648,0.000224303706612861,0.013490379620993784,0.014030508191706325,-0.295675863207282,0.019957543925778476,1.432187701766452e-14,1.5210055437364645e-14,0.5475824673970541
20,0.25,0.01,100,3,0.021940294943868562,0.00040509771897572925,0.021582315918164504,0.022506640243751052,-1.1309605094209976,0.0517678728431686,2.5498122132224427e-14,2.6423307986078726e-14,0.5475824673970541
20,0.25,0.01,200,3,0.02473450075749621,0.000928648528537236,0.023669624860310403,0.02593260500914651,-1.8319387031962135,0.06082348011661343,4.0930222174514107e-14,4.2743586448068527e-14,0.5475824673970541
20,0.25,0.02,1,3,3.6516877270964206e-05,2.333388221123426e-06,3.439031021244193e-05,3.976541485751989e-05,0.9965228178692163,0.00020244838650577398,6.661338147750939e-16,6.661338147750939e-16,0.5447341601053873
20,0.25,0.02,10,3,0.0011854403678426288,3.0665647832102144e-05,0.001160101021976067,0.0012285897241524613,0.887853559801193,0.002383658885331227,2.1834386150961413e-15,2.3314683517128287e-15,0.5447341601053873
20,0.25,0.02,50,3,0.01286578042479926,0.00025705957210778494,0.012679663627109086,0.013229282604551808,-0.16737770460156054,0.015344521766967463,9.473903143468002e-15,9.769962616701378e-15,0.5447341601053873
20,0.25,0.02,100,3,0.02221985491368501,0.0007837363763061801,0.02120742825795352,0.02311671931526178,-1.075205883539015,0.06017618806355757,1.84297022087776e-14,1.887379141862766e-14,0.5447341601053873
20,0.25,0.02,200,3,0.02707161990351018,0.0035459077896029096,0.02209409064599954,0.03008796859809677,-2.014653515932922,0.380189975689332,3.116025955781273e-14,3.907985046680551e-14,0.5447341601053873
20,0.25,0.05,1,3,0.00012704545674744125,1.9466117001926898e-05,0.00010537555388530611,0.0001525843548989741,0.99656936696571,0.00060827916808802,6.291263806209221e-16,6.661338147750939e-16,0.5529472827911377
20,0.25,0.05,10,3,0.002816336703833389,9.832223071359058e-05,0.0026807516393097777,0.002910838958806988,0.9243302678657468,0.003004798482858123,2.6645352591003757e-15,2.9976021664879227e-15,0.5529472827911377
20,0.25,0.05,50,3,0.021397928782465218,0.0031024160315865266,0.019144689167375207,0.025784864721508732,0.4304863619737885,0.07403252621600234,1.2064423534260035e-14,1.532107773982716e-14,0.5529472827911377
20,0.25,0.05,100,3,0.040039743393965065,0.008827611031528652,0.03293228528352941,0.052481841489240316,-0.0826897630813287,0.22197292354360562,2.4572936278370132e-14,3.297362383136715e-14,0.5529472827911377
20,0.25,0.05,200,3,0.06609088967083258,0.023273366125142053,0.04174090229856298,0.0974435511614763,-1.1028482499242211,0.6690324802362827,4.137431138436417e-14,5.4289905904170155e-14,0.5529472827911377
