n_clusters,omega,noise_level,horizon,n_runs,relative_association_error_mean,relative_association_error_std,relative_association_error_min,relative_association_error_max,association_r2_mean,association_r2_std,simplex_violation_mean,simplex_violation_max,fit_seconds_mean
10,0.5,0.01,50,3,0.024522564721841406,0.0020404302565743345,0.02215695663834016,0.02713643733091198,0.6990702063407339,0.028992400175569075,1.8207657603852567e-14,2.220446049250313e-14,0.5771733919779459
10,0.5,0.01,100,3,0.041747843986264827,0.004612140869831721,0.03623130900491964,0.04752002031007327,0.47502853471797496,0.06207903369173215,4.01530660572765e-14,5.1514348342607263e-14,0.5771733919779459
10,0.5,0.01,200,3,0.053941103217408574,0.012568394148446653,0.03827956458706754,0.06905088022620147,0.11910243253202653,0.19649273128919617,6.113628122269195e-14,9.281464485866309e-14,0.5771733919779459
10,0.5,0.02,1,3,0.00011356016846548688,2.0329596643179163e-05,8.495176697851705e-05,0.00013033586122429355,0.9984788069872201,0.00032360835233702704,6.661338147750939e-16,6.661338147750939e-16,0.5906083583831787
10,0.5,0.02,10,3,0.0033462497675425234,0.00010130878728660449,0.003243856386288684,0.003484232990412517,0.9558178298851997,0.002665696144700027,3.552713678800501e-15,4.440892098500626e-15,0.5906083583831787
10,0.5,0.02,50,3,0.022280126084469106,0.0010287456506260417,0.020891328263609614,0.023349900646886218,0.7178202604617917,0.003135676569766062,1.646830819860649e-14,2.1538326677728037e-14,0.5906083583831787
10,0.5,0.02,100,3,0.03465522205907335,0.001571164067321342,0.03259360330376918,0.0364037576174491,0.5520602465856935,0.004683422021816135,2.8347694562095665e-14,3.397282455352979e-14,0.5906083583831787
10,0.5,0.02,200,3,0.045299413287299084,0.0073447485750078815,0.03983390206990007,0.05568162232709317,0.23994081533228062,0.10919677087609764,5.0219088147211245e-14,5.5289106626332796e-14,0.5906083583831787
10,0.5,0.05,1,3,0.0001705465002870027,4.9862438355819496e-05,0.00010484408228090853,0.00022557401058887332,0.9987622054458916,0.0003783730635222759,6.661338147750939e-16,6.661338147750939e-16,0.5824293295542399
10,0.5,0.05,10,3,0.004663217399679465,0.0003130470017517823,0.004249676951678343,0.005006866626302576,0.9664310096413994,0.002576178906304126,5.10702591327572e-15,6.217248937900877e-15,0.5824293295542399
