n_clusters,omega,noise_level,seed,horizon,n_eval_starts,relative_association_error,association_r2,simplex_violation,train_closure_error_noisy_train,train_association_r2_noisy_train,fit_seconds
10,0.25,0.005,0,50,351,0.015447842174896344,0.27993170104027987,1.609823385706477e-14,0.0002438401917200448,0.9886258756666031,0.5765550136566162
10,0.25,0.005,0,100,301,0.02077702944559173,-0.009475437194528924,2.864375403532904e-14,0.0002438401917200448,0.9886258756666031,0.5765550136566162
10,0.25,0.005,0,200,201,0.02392160844955326,-0.46727928764186344,3.219646771412954e-14,0.0002438401917200448,0.9886258756666031,0.5765550136566162
10,0.25,0.005,1,1,400,8.930964008447388e-05,0.9957237888144506,6.661338147750939e-16,0.0001152581771402817,0.9948391164470771,0.5785510540008545
10,0.25,0.005,1,10,391,0.0020271186311756778,0.9035089552643606,4.218847493575595e-15,0.0001152581771402817,0.9948391164470771,0.5785510540008545
10,0.25,0.005,1,50,351,0.013221863701430484,0.3978545103558223,1.9984014443252818e-14,0.0001152581771402817,0.9948391164470771,0.5785510540008545
10,0.25,0.005,1,100,301,0.01724128194233263,0.19125598894999873,3.7969627442180354e-14,0.0001152581771402817,0.9948391164470771,0.5785510540008545
10,0.25,0.005,1,200,201,0.01637611474214216,0.05505134872968653,7.083222897108499e-14,0.0001152581771402817,0.9948391164470771,0.5785510540008545
10,0.25,0.005,2,1,400,7.347774132759127e-05,0.9962339330973363,6.661338147750939e-16,9.875814943943835e-05,0.9952713642146326,0.5678200721740723
10,0.25,0.005,2,10,391,0.001772637764928307,0.9097663830067142,3.774758283725532e-15,9.875814943943835e-05,0.9952713642146326,0.5678200721740723
10,0.25,0.005,2,50,351,0.011601834274932535,0.43590980438984905,1.709743457922741e-14,9.875814943943835e-05,0.9952713642146326,0.5678200721740723
10,0.25,0.005,2,100,301,0.016260126557798904,0.17574573452399722,3.108624468950438e-14,9.875814943943835e-05,0.9952713642146326,0.5678200721740723
10,0.25,0.005,2,200,201,0.011987119888967498,0.2916291546165418,4.929390229335695e-14,9.875814943943835e-05,0.9952713642146326,0.5678200721740723
10,0.25,0.01,0,1,400,6.288924583081062e-05,0.9968781702116716,4.440892098500626e-16,8.632835923862397e-05,0.9959946323444898,0.5830750465393066
10,0.25,0.01,0,10,391,0.001779996270991392,0.9121898068730085,2.4424906541753444e-15,8.632835923862397e-05,0.9959946323444898,0.5830750465393066
10,0.25,0.01,0,50,351,0.01087901881171707,0.4871467403615639,1.0436096431476471e-14,8.632835923862397e-05,0.9959946323444898,0.5830750465393066
10,0.25,0.01,0,100,301,0.01429876043752609,0.30447501755887707,2.90878432451791e-14,8.632835923862397e-05,0.9959946323444898,0.5830750465393066
10,0.25,0.01,0,200,201,0.012058495823158485,0.3056721530965968,1.532107773982716e-14,8.632835923862397e-05,0.9959946323444898,0.5830750465393066
10,0.25,0.01,1,1,400,0.00014990505911037158,0.9909612293853828,6.661338147750939e-16,0.00020144541130203537,0.9884943190574325,0.5968077182769775
10,0.25,0.01,1,10,391,0.0021293842317355667,0.8731427630616199,3.552713678800501e-15,0.00020144541130203537,0.9884943190574325,0.5968077182769775
10,0.25,0.01,1,50,351,0.011499586813164233,0.3492519002724004,1.509903313490213e-14,0.00020144541130203537,0.9884943190574325,0.5968077182769775
10,0.25,0.01,1,100,301,0.017142632031539803,-0.00880219063169263,2.475797344914099e-14,0.00020144541130203537,0.9884943190574325,0.5968077182769775
10,0.25,0.01,1,200,201,0.018522249599311015,-0.36572524688669583,4.285460875053104e-14,0.00020144541130203537,0.9884943190574325,0.5968077182769775
10,0.25,0.01,2,1,400,7.772390158707392e-05,0.9961287019798735,5.551115123125783e-16,0.00011411315364025961,0.9946635902377771,0.5715270042419434
10,0.25,0.01,2,10,391,0.0018648682470347466,0.9077195314606272,3.3306690738754696e-15,0.00011411315364025961,0.9946635902377771,0.5715270042419434
10,0.25,0.01,2,50,351,0.011468107938737829,0.4566918234446835,1.84297022087776e-14,0.00011411315364025961,0.9946635902377771,0.5715270042419434
10,0.25,0.01,2,100,301,0.01653989895130834,0.19523447151751794,3.6637359812630166e-14,0.00011411315364025961,0.9946635902377771,0.5715270042419434
10,0.25,0.01,2,200,201,0.019861586880712868,-0.19334367700566468,3.1530333899354446e-14,0.00011411315364025961,0.9946635902377771,0.5715270042419434
10,0.25,0.02,0,1,400,4.31408712672784e-05,0.9980427398796986,6.661338147750939e-16,0.0002636750982337471,0.9886617280261284,0.5720000267028809
