n_clusters,omega,noise_level,seed,horizon,n_eval_starts,relative_association_error,association_r2,simplex_violation,train_closure_error_noisy_train,train_association_r2_noisy_train,fit_seconds
15,0.5,0.01,2,50,351,0.02423955360835557,0.5366630054598964,2.1871393585115584e-14,0.000271369342510084,0.994843927444897,0.5406780242919922
15,0.5,0.01,2,100,301,0.029510715444793736,0.414444936215297,4.285460875053104e-14,0.000271369342510084,0.994843927444897,0.5406780242919922
15,0.5,0.01,2,200,201,0.03746702566270849,0.15082197605253356,5.040412531798211e-14,0.000271369342510084,0.994843927444897,0.5406780242919922
15,0.5,0.02,0,1,400,0.00020544877278094164,0.9959999499840821,8.881784197001252e-16,0.0002531087639570472,0.9952411406384448,0.5757038593292236
15,0.5,0.02,0,10,391,0.0037116520218731515,0.928246662160378,4.6629367034256575e-15,0.0002531087639570472,0.9952411406384448,0.5757038593292236
15,0.5,0.02,0,50,351,0.02445584147959644,0.5455476323398949,2.220446049250313e-14,0.0002531087639570472,0.9952411406384448,0.5757038593292236
15,0.5,0.02,0,100,301,0.03342727801704128,0.3422395466311804,3.8413716652030416e-14,0.0002531087639570472,0.9952411406384448,0.5757038593292236
15,0.5,0.02,0,200,201,0.043180016348960355,-0.002696472927704585,4.6851411639181606e-14,0.0002531087639570472,0.9952411406384448,0.5757038593292236
15,0.5,0.02,1,1,400,0.00018037740828949906,0.9964265615217126,6.661338147750939e-16,0.00028588855423538413,0.9945754236744061,0.5494978427886963
15,0.5,0.02,1,10,391,0.0034060181918518038,0.9330311344128331,3.552713678800501e-15,0.00028588855423538413,0.9945754236744061,0.5494978427886963
15,0.5,0.02,1,50,351,0.023038404455678462,0.5641539059819283,1.709743457922741e-14,0.00028588855423538413,0.9945754236744061,0.5494978427886963
15,0.5,0.02,1,100,301,0.029803388884430217,0.41699729489385184,3.397282455352979e-14,0.00028588855423538413,0.9945754236744061,0.5494978427886963
15,0.5,0.02,1,200,201,0.04746696897720166,-0.07903256390976443,6.461498003318411e-14,0.00028588855423538413,0.9945754236744061,0.5494978427886963
15,0.5,0.02,2,1,400,0.0001516320322094115,0.9970170216942585,1.1102230246251565e-15,0.0002641943592943298,0.9950347128554631,0.7530279159545898
15,0.5,0.02,2,10,391,0.0031382332392964813,0.938778338403045,6.328271240363392e-15,0.0002641943592943298,0.9950347128554631,0.7530279159545898
15,0.5,0.02,2,50,351,0.021132270168538376,0.6037376799262537,2.4424906541753444e-14,0.0002641943592943298,0.9950347128554631,0.7530279159545898
15,0.5,0.02,2,100,301,0.02530918588499788,0.5095617454887629,3.9745984281580604e-14,0.0002641943592943298,0.9950347128554631,0.7530279159545898
15,0.5,0.02,2,200,201,0.03722003336144768,0.12483018455260275,5.162537064506978e-14,0.0002641943592943298,0.9950347128554631,0.7530279159545898
15,0.5,0.05,0,1,400,0.0001867847832838282,0.9986537587176036,6.661338147750939e-16,0.0015076493527754276,0.989271461135753,0.5928938388824463
15,0.5,0.05,0,10,391,0.004652272356309129,0.9666370595317869,2.220446049250313e-15,0.0015076493527754276,0.989271461135753,0.5928938388824463
15,0.5,0.05,0,50,351,0.030947973394216986,0.7814042901605222,6.5503158452884236e-15,0.0015076493527754276,0.989271461135753,0.5928938388824463
15,0.5,0.05,0,100,301,0.054085230291830065,0.6118382383248897,9.658940314238862e-15,0.0015076493527754276,0.989271461135753,0.5928938388824463
15,0.5,0.05,0,200,201,0.059087710064112335,0.4924659212665554,2.1538326677728037e-14,0.0015076493527754276,0.989271461135753,0.5928938388824463
15,0.5,0.05,1,1,400,0.00035736261078216005,0.9973642795985843,6.661338147750939e-16,0.002376421674665679,0.9824577116831392,0.6157708168029785
15,0.5,0.05,1,10,391,0.006718963180485381,0.9504604428357644,3.1086244689504383e-15,0.002376421674665679,0.9824577116831392,0.6157708168029785
15,0.5,0.05,1,50,351,0.04572451379539686,0.6659096199527108,1.8984813721090177e-14,0.002376421674665679,0.9824577116831392,0.6157708168029785
15,0.5,0.05,1,100,301,0.07787345584398513,0.42193631157431877,4.39648317751562e-14,0.002376421674665679,0.9824577116831392,0.6157708168029785
15,0.5,0.05,1,200,201,0.09397675191195345,0.18421791970192414,7.349676423018536e-14,0.002376421674665679,0.9824577116831392,0.6157708168029785
15,0.5,0.05,2,1,400,0.0003742878272953565,0.9972421353595009,6.661338147750939e-16,0.001994076545075366,0.9852409550577742,0.5834498405456543
15,0.5,0.05,2,10,391,0.00790174914656727,0.9420746191685819,3.3306690738754696e-15,0.001994076545075366,0.9852409550577742,0.5834498405456543
15,0.5,0.05,2,50,351,0.05283252747507966,0.6164928730915495,2.1094237467877974e-14,0.001994076545075366,0.9852409550577742,0.5834498405456543
15,0.5,0.05,2,100,301,0.08862536727326523,0.32635401448789414,4.729550084903167e-14,0.001994076545075366,0.9852409550577742,0.5834498405456543
15,0.5,0.05,2,200,201,0.1101118717150032,0.006443706744378108,8.260059303211165e-14,0.001994076545075366,0.9852409550577742,0.5834498405456543
15,1.0,0.0,0,1,400,0.001352557968109839,0.9937373589333873,8.881784197001252e-16,0.0012634095681331528,0.9942999118659311,0.5725598335266113
15,1.0,0.0,0,10,391,0.01359190613280016,0.937344623514152,5.551115123125783e-15,0.0012634095681331528,0.9942999118659311,0.5725598335266113
15,1.0,0.0,0,50,351,0.04934207785665391,0.7783587537557284,0.0032417075783996107,0.0012634095681331528,0.9942999118659311,0.5725598335266113
15,1.0,0.0,0,100,301,0.06707623506591842,0.6854781775457144,3.530509218307998e-14,0.0012634095681331528,0.9942999118659311,0.5725598335266113
15,1.0,0.0,0,200,201,0.07304093318315259,0.6197315683247138,4.0190073491430667e-14,0.0012634095681331528,0.9942999118659311,0.5725598335266113
15,1.0,0.0,1,1,400,0.00117137793148736,0.9945423674036787,9.992007221626409e-16,0.0012647632735606144,0.9943542104599443,0.5415830612182617
15,1.0,0.0,1,10,391,0.01065442164741094,0.9506680692745655,4.440892098500626e-15,0.0012647632735606144,0.9943542104599443,0.5415830612182617
15,1.0,0.0,1,50,351,0.04423044774094848,0.8023716766016279,0.0025787405313669543,0.0012647632735606144,0.9943542104599443,0.5415830612182617
15,1.0,0.0,1,100,301,0.05966117891284832,0.722742797621458,3.008704396734174e-14,0.0012647632735606144,0.9943542104599443,0.5415830612182617
15,1.0,0.0,1,200,201,0.061969616455608535,0.6648799065819166,4.929390229335695e-14,0.0012647632735606144,0.9943542104599443,0.5415830612182617
15,1.0,0.0,2,1,400,0.0012363486567858245,0.9941547866449607,6.661338147750939e-16,0.0013756770759172795,0.993827293897774,0.5531878471374512
15,1.0,0.0,2,10,391,0.01173913905663576,0.9449016106439866,4.551914400963142e-15,0.0013756770759172795,0.993827293897774,0.5531878471374512
15,1.0,0.0,2,50,351,0.046985738636385395,0.7875740918878078,0.004022722106162095,0.0013756770759172795,0.993827293897774,0.5531878471374512
15,1.0,0.0,2,100,301,0.06482522540685068,0.6973501231532794,3.530509218307998e-14,0.0013756770759172795,0.993827293897774,0.5531878471374512
15,1.0,0.0,2,200,201,0.0712293912385126,0.6104364574433909,4.9182879990894435e-14,0.0013756770759172795,0.993827293897774,0.5531878471374512
15,1.0,0.005,0,1,400,0.0007052179173855442,0.9965675208785533,7.771561172376096e-16,0.0008933107711435495,0.9957900727105427,0.5574257373809814
15,1.0,0.005,0,10,391,0.008476924624618321,0.9589459439091776,3.774758283725532e-15,0.0008933107711435495,0.9957900727105427,0.5574257373809814
15,1.0,0.005,0,50,351,0.04961652747886555,0.766794058529443,0.003556735843264782,0.0008933107711435495,0.9957900727105427,0.5574257373809814
15,1.0,0.005,0,100,301,0.08025984458221472,0.6070362660258788,1.9317880628477724e-14,0.0008933107711435495,0.9957900727105427,0.5574257373809814
15,1.0,0.005,0,200,201,0.10123738237847646,0.44034044856008037,2.1316282072803006e-14,0.0008933107711435495,0.9957900727105427,0.5574257373809814
15,1.0,0.005,1,1,400,0.0008122077871816359,0.9960872337684819,8.881784197001252e-16,0.000962465203568407,0.9955524331861014,0.5380599498748779
15,1.0,0.005,1,10,391,0.009232143178998738,0.9558367389619632,8.43769498715119e-15,0.000962465203568407,0.9955524331861014,0.5380599498748779
15,1.0,0.005,1,50,351,0.04747655287818887,0.7809263120523783,0.003169325107194813,0.000962465203568407,0.9955524331861014,0.5380599498748779
15,1.0,0.005,1,100,301,0.06715409361251957,0.6785823864481908,3.4083846855992306e-14,0.000962465203568407,0.9955524331861014,0.5380599498748779
15,1.0,0.005,1,200,201,0.07178638079271903,0.5961908298950577,4.884981308350689e-14,0.000962465203568407,0.9955524331861014,0.5380599498748779
15,1.0,0.005,2,1,400,0.000735938338434868,0.9964112434337334,8.881784197001252e-16,0.0008642144568238103,0.9959658959291238,0.5677430629730225
15,1.0,0.005,2,10,391,0.008276501138686007,0.9599155605013228,6.439293542825908e-15,0.0008642144568238103,0.9959658959291238,0.5677430629730225
15,1.0,0.005,2,50,351,0.04708409114397332,0.7799413449263407,0.010810956659506658,0.0008642144568238103,0.9959658959291238,0.5677430629730225
15,1.0,0.005,2,100,301,0.0699364806662036,0.6605661952832136,0.004470691234873597,0.0008642144568238103,0.9959658959291238,0.5677430629730225
15,1.0,0.005,2,200,201,0.08260831265521804,0.5344097994386108,5.229150445984487e-14,0.0008642144568238103,0.9959658959291238,0.5677430629730225
15,1.0,0.01,0,1,400,0.0005193648689100878,0.9974599522840103,8.881784197001252e-16,0.0007320814754780887,0.9965456331564125,0.5553851127624512
15,1.0,0.01,0,10,391,0.008075445689741577,0.9607330101470355,6.217248937900877e-15,0.0007320814754780887,0.9965456331564125,0.5553851127624512
15,1.0,0.01,0,50,351,0.055259470306433654,0.7400705877039104,0.003023524197310487,0.0007320814754780887,0.9965456331564125,0.5553851127624512
15,1.0,0.01,0,100,301,0.08672038303036096,0.5754492357936443,3.219646771412954e-14,0.0007320814754780887,0.9965456331564125,0.5553851127624512
15,1.0,0.01,0,200,201,0.10425661885457543,0.4199080113779212,4.951594689828198e-14,0.0007320814754780887,0.9965456331564125,0.5553851127624512
15,1.0,0.01,1,1,400,0.0004172072761959712,0.9979278513539408,8.881784197001252e-16,0.0005752258228249067,0.9972562499015826,0.5412931442260742
15,1.0,0.01,1,10,391,0.007528682632057092,0.9628568601742162,7.549516567451064e-15,0.0005752258228249067,0.9972562499015826,0.5412931442260742
15,1.0,0.01,1,50,351,0.05034170585596355,0.7605644291368163,0.001886031138919087,0.0005752258228249067,0.9972562499015826,0.5412931442260742
15,1.0,0.01,1,100,301,0.08547281230145448,0.5777234041565271,0.004237641005997369,0.0005752258228249067,0.9972562499015826,0.5412931442260742
15,1.0,0.01,1,200,201,0.09694748909612567,0.4371833819200043,5.062616992290714e-14,0.0005752258228249067,0.9972562499015826,0.5412931442260742
15,1.0,0.01,2,1,400,0.0004469495327800142,0.9977967748064787,8.881784197001252e-16,0.0006466244694456035,0.9969449977497185,0.5554409027099609
15,1.0,0.01,2,10,391,0.008341913026691046,0.9591653534348132,6.439293542825908e-15,0.0006466244694456035,0.9969449977497185,0.5554409027099609
15,1.0,0.01,2,50,351,0.04995061804492029,0.7645324688238325,0.011135779425254594,0.0006466244694456035,0.9969449977497185,0.5554409027099609
15,1.0,0.01,2,100,301,0.07650572378622715,0.625320125630507,3.419486915845482e-14,0.0006466244694456035,0.9969449977497185,0.5554409027099609
15,1.0,0.01,2,200,201,0.08484722610607941,0.517983678941863,5.306866057708248e-14,0.0006466244694456035,0.9969449977497185,0.5554409027099609
15,1.0,0.02,0,1,400,0.00025674102492468086,0.9987099653019518,1.1102230246251565e-15,0.0006712815506089384,0.9967376889469777,0.551943302154541
15,1.0,0.02,0,10,391,0.007070299621020932,0.9646770817683034,6.8833827526759706e-15,0.0006712815506089384,0.9967376889469777,0.551943302154541
15,1.0,0.02,0,50,351,0.04949921369653957,0.7605206034374021,0.003609315682106972,0.0006712815506089384,0.9967376889469777,0.551943302154541
15,1.0,0.02,0,100,301,0.09626437798353638,0.5138405051902799,2.7977620220553945e-14,0.0006712815506089384,0.9967376889469777,0.551943302154541
15,1.0,0.02,0,200,201,0.12574634616019514,0.26821285846811194,2.298161660974074e-14,0.0006712815506089384,0.9967376889469777,0.551943302154541
15,1.0,0.02,1,1,400,0.00021329810481350272,0.9989405492304779,6.661338147750939e-16,0.0006226203801511916,0.9970278343787636,0.5648162364959717
15,1.0,0.02,1,10,391,0.00690797568752475,0.9659302112651345,4.884981308350689e-15,0.0006226203801511916,0.9970278343787636,0.5648162364959717
15,1.0,0.02,1,50,351,0.05015486692531989,0.7616911615483442,0.017749199678289525,0.0006226203801511916,0.9970278343787636,0.5648162364959717
15,1.0,0.02,1,100,301,0.07912814270636126,0.6077517404143418,0.00034869310313849836,0.0006226203801511916,0.9970278343787636,0.5648162364959717
15,1.0,0.02,1,200,201,0.10109634794225889,0.4058682349693672,4.285460875053104e-14,0.0006226203801511916,0.9970278343787636,0.5648162364959717
15,1.0,0.02,2,1,400,0.00023930272366478353,0.9988188783046117,7.771561172376096e-16,0.0006067767482278128,0.9971456802364307,0.5616850852966309
15,1.0,0.02,2,10,391,0.006612043409187373,0.9675982071668806,5.995204332975845e-15,0.0006067767482278128,0.9971456802364307,0.5616850852966309
15,1.0,0.02,2,50,351,0.041495365354220624,0.8043237879067013,0.005829126436112599,0.0006067767482278128,0.9971456802364307,0.5616850852966309
15,1.0,0.02,2,100,301,0.06789567404235207,0.6708091145001319,0.0021043103991941615,0.0006067767482278128,0.9971456802364307,0.5616850852966309
15,1.0,0.02,2,200,201,0.08435081421051425,0.5252897569460674,0.005650354113366809,0.0006067767482278128,0.9971456802364307,0.5616850852966309
15,1.0,0.05,0,1,400,0.00039866261226168616,0.9988281505929913,6.661338147750939e-16,0.0037205592108551836,0.9891843420027455,0.5845799446105957
15,1.0,0.05,0,10,391,0.010639988493053724,0.9688784622153294,2.4424906541753444e-15,0.0037205592108551836,0.9891843420027455,0.5845799446105957
15,1.0,0.05,0,50,351,0.08309799146071954,0.7609774532285435,0.0035357192730654614,0.0037205592108551836,0.9891843420027455,0.5845799446105957
15,1.0,0.05,0,100,301,0.15587060886422538,0.5392073826952157,0.015802674264394485,0.0037205592108551836,0.9891843420027455,0.5845799446105957
15,1.0,0.05,0,200,201,0.19125511919549795,0.3192139977194455,0.010501651102994303,0.0037205592108551836,0.9891843420027455,0.5845799446105957
15,1.0,0.05,1,1,400,0.00037100167488624274,0.9989161152901513,8.881784197001252e-16,0.00261358507645321,0.9924573952232411,0.5638720989227295
15,1.0,0.05,1,10,391,0.008867461239520012,0.9742500460660799,5.995204332975845e-15,0.00261358507645321,0.9924573952232411,0.5638720989227295
15,1.0,0.05,1,50,351,0.0723162941553675,0.7933745486578921,0.0074549343441379,0.00261358507645321,0.9924573952232411,0.5638720989227295
15,1.0,0.05,1,100,301,0.17070297693244088,0.5029835393853048,0.008893685520845601,0.00261358507645321,0.9924573952232411,0.5638720989227295
15,1.0,0.05,1,200,201,0.24031376523243497,0.16547910430677681,0.0016631807972901076,0.00261358507645321,0.9924573952232411,0.5638720989227295
15,1.0,0.05,2,1,400,0.0003592029829631851,0.9989428953197098,7.771561172376096e-16,0.0027411293648541765,0.9920859455135119,0.5513861179351807
15,1.0,0.05,2,10,391,0.008017276196539039,0.9765524729694799,3.9968028886505635e-15,0.0027411293648541765,0.9920859455135119,0.5513861179351807
15,1.0,0.05,2,50,351,0.05423850481249714,0.8442272374959857,0.0008685562340955324,0.0027411293648541765,0.9920859455135119,0.5513861179351807
15,1.0,0.05,2,100,301,0.09290037164922817,0.7312404937893404,0.013897329779208378,0.0027411293648541765,0.9920859455135119,0.5513861179351807
15,1.0,0.05,2,200,201,0.151916641852229,0.49462764088040023,2.6867397195928788e-14,0.0027411293648541765,0.9920859455135119,0.5513861179351807
15,2.0,0.0,0,1,400,0.002077975287785091,0.9963750633429249,1.1102230246251565e-15,0.001897270149176823,0.996751515602519,0.5624089241027832
15,2.0,0.0,0,10,391,0.01882503131532805,0.9673158628498003,0.058657772233395154,0.001897270149176823,0.996751515602519,0.5624089241027832
15,2.0,0.0,0,50,351,0.07351322840718438,0.874982999420468,0.027291058546921328,0.001897270149176823,0.996751515602519,0.5624089241027832
15,2.0,0.0,0,100,301,0.11969801825416085,0.788901003143825,0.03498097902309021,0.001897270149176823,0.996751515602519,0.5624089241027832
15,2.0,0.0,0,200,201,0.1271234778076132,0.7534007524925073,0.014259104259244518,0.001897270149176823,0.996751515602519,0.5624089241027832
15,2.0,0.0,1,1,400,0.0017252647160213481,0.9969356158466592,1.3322676295501878e-15,0.0018668502579113043,0.9967955376517328,0.5369589328765869
15,2.0,0.0,1,10,391,0.013630844117784535,0.9759411588763679,0.04640845578631409,0.0018668502579113043,0.9967955376517328,0.5369589328765869
15,2.0,0.0,1,50,351,0.06961619000186356,0.8805423567560663,0.03463942287761394,0.0018668502579113043,0.9967955376517328,0.5369589328765869
15,2.0,0.0,1,100,301,0.12326138597728825,0.7819769483166732,0.026467888595015598,0.0018668502579113043,0.9967955376517328,0.5369589328765869
15,2.0,0.0,1,200,201,0.10687929960959043,0.785999041779693,0.012933572029041449,0.0018668502579113043,0.9967955376517328,0.5369589328765869
15,2.0,0.0,2,1,400,0.001974053155935492,0.9964918037075208,1.3322676295501878e-15,0.0022360146516507166,0.9961821050629792,0.5585231781005859
15,2.0,0.0,2,10,391,0.015927036235109004,0.9718914233505223,0.051962131445616254,0.0022360146516507166,0.9961821050629792,0.5585231781005859
15,2.0,0.0,2,50,351,0.06945192485980864,0.8810077040312521,0.04318210758918514,0.0022360146516507166,0.9961821050629792,0.5585231781005859
15,2.0,0.0,2,100,301,0.12171233454532358,0.7857864187295484,0.02841470436763143,0.0022360146516507166,0.9961821050629792,0.5585231781005859
15,2.0,0.0,2,200,201,0.11368876354803135,0.770414279882679,0.0164947465410965,0.0022360146516507166,0.9961821050629792,0.5585231781005859
15,2.0,0.005,0,1,400,0.0007804762936324143,0.9985947285494446,1.3322676295501878e-15,0.0010765165499054664,0.9981129722569293,0.5612590312957764
15,2.0,0.005,0,10,391,0.010889073566274207,0.9805033591672986,0.039402731985603894,0.0010765165499054664,0.9981129722569293,0.5612590312957764
15,2.0,0.005,0,50,351,0.06254278939536281,0.8906948866967269,0.022781483409146857,0.0010765165499054664,0.9981129722569293,0.5612590312957764
15,2.0,0.005,0,100,301,0.11741247358011064,0.7885090504022348,0.03490792831826493,0.0010765165499054664,0.9981129722569293,0.5612590312957764
15,2.0,0.005,0,200,201,0.11085133091205639,0.77696264171167,0.0269699294697123,0.0010765165499054664,0.9981129722569293,0.5612590312957764
15,2.0,0.005,1,1,400,0.0010341822573888893,0.9981283181177095,1.3322676295501878e-15,0.0013604840997131712,0.9976213128739646,0.5418469905853271
15,2.0,0.005,1,10,391,0.011588388065879982,0.9791613148660513,0.04105032826106086,0.0013604840997131712,0.9976213128739646,0.5418469905853271
15,2.0,0.005,1,50,351,0.06747035218045402,0.8821390183034634,0.05187053649133094,0.0013604840997131712,0.9976213128739646,0.5418469905853271
15,2.0,0.005,1,100,301,0.12216865582268514,0.7807052079093009,0.0523104021274011,0.0013604840997131712,0.9976213128739646,0.5418469905853271
15,2.0,0.005,1,200,201,0.0977575401462605,0.8002015441781029,0.023093688013125564,0.0013604840997131712,0.9976213128739646,0.5418469905853271
15,2.0,0.005,2,1,400,0.0008609748846056821,0.998439752282824,1.1102230246251565e-15,0.0012409172406920345,0.9978300297535776,0.5609400272369385
15,2.0,0.005,2,10,391,0.010849401402958153,0.9804703771265479,0.038663492563864525,0.0012409172406920345,0.9978300297535776,0.5609400272369385
15,2.0,0.005,2,50,351,0.06806347065182282,0.8810750835028682,0.024807552924841155,0.0012409172406920345,0.9978300297535776,0.5609400272369385
15,2.0,0.005,2,100,301,0.13361837180759553,0.7596363303847614,0.03388804895641595,0.0012409172406920345,0.9978300297535776,0.5609400272369385
15,2.0,0.005,2,200,201,0.15158460316094027,0.6904108047684236,0.011341580340084256,0.0012409172406920345,0.9978300297535776,0.5609400272369385
15,2.0,0.01,0,1,400,0.00038535015541457337,0.9992983128807493,1.2212453270876722e-15,0.001208497086002796,0.9978529478771192,0.5658338069915771
15,2.0,0.01,0,10,391,0.010130011282859067,0.9816539870869199,0.018394103229939247,0.001208497086002796,0.9978529478771192,0.5658338069915771
15,2.0,0.01,0,50,351,0.06307935919917416,0.8885682416462329,0.029961474886615436,0.001208497086002796,0.9978529478771192,0.5658338069915771
15,2.0,0.01,0,100,301,0.13774957528330825,0.7476474050450665,0.04258894639803156,0.001208497086002796,0.9978529478771192,0.5658338069915771
15,2.0,0.01,0,200,201,0.16922437385711483,0.6543481400281342,0.013306621495845047,0.001208497086002796,0.9978529478771192,0.5658338069915771
15,2.0,0.01,1,1,400,0.00038474594743513634,0.999296482012807,1.5543122344752192e-15,0.0009800949274326389,0.9982699735767605,0.5842947959899902
15,2.0,0.01,1,10,391,0.01035076188955419,0.9811929532426621,0.021569141228930052,0.0009800949274326389,0.9982699735767605,0.5842947959899902
15,2.0,0.01,1,50,351,0.06675502567755837,0.8823198599093598,0.04592396788934902,0.0009800949274326389,0.9982699735767605,0.5842947959899902
15,2.0,0.01,1,100,301,0.14118411573456358,0.7438288844310019,0.05765869771352677,0.0009800949274326389,0.9982699735767605,0.5842947959899902
15,2.0,0.01,1,200,201,0.15777023764797637,0.6749839211227149,0.007206807834055366,0.0009800949274326389,0.9982699735767605,0.5842947959899902
15,2.0,0.01,2,1,400,0.0004572354769338906,0.9991622664799216,1.3322676295501878e-15,0.0013454808895968294,0.9976301536873193,0.5626790523529053
15,2.0,0.01,2,10,391,0.010868995734875481,0.980226537588965,0.009747117674068523,0.0013454808895968294,0.9976301536873193,0.5626790523529053
15,2.0,0.01,2,50,351,0.06730229037365744,0.8814076857262207,0.040705220404724664,0.0013454808895968294,0.9976301536873193,0.5626790523529053
15,2.0,0.01,2,100,301,0.14330423014744142,0.7400433587618924,0.042727508548582274,0.0013454808895968294,0.9976301536873193,0.5626790523529053
15,2.0,0.01,2,200,201,0.18623684765125822,0.6155977492823427,0.02521259408532578,0.0013454808895968294,0.9976301536873193,0.5626790523529053
15,2.0,0.02,0,1,400,0.00032824751166091946,0.9993935731056781,1.2212453270876722e-15,0.0017628609553633735,0.9968290846233343,0.5882289409637451
15,2.0,0.02,0,10,391,0.011933982446436403,0.978089179802784,2.440924518085083e-05,0.0017628609553633735,0.9968290846233343,0.5882289409637451
15,2.0,0.02,0,50,351,0.08004345483428736,0.8570964519357716,0.02675350070068807,0.0017628609553633735,0.9968290846233343,0.5882289409637451
15,2.0,0.02,0,100,301,0.1644497887863978,0.6961162119489552,0.04543026889595747,0.0017628609553633735,0.9968290846233343,0.5882289409637451
15,2.0,0.02,0,200,201,0.2318266937796984,0.5117784313966875,6.195044477408373e-14,0.0017628609553633735,0.9968290846233343,0.5882289409637451
15,2.0,0.02,1,1,400,0.0002910084195813697,0.9994582703040625,0.0005145347532271975,0.00159173260731824,0.997139144910695,0.5454962253570557
15,2.0,0.02,1,10,391,0.010906485058027101,0.9798252331750104,0.005680081438312256,0.00159173260731824,0.997139144910695,0.5454962253570557
15,2.0,0.02,1,50,351,0.07922227221609011,0.8578310098915598,0.02311534538536799,0.00159173260731824,0.997139144910695,0.5454962253570557
15,2.0,0.02,1,100,301,0.1537023293710474,0.7166455078224169,0.02510928546654053,0.00159173260731824,0.997139144910695,0.5454962253570557
15,2.0,0.02,1,200,201,0.19777696521087662,0.5843465702892433,0.014293593180115706,0.00159173260731824,0.997139144910695,0.5454962253570557
15,2.0,0.02,2,1,400,0.00033799437280915355,0.9993772802177008,0.0017849321891002504,0.0018881492123288093,0.9966399964066112,0.5616488456726074
15,2.0,0.02,2,10,391,0.01223494604985505,0.9776094984834657,0.012683380620223426,0.0018881492123288093,0.9966399964066112,0.5616488456726074
15,2.0,0.02,2,50,351,0.08141695123676258,0.8555363174262983,0.017363943172108244,0.0018881492123288093,0.9966399964066112,0.5616488456726074
15,2.0,0.02,2,100,301,0.16725314235288893,0.6941324463311332,0.024537217585373857,0.0018881492123288093,0.9966399964066112,0.5616488456726074
15,2.0,0.02,2,200,201,0.27633107788548444,0.4244978966498788,0.0033900841201039643,0.0018881492123288093,0.9966399964066112,0.5616488456726074
15,2.0,0.05,0,1,400,0.0003811366453399827,0.9993800947406357,0.0007646147928001741,0.00615369541654512,0.9901497654232452,0.565112829208374
15,2.0,0.05,0,10,391,0.020813460771921602,0.9663314139153052,0.006902330678612547,0.00615369541654512,0.9901497654232452,0.565112829208374
15,2.0,0.05,0,50,351,0.19393780912576566,0.692439899702225,0.01854212557066638,0.00615369541654512,0.9901497654232452,0.565112829208374
15,2.0,0.05,0,100,301,0.42555335062877964,0.3059536199070956,0.009883674421629463,0.00615369541654512,0.9901497654232452,0.565112829208374
15,2.0,0.05,0,200,201,0.6338802095472579,-0.1786495780535451,5.040412531798211e-14,0.00615369541654512,0.9901497654232452,0.565112829208374
15,2.0,0.05,1,1,400,0.0002650872003244502,0.999568262097316,0.0008679154317781684,0.006632882669095026,0.9895213650306781,0.5675749778747559
15,2.0,0.05,1,10,391,0.014783749694442471,0.9760841510121614,0.007831742958073385,0.006632882669095026,0.9895213650306781,0.5675749778747559
15,2.0,0.05,1,50,351,0.13110359721112866,0.7936450687468006,0.03908675818160114,0.006632882669095026,0.9895213650306781,0.5675749778747559
15,2.0,0.05,1,100,301,0.24011296252140735,0.6134593999548084,0.046177666360498325,0.006632882669095026,0.9895213650306781,0.5675749778747559
15,2.0,0.05,1,200,201,0.3397849093943997,0.364001234616536,0.03181296037464358,0.006632882669095026,0.9895213650306781,0.5675749778747559
15,2.0,0.05,2,1,400,0.000369251634532417,0.9993889954317111,0.00020299681097619382,0.005955969259936869,0.9905755569979303,0.5637493133544922
15,2.0,0.05,2,10,391,0.02161402648794241,0.964520611992136,0.007585305884193669,0.005955969259936869,0.9905755569979303,0.5637493133544922
15,2.0,0.05,2,50,351,0.2160027710104862,0.6569563956371389,0.03237632262369701,0.005955969259936869,0.9905755569979303,0.5637493133544922
15,2.0,0.05,2,100,301,0.4098681768210586,0.3396762443083182,0.05656007065542509,0.005955969259936869,0.9905755569979303,0.5637493133544922
15,2.0,0.05,2,200,201,0.32546489355585584,0.37998205326638035,0.0450093656469764,0.005955969259936869,0.9905755569979303,0.5637493133544922
15,4.0,0.0,0,1,400,0.0014470293350556064,0.998176928445678,0.01976274196240334,0.0013430629646509124,0.998327216624486,0.5620942115783691
15,4.0,0.0,0,10,391,0.023718284830889995,0.9702516581326261,0.10920645598422196,0.0013430629646509124,0.998327216624486,0.5620942115783691
15,4.0,0.0,0,50,351,0.09464517470905891,0.8831384415851369,0.13648007483731128,0.0013430629646509124,0.998327216624486,0.5620942115783691
15,4.0,0.0,0,100,301,0.19627291595055638,0.7506353873656644,0.1745343335410453,0.0013430629646509124,0.998327216624486,0.5620942115783691
15,4.0,0.0,0,200,201,0.2309570622480349,0.6848857354075117,0.10560062402876282,0.0013430629646509124,0.998327216624486,0.5620942115783691
15,4.0,0.0,1,1,400,0.0010162159777226476,0.9986960478502824,0.020310183499277962,0.0011201136238125817,0.9986016530434275,0.5470988750457764
15,4.0,0.0,1,10,391,0.016934046544949448,0.9784019830852855,0.10377901866323186,0.0011201136238125817,0.9986016530434275,0.5470988750457764
15,4.0,0.0,1,50,351,0.09078424703735997,0.8869021693905592,0.15252532594606563,0.0011201136238125817,0.9986016530434275,0.5470988750457764
15,4.0,0.0,1,100,301,0.17208340940545788,0.780747149834711,0.1568556322800794,0.0011201136238125817,0.9986016530434275,0.5470988750457764
15,4.0,0.0,1,200,201,0.14482375277599224,0.7966352205881946,0.06395956528530013,0.0011201136238125817,0.9986016530434275,0.5470988750457764
