task,method,n_clusters,omega,tau,train_transitions,test_transitions,fit_seconds,train_error,test_error
MountainCar-v0,kahkm_nlms,80,12.0,1e-06,977,491,0.7808501720428467,0.03976217347824633,0.029644304941996033
