task,state_dim,requested_subspace_dim,effective_subspace_dim,selected_n_clusters,selected_omega,active_regimes,train_transitions,test_transitions,train_closure_error,train_r2,count_weighted_action_purity,mass_in_action_purity_ge_0p9,weighted_terminal_risk_within_25,max_risk_regime,max_risk_regime_count,max_risk_value
Acrobot-v1,6,20,6,50,2.0,47,1730,1079,0.10129541608133835,0.7839248604797463,0.8878591288229845,0.7043558850787764,0.14457831325301204,5,3,1.0
