system,train_seeds_used,n_train_snapshots,n_clusters,omega,tau,kahkm_train_closure_error,kahkm_train_association_r2,state_dmd_one_step_train_error,state_edmd_poly2_one_step_train_error,state_edmd_poly3_one_step_train_error,kahkm_fit_seconds,baseline_fit_seconds
vanderpol,0 1 2,3600,25,4.0,1e-06,0.0026969765053955273,0.9967894134204642,0.0001972477947820469,0.00019464769805280577,2.1855345163345413e-10,0.8290202617645264,0.0008380413055419922
