system,method,E1_mean,E1_std,R2_1_mean,R2_1_std,E50_mean,E50_std,R2_50_mean,R2_50_std,E200_mean,E200_std,R2_200_mean,R2_200_std
vanderpol,kahkm_nlms,0.0030535587444124775,0.00015114615969208465,0.9963465006145897,0.00017429636253628154,0.08258747080633674,0.0021944100856180525,0.9019750897868395,0.0024415047187042326,0.19069124355394218,0.004178914832264524,0.7723995207448885,0.004423831481038496
vanderpol,state_dmd,0.035606969938725766,0.0013443863218711317,0.9573962823932355,0.0015457078186056105,0.7659236766653897,0.002119615111333858,0.09087898154814245,0.003710628758547409,0.6659761561913935,0.0031927189592825325,0.2050980037015715,0.0019161806705250868
vanderpol,state_edmd_poly2,0.03529198865880024,0.001245038924638499,0.9577729954399409,0.001429704922000632,0.777008893974147,0.0033074324648893873,0.07771896266415546,0.005429327288340675,0.6651095308158351,0.003733937325653314,0.20613320675901395,0.0026664708063706996
vanderpol,state_edmd_poly3,3.334570245004316e-07,2.8087762235167e-07,0.9999996005984796,3.371548731512012e-07,0.39269683022175667,0.014103515583831782,0.5338642027667025,0.01763593670413578,0.49642771281990633,0.007680562954177445,0.40745002122994634,0.010601703309618671
