system,train_seeds_used,n_train_snapshots,n_clusters,omega,kahkm_train_closure_error,kahkm_train_association_r2,kahkm_fit_seconds,baseline_fit_seconds
vanderpol,0 1 2,3600,25,4.0,0.0026969765053955273,0.9967894134204642,0.8290202617645264,0.0008380413055419922
