task,n_clusters,omega,tau,train_transitions,test_transitions,fit_seconds,train_closure_error,train_r2,mean_empirical_persistence,mean_learned_persistence
CartPole-v1,20,1.0,1e-06,2000,1000,1.0643022060394287,0.06097341565076395,0.19807136747797893,0.015248102175573092,0.802792135732487
