experiment,seed,n_steps,dt,mu,n_clusters,effective_regimes,omega,tau,beta,nlms_epochs,horizon,n_start_points,relative_association_error,association_r2,simplex_violation
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,15,15,12.0,1e-06,0.1,20,5,396,0.09118267908571029,0.8951721003451908,0.1374009037773751
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,15,15,12.0,1e-06,0.1,20,10,391,0.18509998672855474,0.7877380247452337,0.20631403628872919
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,15,15,12.0,1e-06,0.1,20,20,381,0.24202312697345052,0.7240375819880255,0.17423258313921786
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,15,15,12.0,1e-06,0.1,20,50,351,0.35882355022480034,0.5957549138451945,0.10434055624262571
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,15,15,12.0,1e-06,0.1,20,100,301,0.41847051531780644,0.5209627989583752,0.0752275790930825
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,15,15,12.0,1e-06,0.1,20,200,201,0.51806240834133,0.36817996660936214,0.052673851725112415
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,15,15,16.0,1e-06,0.1,20,1,400,0.008598918373060082,0.9903239329501071,0.027234149148976688
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,15,15,16.0,1e-06,0.1,20,2,399,0.030818610260089956,0.9653345204263606,0.05325039480468592
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,15,15,16.0,1e-06,0.1,20,5,396,0.1303994360310182,0.8534999516204167,0.11451064948781638
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,15,15,16.0,1e-06,0.1,20,10,391,0.2505008728406984,0.7190959704525012,0.16566381744998487
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,15,15,16.0,1e-06,0.1,20,20,381,0.31015989695231394,0.6531418110370371,0.1403261249336239
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,15,15,16.0,1e-06,0.1,20,50,351,0.4289196203920901,0.5232815467021803,0.09839737605638718
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,15,15,16.0,1e-06,0.1,20,100,301,0.5345414091668697,0.3957949889781611,0.04880992360278341
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,15,15,16.0,1e-06,0.1,20,200,201,0.7077227016778185,0.16961934558763658,0.022774445063067295
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,15,15,16.0,1e-06,0.1,20,1,400,0.0077667509855164,0.9911555488601161,0.034588907142609704
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,15,15,16.0,1e-06,0.1,20,2,399,0.027933265049182247,0.96820302955486,0.06902730429508001
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,15,15,16.0,1e-06,0.1,20,5,396,0.1205054987051854,0.8629957662489742,0.15247424436590407
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,15,15,16.0,1e-06,0.1,20,10,391,0.23950698985357904,0.7283570697589627,0.22019128133220475
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,15,15,16.0,1e-06,0.1,20,20,381,0.30937093475577776,0.650957615876101,0.17012861150947511
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,15,15,16.0,1e-06,0.1,20,50,351,0.4336638726592219,0.5159675540845712,0.12993565631616114
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,15,15,16.0,1e-06,0.1,20,100,301,0.49873264083024926,0.43506552272381627,0.04598705218362279
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,15,15,16.0,1e-06,0.1,20,200,201,0.6049374950758557,0.274614230069785,0.0215113650113897
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,15,15,16.0,1e-06,0.1,20,1,400,0.0078100914609204155,0.991114464826837,0.029656342762672094
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,15,15,16.0,1e-06,0.1,20,2,399,0.028236520513564647,0.9678874547881201,0.058341543685760854
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,15,15,16.0,1e-06,0.1,20,5,396,0.12395111198006616,0.8592000970510691,0.1262981981384303
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,15,15,16.0,1e-06,0.1,20,10,391,0.25012659780998664,0.7165128426510712,0.18482766356148517
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,15,15,16.0,1e-06,0.1,20,20,381,0.3278850717286967,0.6303948895181377,0.15803771519472765
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,15,15,16.0,1e-06,0.1,20,50,351,0.4653482890235218,0.48114498305230846,0.07752468521276623
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,15,15,16.0,1e-06,0.1,20,100,301,0.5371399041748811,0.39218446705225607,0.053574154514891045
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,15,15,16.0,1e-06,0.1,20,200,201,0.6504253003263041,0.2199803013839129,0.04676373753855952
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,20,20,4.0,1e-06,0.1,20,1,400,0.0017910268988048168,0.9977712695316271,0.020826889026260963
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,20,20,4.0,1e-06,0.1,20,2,399,0.004165818514516779,0.9948194379264971,0.04025311434310011
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,20,20,4.0,1e-06,0.1,20,5,396,0.009735925149642105,0.9879158631426576,0.0766477789763743
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,20,20,4.0,1e-06,0.1,20,10,391,0.01650302990551777,0.9795809034292529,0.08137523684723166
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,20,20,4.0,1e-06,0.1,20,20,381,0.02706017646915031,0.9667266002929993,0.08158317049732927
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,20,20,4.0,1e-06,0.1,20,50,351,0.07998471132764529,0.9031899883960598,0.09674787530650235
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,20,20,4.0,1e-06,0.1,20,100,301,0.15133189616600082,0.8126918541734324,0.07687495157866586
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,20,20,4.0,1e-06,0.1,20,200,201,0.15999754440054115,0.7842431563648526,0.04930492535718282
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,20,20,4.0,1e-06,0.1,20,1,400,0.0014896559613020658,0.9981221637968385,0.019124350830139736
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,20,20,4.0,1e-06,0.1,20,2,399,0.003322425468823496,0.9958145152065772,0.03603970615100953
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,20,20,4.0,1e-06,0.1,20,5,396,0.007406065476152162,0.9906884864770283,0.06967711262762315
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,20,20,4.0,1e-06,0.1,20,10,391,0.01255280967105293,0.9842705617162393,0.06873356002380918
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,20,20,4.0,1e-06,0.1,20,20,381,0.02348464148073746,0.9707820535645417,0.06768718357993098
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,20,20,4.0,1e-06,0.1,20,50,351,0.08415232770346553,0.8973259662626283,0.09609083195349803
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,20,20,4.0,1e-06,0.1,20,100,301,0.17112533294933693,0.7879281598416767,0.10270194081867523
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,20,20,4.0,1e-06,0.1,20,200,201,0.1620389557363508,0.779515379674195,0.07265307509337388
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,20,20,4.0,1e-06,0.1,20,1,400,0.0023862199668524147,0.9970469417875345,0.018751673699561055
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,20,20,4.0,1e-06,0.1,20,2,399,0.004998425981876615,0.9938178071279248,0.03610015392968543
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,20,20,4.0,1e-06,0.1,20,5,396,0.010510837363779254,0.9870224478324967,0.06557586129319012
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,20,20,4.0,1e-06,0.1,20,10,391,0.01668557595682394,0.9794575648888072,0.06957870027735476
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,20,20,4.0,1e-06,0.1,20,20,381,0.02757531078877812,0.9662356525029326,0.07551639679473778
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,20,20,4.0,1e-06,0.1,20,50,351,0.08651392473553901,0.8954601386765271,0.08904649832611769
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,20,20,4.0,1e-06,0.1,20,100,301,0.16928587664026037,0.7905170763147924,0.0729907017774943
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,20,20,4.0,1e-06,0.1,20,200,201,0.2166174001221972,0.7097924862201817,0.05065815213945464
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,20,20,8.0,1e-06,0.1,20,1,400,0.0031838544513870565,0.9963256319216008,0.024676301187808423
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,20,20,8.0,1e-06,0.1,20,2,399,0.010820531577354573,0.9875189338820989,0.047434637588077484
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,20,20,8.0,1e-06,0.1,20,5,396,0.03829607475133288,0.9558974270345588,0.14842796985459697
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,20,20,8.0,1e-06,0.1,20,10,391,0.06271462252495716,0.9279679216070765,0.20464368773037875
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,20,20,8.0,1e-06,0.1,20,20,381,0.08999219217004564,0.8971446221546289,0.20549676578481763
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,20,20,8.0,1e-06,0.1,20,50,351,0.16794101245842194,0.8103984174684703,0.14412246673895576
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,20,20,8.0,1e-06,0.1,20,100,301,0.23468296739492947,0.7306402731529158,0.13893939703700828
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,20,20,8.0,1e-06,0.1,20,200,201,0.2489464492302948,0.6961691635321108,0.07936819514912563
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,20,20,8.0,1e-06,0.1,20,1,400,0.0026424314836855064,0.9969176043773335,0.02580351585700073
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,20,20,8.0,1e-06,0.1,20,2,399,0.008974594696846467,0.9895363546324368,0.046074028712018975
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,20,20,8.0,1e-06,0.1,20,5,396,0.032626990705107994,0.9620177700651823,0.14070622993695128
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,20,20,8.0,1e-06,0.1,20,10,391,0.05634645547261241,0.9345801275979907,0.2011922123695392
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,20,20,8.0,1e-06,0.1,20,20,381,0.08032703684759677,0.9072712697072937,0.1592814545261921
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,20,20,8.0,1e-06,0.1,20,50,351,0.16026549403014145,0.8179476095307814,0.15096404668897945
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,20,20,8.0,1e-06,0.1,20,100,301,0.22755109700611448,0.7383318633902854,0.13576160408559484
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,20,20,8.0,1e-06,0.1,20,200,201,0.23118329426268627,0.7155413615921843,0.11151380010385563
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,20,20,8.0,1e-06,0.1,20,1,400,0.0030642805648836632,0.9964724267374484,0.024987776215460274
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,20,20,8.0,1e-06,0.1,20,2,399,0.009587905356801056,0.9889676448376412,0.04437084156108235
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,20,20,8.0,1e-06,0.1,20,5,396,0.0316041508530309,0.9636862341448359,0.14636750582154656
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,20,20,8.0,1e-06,0.1,20,10,391,0.05226943905073951,0.9400851485060939,0.16265272695132213
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,20,20,8.0,1e-06,0.1,20,20,381,0.07743146033617004,0.9116397505728099,0.1838693121228373
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,20,20,8.0,1e-06,0.1,20,50,351,0.16471762817466243,0.8139081637995347,0.14773324751107098
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,20,20,8.0,1e-06,0.1,20,100,301,0.24918338708438803,0.7134091691848257,0.10456359435553733
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,20,20,8.0,1e-06,0.1,20,200,201,0.3128786482169271,0.6194424921860596,0.0701865744517249
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,20,20,12.0,1e-06,0.1,20,1,400,0.0065022424007945105,0.9926720461417557,0.031154524727953013
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,20,20,12.0,1e-06,0.1,20,2,399,0.02268307185171539,0.9744481207702705,0.07567475319399744
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,20,20,12.0,1e-06,0.1,20,5,396,0.08488963110324414,0.9045121554537696,0.19244459531335167
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,20,20,12.0,1e-06,0.1,20,10,391,0.13713661114144385,0.8461172045143903,0.2532330500863134
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,20,20,12.0,1e-06,0.1,20,20,381,0.17851859959200392,0.8005206411498633,0.19711736487541312
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,20,20,12.0,1e-06,0.1,20,50,351,0.27055821728365315,0.7007451663885886,0.1743159712542303
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,20,20,12.0,1e-06,0.1,20,100,301,0.32608603666497993,0.6343734569410845,0.11226253964646069
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,20,20,12.0,1e-06,0.1,20,200,201,0.38429222742062147,0.546380945316445,0.06722935226293267
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,20,20,12.0,1e-06,0.1,20,1,400,0.005703347298634968,0.9935158000405653,0.031520373530552794
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,20,20,12.0,1e-06,0.1,20,2,399,0.020005182689588865,0.9772654553785105,0.07008031593228847
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,20,20,12.0,1e-06,0.1,20,5,396,0.07688644148638273,0.9127342472459226,0.16353734681119778
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,20,20,12.0,1e-06,0.1,20,10,391,0.13123828121573844,0.8513671353046776,0.22408058671259357
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,20,20,12.0,1e-06,0.1,20,20,381,0.17349804264598054,0.8044439526662858,0.172674161320705
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,20,20,12.0,1e-06,0.1,20,50,351,0.26111714257490487,0.7097580370082006,0.1576585643289516
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,20,20,12.0,1e-06,0.1,20,100,301,0.30872152027608724,0.6533054159982272,0.13100616365890416
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,20,20,12.0,1e-06,0.1,20,200,201,0.35487627664671506,0.5783446307632123,0.13579088983172502
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,20,20,12.0,1e-06,0.1,20,1,400,0.0059974792215062,0.9932509908520482,0.03437017223083293
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,20,20,12.0,1e-06,0.1,20,2,399,0.020558618449762645,0.9768745335017757,0.08223208060947045
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,20,20,12.0,1e-06,0.1,20,5,396,0.07561174457405526,0.9150546271638266,0.19746855682112976
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,20,20,12.0,1e-06,0.1,20,10,391,0.12289718451493978,0.8622364472402149,0.2204269472697647
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,20,20,12.0,1e-06,0.1,20,20,381,0.16100640996083038,0.8202306807206892,0.21660333993657996
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,20,20,12.0,1e-06,0.1,20,50,351,0.26101703210264526,0.710937250475075,0.149254062748411
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,20,20,12.0,1e-06,0.1,20,100,301,0.33051416238769216,0.6283645622641921,0.08879243443004964
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,20,20,12.0,1e-06,0.1,20,200,201,0.4207202700900125,0.5046474083033765,0.05664662333465056
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,20,20,16.0,1e-06,0.1,20,1,400,0.009417306922047624,0.9895145503800864,0.04153493451176734
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,20,20,16.0,1e-06,0.1,20,2,399,0.03298596779717556,0.9632877546718582,0.08687624916001381
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,20,20,16.0,1e-06,0.1,20,5,396,0.12567247348720384,0.860320019324475,0.19194542807201703
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,20,20,16.0,1e-06,0.1,20,10,391,0.2033209097082422,0.7745443816802633,0.2513523435302894
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,20,20,16.0,1e-06,0.1,20,20,381,0.25592601338216403,0.7173106980196263,0.15316748998097782
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,20,20,16.0,1e-06,0.1,20,50,351,0.3592272353937927,0.6068163133806082,0.15756424406294994
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,20,20,16.0,1e-06,0.1,20,100,301,0.41771063494417765,0.5372954040455982,0.08838675941869083
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,20,20,16.0,1e-06,0.1,20,200,201,0.5055931145984061,0.4131930327558435,0.036840805701791615
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,20,20,16.0,1e-06,0.1,20,1,400,0.008493481378315331,0.990474878549188,0.041229425316331725
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,20,20,16.0,1e-06,0.1,20,2,399,0.02996252287557769,0.9664111974023764,0.08882891926381127
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,20,20,16.0,1e-06,0.1,20,5,396,0.11710407130378761,0.8688723002697418,0.18187914628435536
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,20,20,16.0,1e-06,0.1,20,10,391,0.20007834398560886,0.7763782553305302,0.21139521445866524
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,20,20,16.0,1e-06,0.1,20,20,381,0.2618419413049498,0.7085536871255975,0.18777206853837086
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,20,20,16.0,1e-06,0.1,20,50,351,0.35269643705604387,0.6123704336865865,0.17688190629835723
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,20,20,16.0,1e-06,0.1,20,100,301,0.4000209934879881,0.5564232149264243,0.18446716892381373
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,20,20,16.0,1e-06,0.1,20,200,201,0.4738306616278314,0.4473437662092541,0.18568656310402737
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,20,20,16.0,1e-06,0.1,20,1,400,0.008799995652038891,0.9902155412880785,0.04516157195242354
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,20,20,16.0,1e-06,0.1,20,2,399,0.03074340865733899,0.9658293466390867,0.0930255541785904
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,20,20,16.0,1e-06,0.1,20,5,396,0.11691904651266621,0.8701948521689815,0.19807317696972215
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,20,20,16.0,1e-06,0.1,20,10,391,0.1910498179801579,0.7883398075484699,0.22768532052886492
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,20,20,16.0,1e-06,0.1,20,20,381,0.2418813213455014,0.7330153398032564,0.18483398643672758
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,20,20,16.0,1e-06,0.1,20,50,351,0.3534741942988332,0.6126167343372453,0.16588294565467784
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,20,20,16.0,1e-06,0.1,20,100,301,0.4232120904326224,0.5297725981976602,0.0860867779923314
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,20,20,16.0,1e-06,0.1,20,200,201,0.5399017596342324,0.37494010796151966,0.04223815314413665
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,25,25,4.0,1e-06,0.1,20,1,400,0.0034659684339467933,0.9957993525495716,0.020255582130817653
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,25,25,4.0,1e-06,0.1,20,2,399,0.007100112859927113,0.9913995781678402,0.0387493008297813
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,25,25,4.0,1e-06,0.1,20,5,396,0.015003077183631156,0.981855918706675,0.07157592876391604
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,25,25,4.0,1e-06,0.1,20,10,391,0.022621385051890923,0.9727140183248217,0.07307540205496982
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,25,25,4.0,1e-06,0.1,20,20,381,0.035819038477295624,0.9570076691611079,0.08522126272869707
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,25,25,4.0,1e-06,0.1,20,50,351,0.08958550776686142,0.8938466566596168,0.09254142042478582
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,25,25,4.0,1e-06,0.1,20,100,301,0.15926938492339843,0.8073581829953658,0.06081678078818413
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,25,25,4.0,1e-06,0.1,20,200,201,0.18840527442458244,0.754287043009193,0.02645734217998875
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,25,25,4.0,1e-06,0.1,20,1,400,0.003419563693044159,0.9958578451959461,0.02166356451715526
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,25,25,4.0,1e-06,0.1,20,2,399,0.006824538765571231,0.9917374644763006,0.040916881084745144
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,25,25,4.0,1e-06,0.1,20,5,396,0.013899768775466673,0.9831960802782231,0.07154430198209533
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,25,25,4.0,1e-06,0.1,20,10,391,0.02034029100193681,0.9754680991667882,0.05592930502745302
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,25,25,4.0,1e-06,0.1,20,20,381,0.03548743258089036,0.9574020628115348,0.0710894948970459
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,25,25,4.0,1e-06,0.1,20,50,351,0.09480319480071113,0.8876159642487609,0.09778104449661512
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,25,25,4.0,1e-06,0.1,20,100,301,0.17181977438674806,0.7923148713697334,0.07178832364654272
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,25,25,4.0,1e-06,0.1,20,200,201,0.2064397002358739,0.733223610853799,0.035463756424003255
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,25,25,4.0,1e-06,0.1,20,1,400,0.0030278513832555053,0.9963196547658777,0.022440201418065474
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,25,25,4.0,1e-06,0.1,20,2,399,0.006257099640230458,0.9923989002688717,0.043480283217722154
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,25,25,4.0,1e-06,0.1,20,5,396,0.013266442098368861,0.9839116327960571,0.08090626581899774
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,25,25,4.0,1e-06,0.1,20,10,391,0.01966605351682223,0.97621737968232,0.07771660297953377
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,25,25,4.0,1e-06,0.1,20,20,381,0.033210087770402186,0.9600485642700837,0.07304021907583554
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,25,25,4.0,1e-06,0.1,20,50,351,0.09012232570923817,0.8931234117734167,0.08370478342351814
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,25,25,4.0,1e-06,0.1,20,100,301,0.15604131072946162,0.8110412404730946,0.0684896086690872
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,25,25,4.0,1e-06,0.1,20,200,201,0.18287934210144105,0.7606788641604539,0.0323704045144668
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,25,25,8.0,1e-06,0.1,20,1,400,0.0031999453044209364,0.9963793178715864,0.025044365957393348
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,25,25,8.0,1e-06,0.1,20,2,399,0.009408681616084836,0.9893588999088642,0.048376206501559785
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,25,25,8.0,1e-06,0.1,20,5,396,0.024304413949608156,0.9725485226140501,0.11917748845481636
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,25,25,8.0,1e-06,0.1,20,10,391,0.032282900766178346,0.9636155938881024,0.14099064047193838
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,25,25,8.0,1e-06,0.1,20,20,381,0.05411007292314591,0.9392568366553657,0.13278951309510717
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,25,25,8.0,1e-06,0.1,20,50,351,0.115833334985734,0.8712596577543001,0.15766420754982297
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,25,25,8.0,1e-06,0.1,20,100,301,0.19208640164989163,0.7832532359427999,0.1289027499577642
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,25,25,8.0,1e-06,0.1,20,200,201,0.2093088892447308,0.7508831543534469,0.0844378662549538
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,25,25,8.0,1e-06,0.1,20,1,400,0.003140335641453488,0.9964481925887494,0.040090535192158015
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,25,25,8.0,1e-06,0.1,20,2,399,0.009095042538010849,0.9897173278354607,0.07248248041250659
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,25,25,8.0,1e-06,0.1,20,5,396,0.024561759211804483,0.9722634325905761,0.12112314067109854
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,25,25,8.0,1e-06,0.1,20,10,391,0.03580699001764116,0.9596412976765504,0.09913644710698181
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,25,25,8.0,1e-06,0.1,20,20,381,0.05619584332742701,0.9368872659667872,0.12789774500522377
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,25,25,8.0,1e-06,0.1,20,50,351,0.1233843060441312,0.8627790563622365,0.13643603181979413
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,25,25,8.0,1e-06,0.1,20,100,301,0.20932711226472445,0.7638756603015022,0.118482945734599
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,25,25,8.0,1e-06,0.1,20,200,201,0.23336959153358303,0.7237284989596042,0.10858914501442198
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,25,25,8.0,1e-06,0.1,20,1,400,0.0029889970035224213,0.9966076377514831,0.05034423880356806
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,25,25,8.0,1e-06,0.1,20,2,399,0.009167699546561813,0.9895997093520097,0.09266317808678431
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,25,25,8.0,1e-06,0.1,20,5,396,0.027115965542783504,0.9692809428111444,0.1664811148827552
