experiment,run_index,total_runs,n_steps,dt,data_seed,random_state,train_fraction,n_train,n_test,state_dim,n_clusters,subspace_dim,Nb,omega,tau,beta,nlms_epochs,kmeans_kind,batch_size,n_jobs,status,effective_regimes,train_closure_error,train_association_r2,test_closure_error,test_association_r2,raw_predicted_simplex_violation,projected_stochastic_simplex_violation,fit_seconds,eval_seconds,total_seconds,final_nlms_train_error,nlms_history_first,nlms_history_last,nlms_history_monotone_nonincreasing,B_raw_fro_norm,B_raw_spectral_radius,B_raw_min_entry,B_raw_max_entry,B_raw_row_sum_min,B_raw_row_sum_max,B_stochastic_fro_norm,B_stochastic_spectral_radius,B_stochastic_min_entry,B_stochastic_max_entry,B_stochastic_row_sum_min,B_stochastic_row_sum_max
02_duffing_kahkm_sensitivity,1,1,1200,0.03,1,0,0.75,900,300,2,25,4,100,4.0,1e-06,0.1,20,auto,256,1,ok,25,0.002295101972487122,0.9763781694181849,2.630973187605252e-07,0.9982079645864168,6.661338147750939e-16,4.440892098500626e-16,0.24423503875732422,0.009217023849487305,0.2534599304199219,0.002295101972487112,0.002401863136445178,0.002295101972487112,True,4.9780033799792935,0.9999999999999991,-0.009060185391853747,1.0001283188887617,0.9999999999999951,1.0000000000000095,4.966298844740402,0.9999999999999979,0.0,0.9996031344494379,0.9999999999999997,1.0000000000000002
