system,train_seeds_used,n_train_snapshots,n_clusters,omega,tau,kahkm_train_closure_error,kahkm_train_association_r2,state_dmd_one_step_train_error,state_edmd_poly2_one_step_train_error,state_edmd_poly3_one_step_train_error,kahkm_fit_seconds,baseline_fit_seconds
vanderpol,0 1 2,3600,10,0.25,1e-06,0.00019870907136187044,0.9894327864770364,0.0001972477947820469,0.00019464769805280577,2.1855345163353607e-10,2.173398733139038,0.0005431175231933594
