system,train_seeds_used,n_train_snapshots,n_clusters,omega,kahkm_train_closure_error,kahkm_train_association_r2,kahkm_fit_seconds,baseline_fit_seconds
vanderpol,0 1 2,3600,10,0.25,0.00019870907136187044,0.9894327864770364,2.173398733139038,0.0005431175231933594
