task,method,n_clusters,omega,tau,train_transitions,test_transitions,fit_seconds,train_error,test_error
CartPole-v1,kahkm_nlms,50,2.0,1e-06,2000,1000,1.228632926940918,0.1570030535882691,0.15595236150869352
