rank,n_clusters,omega,selection_objective_mean_error,selection_horizons,E1,E10,E50,E100,E200,mean_association_r2_over_selection_horizons,n_selection_horizons_present,one_step_test_closure_error_mean,one_step_test_closure_error_std,one_step_test_association_r2_mean,one_step_test_association_r2_std
1,15,0.5,0.01931177773024743,1 10 50 100 200,0.0004349552857684274,0.005445348076812438,0.027668569785217423,0.03158412161279504,0.031425893890643826,0.6172748322001105,5,0.0004349552857684274,2.5981984675620176e-05,0.991694320418822,0.00044359607844132205
