rank,n_clusters,omega,robust_weighted_score_mean_over_noise,robust_weighted_score_std_over_noise,E50_mean_over_noise,E100_mean_over_noise,E200_mean_over_noise,E200_max_over_noise,n_noise_levels,selection_weights
1,25,4.0,0.24003035399592657,0.10519076537342852,0.14236354917622576,0.23711844485247047,0.290319710977505,0.517823150276664,5,"50:0.25,100:0.25,200:0.5"
