seed,output_dir,selected_C,selected_omega,best_score,kahkm_E1,kahkm_R2_1,kahkm_E50,kahkm_R2_50,active_regimes,action_purity,learned_persistence,max_terminal_risk,max_risk_regime
0,kahkm_exp18_acrobot_tuned_seed0,,,,0.0114099043377271,0.752865729849862,0.058345022038655464,,132,,,,24
