task,state_dim,requested_subspace_dim,effective_subspace_dim,selected_n_clusters,selected_omega,active_regimes,train_transitions,test_transitions,train_closure_error,train_r2,count_weighted_action_purity,mass_in_action_purity_ge_0p9,weighted_terminal_risk_within_25,max_risk_regime,max_risk_regime_count,max_risk_value
Acrobot-v1,6,20,6,150,0.5,97,1758,707,0.011149696435278068,0.7481181534240784,0.87977369165488,0.5502121640735503,0.2206506364922204,13,4,1.0
