method,horizon,relative_error,r2,simplex_violation,n_eval,task,n_clusters,omega
kahkm_nlms,1,0.007980661759698348,0.7958735900553853,1.4432899320127035e-15,707,Acrobot-v1,150,0.5
kahkm_nlms,5,0.04487095610993394,-0.12452587455717556,2.4424906541753444e-15,683,Acrobot-v1,150,0.5
kahkm_nlms,10,0.050178293478387426,-0.22848444851301974,3.3306690738754696e-15,653,Acrobot-v1,150,0.5
kahkm_nlms,20,0.04949428915809238,-0.1805599111209517,5.10702591327572e-15,593,Acrobot-v1,150,0.5
kahkm_nlms,50,0.05955437207556015,-0.2942622326366846,9.547918011776346e-15,413,Acrobot-v1,150,0.5
kahkm_nlms_simplex_project_each_step,1,0.007980661759698346,0.7958735900553853,1.1102230246251565e-15,707,Acrobot-v1,150,0.5
kahkm_nlms_simplex_project_each_step,5,0.04487095610993394,-0.12452587455717556,1.1102230246251565e-15,683,Acrobot-v1,150,0.5
kahkm_nlms_simplex_project_each_step,10,0.05017829347838742,-0.2284844485130193,1.1102230246251565e-15,653,Acrobot-v1,150,0.5
kahkm_nlms_simplex_project_each_step,20,0.04949428915809236,-0.18055991112095127,1.1102230246251565e-15,593,Acrobot-v1,150,0.5
kahkm_nlms_simplex_project_each_step,50,0.059554372075560094,-0.2942622326366833,1.1102230246251565e-15,413,Acrobot-v1,150,0.5
kmeans_hard_nlms,1,0.7663185866686612,0.21997853815002488,3.3306690738754696e-16,707,Acrobot-v1,150,0.5
kmeans_hard_nlms,5,0.9267985511129208,0.05787463650007574,9.992007221626409e-16,683,Acrobot-v1,150,0.5
kmeans_hard_nlms,10,0.9643573741890578,0.020171123508177735,1.3322676295501878e-15,653,Acrobot-v1,150,0.5
kmeans_hard_nlms,20,0.987709364950644,-0.00182584779525774,1.7763568394002505e-15,593,Acrobot-v1,150,0.5
kmeans_hard_nlms,50,0.9988040556800406,-0.01464515248584819,2.6645352591003757e-15,413,Acrobot-v1,150,0.5
kmeans_distance_nlms,1,0.1233644118433926,0.6011209925600456,1.6653345369377348e-15,707,Acrobot-v1,150,0.5
kmeans_distance_nlms,5,0.3090385933788101,-0.013790859005654577,0.003024924482905994,683,Acrobot-v1,150,0.5
kmeans_distance_nlms,10,0.31437048530135786,-0.037758021660478036,0.01193411599960878,653,Acrobot-v1,150,0.5
kmeans_distance_nlms,20,0.3020308249219896,-0.027046260490823926,0.006723938467122852,593,Acrobot-v1,150,0.5
kmeans_distance_nlms,50,0.3114131666920148,-0.056754753285743975,0.008913401982636463,413,Acrobot-v1,150,0.5
kmeans_rbf_nlms,1,0.007942477579346695,0.853557252554632,1.5543122344752192e-15,707,Acrobot-v1,150,0.5
kmeans_rbf_nlms,5,0.03922415538960178,0.2993301130452637,2.886579864025407e-15,683,Acrobot-v1,150,0.5
kmeans_rbf_nlms,10,0.04718251191769095,0.19060429406281787,3.552713678800501e-15,653,Acrobot-v1,150,0.5
kmeans_rbf_nlms,20,0.06123168351721898,0.0313491553592774,3.774758283725532e-15,593,Acrobot-v1,150,0.5
kmeans_rbf_nlms,50,0.09890825680162994,-0.1850227091652492,2.6645352591003757e-15,413,Acrobot-v1,150,0.5
state_dmd,1,0.01000656285264226,0.7440558424227449,1.3322676295501878e-15,707,Acrobot-v1,150,0.5
state_dmd,5,0.04004826265992022,-0.003662758640704089,1.1102230246251565e-15,683,Acrobot-v1,150,0.5
state_dmd,10,0.059609809198007395,-0.4593904754876055,9.992007221626409e-16,653,Acrobot-v1,150,0.5
state_dmd,20,0.06310595558248042,-0.5052314636884709,8.881784197001252e-16,593,Acrobot-v1,150,0.5
state_dmd,50,0.08726195176928711,-0.8964157388454834,8.881784197001252e-16,413,Acrobot-v1,150,0.5
state_edmd_poly2,1,0.007096863183359607,0.8184790626257461,1.1102230246251565e-15,707,Acrobot-v1,150,0.5
state_edmd_poly2,5,0.027363692962891813,0.31422943864132324,1.2212453270876722e-15,683,Acrobot-v1,150,0.5
state_edmd_poly2,10,0.06365890870471697,-0.5585221005321468,1.1102230246251565e-15,653,Acrobot-v1,150,0.5
state_edmd_poly2,20,0.07623453464652967,-0.8183802005759113,1.4432899320127035e-15,593,Acrobot-v1,150,0.5
state_edmd_poly2,50,0.09204413226776602,-1.0003442229033803,1.1102230246251565e-15,413,Acrobot-v1,150,0.5
state_edmd_poly3,1,0.004427665207499691,0.8867508196115116,1.1102230246251565e-15,707,Acrobot-v1,150,0.5
state_edmd_poly3,5,0.02808727475815455,0.29609551590658256,1.3322676295501878e-15,683,Acrobot-v1,150,0.5
state_edmd_poly3,10,0.05678674784959627,-0.39027519229817154,1.887379141862766e-15,653,Acrobot-v1,150,0.5
state_edmd_poly3,20,0.06102668732143076,-0.45563582760163457,1.2212453270876722e-15,593,Acrobot-v1,150,0.5
state_edmd_poly3,50,0.06876249604399207,-0.49437729842324574,1.2212453270876722e-15,413,Acrobot-v1,150,0.5
