task,method,metric_space,horizon,relative_error_mean,relative_error_std,association_r2_mean,association_r2_std,simplex_violation_mean,simplex_violation_std,n
CartPole-v1,kahkm_nlms,kahkm_association,1,0.064685865914256,0.0,0.016033091376601694,0.0,8.881784197001252e-16,0.0,1
CartPole-v1,kahkm_nlms,kahkm_association,10,0.06596810864213867,0.0,-0.009260395786321318,0.0,6.106226635438361e-15,0.0,1
CartPole-v1,kahkm_nlms,kahkm_association,20,0.06696360303233774,0.0,-0.03233755564200291,0.0,1.0547118733938987e-14,0.0,1
CartPole-v1,kahkm_nlms,kahkm_association,5,0.06707087436808583,0.0,-0.022790625813550625,0.0,3.4416913763379853e-15,0.0,1
CartPole-v1,kahkm_nlms,kahkm_association,50,0.06756898385459612,0.0,-0.06777538490874302,0.0,1.84297022087776e-14,0.0,1
CartPole-v1,kahkm_nlms_simplex_project_each_step,kahkm_association,1,0.064685865914256,0.0,0.016033091376601694,0.0,4.440892098500626e-16,0.0,1
CartPole-v1,kahkm_nlms_simplex_project_each_step,kahkm_association,10,0.06596810864213866,0.0,-0.009260395786321318,0.0,5.551115123125783e-16,0.0,1
CartPole-v1,kahkm_nlms_simplex_project_each_step,kahkm_association,20,0.06696360303233775,0.0,-0.03233755564200291,0.0,4.440892098500626e-16,0.0,1
CartPole-v1,kahkm_nlms_simplex_project_each_step,kahkm_association,5,0.06707087436808583,0.0,-0.022790625813550625,0.0,6.661338147750939e-16,0.0,1
CartPole-v1,kahkm_nlms_simplex_project_each_step,kahkm_association,50,0.06756898385459613,0.0,-0.06777538490874324,0.0,5.551115123125783e-16,0.0,1
CartPole-v1,kmeans_distance_nlms,own_association,1,0.28571142553192175,0.0,0.4500476688273014,0.0,0.03271926789435816,0.0,1
CartPole-v1,kmeans_distance_nlms,own_association,10,0.3720530177373422,0.0,0.27499652500540694,0.0,0.03108486575809554,0.0,1
CartPole-v1,kmeans_distance_nlms,own_association,20,0.42339364546569636,0.0,0.15759133319150676,0.0,0.026338373892625867,0.0,1
CartPole-v1,kmeans_distance_nlms,own_association,5,0.33591824776786067,0.0,0.3501928804732334,0.0,0.04831156027163735,0.0,1
CartPole-v1,kmeans_distance_nlms,own_association,50,0.4904636425943514,0.0,-0.04342620716392709,0.0,0.0012638094618249087,0.0,1
CartPole-v1,kmeans_hard_nlms,own_association,1,0.8547378449055082,0.0,0.060686354449087765,0.0,2.220446049250313e-16,0.0,1
CartPole-v1,kmeans_hard_nlms,own_association,10,1.0805442602947288,0.0,-0.18757889504322733,0.0,8.881784197001252e-16,0.0,1
CartPole-v1,kmeans_hard_nlms,own_association,20,1.126940919909478,0.0,-0.23954238478962675,0.0,1.3322676295501878e-15,0.0,1
CartPole-v1,kmeans_hard_nlms,own_association,5,1.02069234268661,0.0,-0.1214171587044941,0.0,5.551115123125783e-16,0.0,1
CartPole-v1,kmeans_hard_nlms,own_association,50,1.1708855650127523,0.0,-0.296794270909277,0.0,2.6645352591003757e-15,0.0,1
CartPole-v1,kmeans_rbf_nlms,own_association,1,0.10172874680234618,0.0,0.0654306322828031,0.0,0.06059467825215063,0.0,1
CartPole-v1,kmeans_rbf_nlms,own_association,10,0.10436903724565173,0.0,0.038960185150346605,0.0,3.219646771412954e-15,0.0,1
CartPole-v1,kmeans_rbf_nlms,own_association,20,0.10472317085579236,0.0,0.03432281388296721,0.0,6.328271240363392e-15,0.0,1
CartPole-v1,kmeans_rbf_nlms,own_association,5,0.10487228954994436,0.0,0.03176912130560583,0.0,0.006560650732422386,0.0,1
CartPole-v1,kmeans_rbf_nlms,own_association,50,0.10858564077351543,0.0,-0.0010461959554322053,0.0,1.4210854715202004e-14,0.0,1
CartPole-v1,state_dmd,kahkm_association_of_predicted_state,1,0.06793401272659208,0.0,-0.03337598636421113,0.0,4.440892098500626e-16,0.0,1
CartPole-v1,state_dmd,kahkm_association_of_predicted_state,10,0.07249979233860848,0.0,-0.10919004070628024,0.0,6.661338147750939e-16,0.0,1
CartPole-v1,state_dmd,kahkm_association_of_predicted_state,20,0.07268407786665768,0.0,-0.12052667241819526,0.0,4.440892098500626e-16,0.0,1
CartPole-v1,state_dmd,kahkm_association_of_predicted_state,5,0.06876199100581105,0.0,-0.048579140731819015,0.0,5.551115123125783e-16,0.0,1
CartPole-v1,state_dmd,kahkm_association_of_predicted_state,50,0.07807013554169567,0.0,-0.23372240149859103,0.0,5.551115123125783e-16,0.0,1
CartPole-v1,state_edmd_poly2,kahkm_association_of_predicted_state,1,0.07087268937579815,0.0,-0.07807756896025997,0.0,5.551115123125783e-16,0.0,1
CartPole-v1,state_edmd_poly2,kahkm_association_of_predicted_state,10,0.07248360303679699,0.0,-0.10894235706807853,0.0,4.440892098500626e-16,0.0,1
CartPole-v1,state_edmd_poly2,kahkm_association_of_predicted_state,20,0.07294883484910396,0.0,-0.12460827143200226,0.0,6.661338147750939e-16,0.0,1
CartPole-v1,state_edmd_poly2,kahkm_association_of_predicted_state,5,0.06946086455136674,0.0,-0.059236543334036496,0.0,6.661338147750939e-16,0.0,1
