method,horizon,metric_space,relative_error,association_r2,simplex_violation,task
kahkm_nlms,1,kahkm_association,0.064685865914256,0.016033091376601694,8.881784197001252e-16,CartPole-v1
kahkm_nlms_simplex_project_each_step,1,kahkm_association,0.064685865914256,0.016033091376601694,4.440892098500626e-16,CartPole-v1
kmeans_hard_nlms,1,own_association,0.8547378449055082,0.060686354449087765,2.220446049250313e-16,CartPole-v1
kmeans_distance_nlms,1,own_association,0.28571142553192175,0.4500476688273014,0.03271926789435816,CartPole-v1
kmeans_rbf_nlms,1,own_association,0.10172874680234618,0.0654306322828031,0.06059467825215063,CartPole-v1
state_dmd,1,kahkm_association_of_predicted_state,0.06793401272659208,-0.03337598636421113,4.440892098500626e-16,CartPole-v1
state_edmd_poly2,1,kahkm_association_of_predicted_state,0.07087268937579815,-0.07807756896025997,5.551115123125783e-16,CartPole-v1
state_edmd_poly3,1,kahkm_association_of_predicted_state,0.07059158305294201,-0.07380152943314156,6.661338147750939e-16,CartPole-v1
kahkm_nlms,5,kahkm_association,0.06707087436808583,-0.022790625813550625,3.4416913763379853e-15,CartPole-v1
kahkm_nlms_simplex_project_each_step,5,kahkm_association,0.06707087436808583,-0.022790625813550625,6.661338147750939e-16,CartPole-v1
kmeans_hard_nlms,5,own_association,1.02069234268661,-0.1214171587044941,5.551115123125783e-16,CartPole-v1
kmeans_distance_nlms,5,own_association,0.33591824776786067,0.3501928804732334,0.04831156027163735,CartPole-v1
kmeans_rbf_nlms,5,own_association,0.10487228954994436,0.03176912130560583,0.006560650732422386,CartPole-v1
state_dmd,5,kahkm_association_of_predicted_state,0.06876199100581105,-0.048579140731819015,5.551115123125783e-16,CartPole-v1
state_edmd_poly2,5,kahkm_association_of_predicted_state,0.06946086455136674,-0.059236543334036496,6.661338147750939e-16,CartPole-v1
state_edmd_poly3,5,kahkm_association_of_predicted_state,0.0718946977501391,-0.09635104055732979,5.551115123125783e-16,CartPole-v1
kahkm_nlms,10,kahkm_association,0.06596810864213867,-0.009260395786321318,6.106226635438361e-15,CartPole-v1
kahkm_nlms_simplex_project_each_step,10,kahkm_association,0.06596810864213866,-0.009260395786321318,5.551115123125783e-16,CartPole-v1
kmeans_hard_nlms,10,own_association,1.0805442602947288,-0.18757889504322733,8.881784197001252e-16,CartPole-v1
kmeans_distance_nlms,10,own_association,0.3720530177373422,0.27499652500540694,0.03108486575809554,CartPole-v1
kmeans_rbf_nlms,10,own_association,0.10436903724565173,0.038960185150346605,3.219646771412954e-15,CartPole-v1
state_dmd,10,kahkm_association_of_predicted_state,0.07249979233860848,-0.10919004070628024,6.661338147750939e-16,CartPole-v1
state_edmd_poly2,10,kahkm_association_of_predicted_state,0.07248360303679699,-0.10894235706807853,4.440892098500626e-16,CartPole-v1
state_edmd_poly3,10,kahkm_association_of_predicted_state,0.0721162072569797,-0.10332148938245012,4.440892098500626e-16,CartPole-v1
kahkm_nlms,20,kahkm_association,0.06696360303233774,-0.03233755564200291,1.0547118733938987e-14,CartPole-v1
kahkm_nlms_simplex_project_each_step,20,kahkm_association,0.06696360303233775,-0.03233755564200291,4.440892098500626e-16,CartPole-v1
kmeans_hard_nlms,20,own_association,1.126940919909478,-0.23954238478962675,1.3322676295501878e-15,CartPole-v1
kmeans_distance_nlms,20,own_association,0.42339364546569636,0.15759133319150676,0.026338373892625867,CartPole-v1
kmeans_rbf_nlms,20,own_association,0.10472317085579236,0.03432281388296721,6.328271240363392e-15,CartPole-v1
state_dmd,20,kahkm_association_of_predicted_state,0.07268407786665768,-0.12052667241819526,4.440892098500626e-16,CartPole-v1
state_edmd_poly2,20,kahkm_association_of_predicted_state,0.07294883484910396,-0.12460827143200226,6.661338147750939e-16,CartPole-v1
state_edmd_poly3,20,kahkm_association_of_predicted_state,0.07359721621425587,-0.13460397661085155,5.551115123125783e-16,CartPole-v1
kahkm_nlms,50,kahkm_association,0.06756898385459612,-0.06777538490874302,1.84297022087776e-14,CartPole-v1
kahkm_nlms_simplex_project_each_step,50,kahkm_association,0.06756898385459613,-0.06777538490874324,5.551115123125783e-16,CartPole-v1
kmeans_hard_nlms,50,own_association,1.1708855650127523,-0.296794270909277,2.6645352591003757e-15,CartPole-v1
kmeans_distance_nlms,50,own_association,0.4904636425943514,-0.04342620716392709,0.0012638094618249087,CartPole-v1
kmeans_rbf_nlms,50,own_association,0.10858564077351543,-0.0010461959554322053,1.4210854715202004e-14,CartPole-v1
state_dmd,50,kahkm_association_of_predicted_state,0.07807013554169567,-0.23372240149859103,5.551115123125783e-16,CartPole-v1
state_edmd_poly2,50,kahkm_association_of_predicted_state,0.07800841896878397,-0.2327471102682559,5.551115123125783e-16,CartPole-v1
state_edmd_poly3,50,kahkm_association_of_predicted_state,0.07766555058301759,-0.2273288487864411,5.551115123125783e-16,CartPole-v1
