task,method,metric_space,train_error,train_r2,test_error,test_r2,simplex_violation
CartPole-v1,kahkm_nlms,own_association,0.06289789540552593,0.05405279576757138,0.064685865914256,0.016033091376601694,8.881784197001252e-16
CartPole-v1,kmeans_hard_nlms,own_association,0.5690429800244385,0.37611572012139216,0.8547378449055082,0.060686354449087765,2.220446049250313e-16
CartPole-v1,kmeans_distance_nlms,own_association,0.31929999632154,0.5211822885884462,0.28571142553192175,0.4500476688273014,0.03271926789435816
CartPole-v1,kmeans_rbf_nlms,own_association,0.09030078668051254,0.15583070339894134,0.10172874680234618,0.0654306322828031,0.06059467825215063
CartPole-v1,state_dmd,kahkm_association_of_predicted_state,nan,nan,0.06793401272659208,-0.03337598636421113,4.440892098500626e-16
CartPole-v1,state_edmd_poly2,kahkm_association_of_predicted_state,nan,nan,0.07087268937579815,-0.07807756896025997,5.551115123125783e-16
CartPole-v1,state_edmd_poly3,kahkm_association_of_predicted_state,nan,nan,0.07059158305294201,-0.07380152943314156,6.661338147750939e-16
