task,method,n_clusters,omega,tau,train_transitions,test_transitions,fit_seconds,train_error,test_error
CartPole-v1,kahkm_nlms,20,1.0,1e-06,2000,1000,1.0534188747406006,0.06289789540552593,0.064685865914256
