task,n_clusters,omega,method,metric_space,horizon,relative_error,association_r2,simplex_violation
CartPole-v1,80,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,50,0.14445313746950736,0.09424606601063645,8.881784197001252e-16
CartPole-v1,80,4.0,kahkm_nlms,kahkm_association,1,0.3037631583568115,0.2806445444040535,0.02142584223482992
CartPole-v1,80,4.0,kahkm_nlms,kahkm_association,10,0.31279888490516045,0.2601324748113579,0.00866095962864084
CartPole-v1,80,4.0,kahkm_nlms,kahkm_association,20,0.3361890783384684,0.20635623583456042,0.0073247928740849694
CartPole-v1,80,4.0,kahkm_nlms,kahkm_association,5,0.3359353724680649,0.2045752120915968,0.016806586703243937
CartPole-v1,80,4.0,kahkm_nlms,kahkm_association,50,0.3564659679835209,0.16109464327147116,0.0031784622582027374
CartPole-v1,80,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,1,0.3006170541361242,0.28809497798285644,1.1102230246251565e-15
CartPole-v1,80,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,10,0.3124589146018743,0.26093661126793843,8.881784197001252e-16
CartPole-v1,80,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,20,0.33602974258555734,0.20673238079242595,8.881784197001252e-16
CartPole-v1,80,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,5,0.3348183588554445,0.20722006699145945,8.881784197001252e-16
CartPole-v1,80,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,50,0.35652792368685843,0.1609488370064195,8.881784197001252e-16
CartPole-v1,80,8.0,kahkm_nlms,kahkm_association,1,0.41087550813930973,0.4275894283624334,0.04451996311358783
CartPole-v1,80,8.0,kahkm_nlms,kahkm_association,10,0.37206170223640994,0.4822149677554366,0.020486350075366866
CartPole-v1,80,8.0,kahkm_nlms,kahkm_association,20,0.44644637513906427,0.37983410544435103,0.011226198835034448
CartPole-v1,80,8.0,kahkm_nlms,kahkm_association,5,0.42012915347107593,0.4147606036341618,0.02882268625211864
CartPole-v1,80,8.0,kahkm_nlms,kahkm_association,50,0.5501185312597885,0.2381427537548052,0.007327801288164799
CartPole-v1,80,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,1,0.40130506365271346,0.4409224781326835,1.1102230246251565e-15
CartPole-v1,80,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,10,0.37462863224127557,0.4786426626045712,9.992007221626409e-16
CartPole-v1,80,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,20,0.44957824587091244,0.3754835730574675,8.881784197001252e-16
CartPole-v1,80,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,5,0.41946413971134705,0.4156869669872003,1.1102230246251565e-15
CartPole-v1,80,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,50,0.5497613818400804,0.23863736874763908,8.881784197001252e-16
CartPole-v1,80,12.0,kahkm_nlms,kahkm_association,1,0.41081072191661944,0.49301586465465175,0.071201653076978
CartPole-v1,80,12.0,kahkm_nlms,kahkm_association,10,0.3313826935369458,0.5913803189895277,0.03757467907957146
CartPole-v1,80,12.0,kahkm_nlms,kahkm_association,20,0.3779821004904834,0.5344029876263968,0.030727049620046912
CartPole-v1,80,12.0,kahkm_nlms,kahkm_association,5,0.413981081914004,0.4891653200471914,0.04659090411744189
CartPole-v1,80,12.0,kahkm_nlms,kahkm_association,50,0.4887430083970418,0.3982766890904492,0.01507431586072274
CartPole-v1,80,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,1,0.3994574849809172,0.507026966858518,1.3322676295501878e-15
CartPole-v1,80,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,10,0.33723063292905037,0.5841693717204788,1.1102230246251565e-15
CartPole-v1,80,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,20,0.3849223126115082,0.5258540589215848,1.1102230246251565e-15
CartPole-v1,80,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,5,0.4124334070710839,0.49107508360304963,1.3322676295501878e-15
CartPole-v1,80,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,50,0.4924215852318093,0.3937477538536851,1.1102230246251565e-15
CartPole-v1,100,2.0,kahkm_nlms,kahkm_association,1,0.16091216167150557,-0.06267496285815466,0.005318758164872416
CartPole-v1,100,2.0,kahkm_nlms,kahkm_association,10,0.12772713319772142,0.1573558235391167,0.003508205110733244
CartPole-v1,100,2.0,kahkm_nlms,kahkm_association,20,0.13211305158996126,0.12930205901633796,0.0031348239015851283
CartPole-v1,100,2.0,kahkm_nlms,kahkm_association,5,0.14735931375389433,0.02713918315037156,0.0037422855533039323
CartPole-v1,100,2.0,kahkm_nlms,kahkm_association,50,0.13677091917374537,0.09722395975315179,0.002245056007379268
CartPole-v1,100,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,1,0.16089818307500045,-0.06258264724715557,8.881784197001252e-16
CartPole-v1,100,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,10,0.12770101421514113,0.157528136249935,8.881784197001252e-16
CartPole-v1,100,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,20,0.13209054577405727,0.12945038476713944,8.881784197001252e-16
CartPole-v1,100,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,5,0.14733378583404028,0.027307717546528942,9.992007221626409e-16
CartPole-v1,100,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,50,0.13674578853866584,0.09738983810918722,8.881784197001252e-16
CartPole-v1,100,4.0,kahkm_nlms,kahkm_association,1,0.31508114151063604,0.24440360320705,0.014895409774330907
CartPole-v1,100,4.0,kahkm_nlms,kahkm_association,10,0.31139167207385365,0.2543717625720294,0.009231887597332495
CartPole-v1,100,4.0,kahkm_nlms,kahkm_association,20,0.3318284872863662,0.20775333735207635,0.004840209429553154
CartPole-v1,100,4.0,kahkm_nlms,kahkm_association,5,0.34019059270468194,0.18426136068822985,0.011129596582636498
CartPole-v1,100,4.0,kahkm_nlms,kahkm_association,50,0.3478556995778487,0.17209043580456018,0.002534190209315122
CartPole-v1,100,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,1,0.31098401487101945,0.25422892664994534,9.992007221626409e-16
CartPole-v1,100,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,10,0.3112318099965497,0.25475455276721315,8.881784197001252e-16
CartPole-v1,100,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,20,0.33169598144478396,0.20806969750437487,8.881784197001252e-16
CartPole-v1,100,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,5,0.33814678618603405,0.189162178007378,1.1102230246251565e-15
CartPole-v1,100,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,50,0.3476932911182589,0.17247697400750994,8.881784197001252e-16
CartPole-v1,100,8.0,kahkm_nlms,kahkm_association,1,0.4282211337334541,0.40976378678938585,0.05490069416536452
CartPole-v1,100,8.0,kahkm_nlms,kahkm_association,10,0.38641545548740575,0.4681009165649215,0.017655922302853542
CartPole-v1,100,8.0,kahkm_nlms,kahkm_association,20,0.4565592997724373,0.3728354573862288,0.010534889421267696
CartPole-v1,100,8.0,kahkm_nlms,kahkm_association,5,0.4358698981517662,0.399340894117725,0.030523435479572446
CartPole-v1,100,8.0,kahkm_nlms,kahkm_association,50,0.5517608964670841,0.24394562825744492,0.006459389868991266
CartPole-v1,100,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,1,0.41661234115066864,0.4257647013502158,1.3322676295501878e-15
CartPole-v1,100,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,10,0.38985918307268513,0.46336064150553036,8.881784197001252e-16
CartPole-v1,100,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,20,0.46038073755811093,0.3675860400987624,9.992007221626409e-16
CartPole-v1,100,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,5,0.43489750720518644,0.4006809166313633,1.1102230246251565e-15
CartPole-v1,100,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,50,0.5535216710148226,0.24153291415792355,9.992007221626409e-16
CartPole-v1,100,12.0,kahkm_nlms,kahkm_association,1,0.4332491159467691,0.4698463922727206,0.09796583484834578
CartPole-v1,100,12.0,kahkm_nlms,kahkm_association,10,0.3482067390846312,0.5743339771178299,0.016022469518398762
CartPole-v1,100,12.0,kahkm_nlms,kahkm_association,20,0.3897214344531905,0.5240768499215607,0.01605837621741429
CartPole-v1,100,12.0,kahkm_nlms,kahkm_association,5,0.43183634025440504,0.4716877530533098,0.061982213268805916
CartPole-v1,100,12.0,kahkm_nlms,kahkm_association,50,0.4825871564066593,0.41065360123562844,0.012398390781521714
CartPole-v1,100,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,1,0.42064092206042747,0.4852746510498033,1.7763568394002505e-15
CartPole-v1,100,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,10,0.3558478452903915,0.5649930915922463,1.1102230246251565e-15
CartPole-v1,100,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,20,0.39826103757971615,0.5136483888180596,1.1102230246251565e-15
CartPole-v1,100,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,5,0.42861581088266865,0.47562777604381934,1.3322676295501878e-15
CartPole-v1,100,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,50,0.4894164506830727,0.4023135119181356,1.3322676295501878e-15
MountainCar-v0,10,2.0,kahkm_nlms,kahkm_association,1,0.002208820679480281,0.990195576671136,8.881784197001252e-16
MountainCar-v0,10,2.0,kahkm_nlms,kahkm_association,10,0.12555881916935585,0.4717679219598738,0.006364054510841843
MountainCar-v0,10,2.0,kahkm_nlms,kahkm_association,20,0.38758658004679375,-0.5325119780763343,8.659739592076221e-15
MountainCar-v0,10,2.0,kahkm_nlms,kahkm_association,5,0.03818454998062217,0.8344466961861303,3.9968028886505635e-15
MountainCar-v0,10,2.0,kahkm_nlms,kahkm_association,50,0.7090799298915526,-1.3358878882291099,2.9753977059954195e-14
MountainCar-v0,10,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,1,0.002208820679480281,0.990195576671136,4.440892098500626e-16
MountainCar-v0,10,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,10,0.12537411948488972,0.47254496254359657,4.440892098500626e-16
MountainCar-v0,10,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,20,0.3875865800467937,-0.5325119780763341,4.440892098500626e-16
MountainCar-v0,10,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,5,0.03818454998062217,0.8344466961861303,4.440892098500626e-16
MountainCar-v0,10,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,50,0.7090799298915527,-1.3358878882291108,4.440892098500626e-16
MountainCar-v0,10,4.0,kahkm_nlms,kahkm_association,1,0.004083523893541441,0.9889053706890885,0.009738770437222787
MountainCar-v0,10,4.0,kahkm_nlms,kahkm_association,10,0.23571185014971524,0.3867975862450769,0.0870427452027751
MountainCar-v0,10,4.0,kahkm_nlms,kahkm_association,20,0.6458559933270744,-0.6017169253646959,0.017514852359463453
MountainCar-v0,10,4.0,kahkm_nlms,kahkm_association,5,0.06722922338751161,0.8208117530799064,0.058559662679183666
MountainCar-v0,10,4.0,kahkm_nlms,kahkm_association,50,1.3231099628324916,-1.9593072518825267,0.05612497342419404
MountainCar-v0,10,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,1,0.0040058878826299705,0.9891163019300205,4.440892098500626e-16
MountainCar-v0,10,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,10,0.23295058180831488,0.39398100282297177,4.440892098500626e-16
MountainCar-v0,10,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,20,0.6458772514931669,-0.6017696454211547,4.440892098500626e-16
MountainCar-v0,10,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,5,0.0650142273773785,0.8267154543572959,5.551115123125783e-16
MountainCar-v0,10,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,50,1.3117024418181626,-1.9337928497451289,3.3306690738754696e-16
MountainCar-v0,10,8.0,kahkm_nlms,kahkm_association,1,0.007719405575285873,0.9852211788648869,0.03210059563641476
MountainCar-v0,10,8.0,kahkm_nlms,kahkm_association,10,0.3795720747014416,0.2964115612779865,0.04258669893475179
MountainCar-v0,10,8.0,kahkm_nlms,kahkm_association,20,0.813307857527652,-0.45744109976225555,0.058784344670823545
MountainCar-v0,10,8.0,kahkm_nlms,kahkm_association,5,0.12855993625975695,0.7573856247167381,0.0849565986118781
MountainCar-v0,10,8.0,kahkm_nlms,kahkm_association,50,5.391829359689314,-8.379799264069796,0.6418614081361372
MountainCar-v0,10,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,1,0.007636255852648687,0.9853803692152713,3.3306690738754696e-16
MountainCar-v0,10,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,10,0.38020542580041705,0.2952375589195635,3.3306690738754696e-16
MountainCar-v0,10,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,20,0.8150163726690602,-0.46050274507111055,4.440892098500626e-16
MountainCar-v0,10,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,5,0.12831760508550855,0.7578429446887482,4.440892098500626e-16
MountainCar-v0,10,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,50,2.839903248784974,-3.940386764116294,3.3306690738754696e-16
MountainCar-v0,10,12.0,kahkm_nlms,kahkm_association,1,0.011991023761201538,0.9802337721469482,0.05075499981216113
MountainCar-v0,10,12.0,kahkm_nlms,kahkm_association,10,0.4821911731133014,0.22588354412232736,0.0415712477163729
MountainCar-v0,10,12.0,kahkm_nlms,kahkm_association,20,0.9045584320470379,-0.4124293624860984,0.06481462095888506
MountainCar-v0,10,12.0,kahkm_nlms,kahkm_association,5,0.1887620753277963,0.6924849050153614,0.09303667563550207
MountainCar-v0,10,12.0,kahkm_nlms,kahkm_association,50,5.278290235483526,-7.16962938935011,0.6616174752266673
MountainCar-v0,10,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,1,0.011874551576918727,0.980425767074064,4.440892098500626e-16
MountainCar-v0,10,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,10,0.48305189901154033,0.22450172272247715,4.440892098500626e-16
MountainCar-v0,10,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,20,0.9065413551695153,-0.4155256122611424,4.440892098500626e-16
MountainCar-v0,10,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,5,0.18882687451909505,0.6923793396922818,4.440892098500626e-16
MountainCar-v0,10,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,50,2.903346526289128,-3.4937402170849685,3.3306690738754696e-16
MountainCar-v0,15,2.0,kahkm_nlms,kahkm_association,1,0.002176640178857244,0.9907315289885185,8.881784197001252e-16
MountainCar-v0,15,2.0,kahkm_nlms,kahkm_association,10,0.13112205927588816,0.4706967279722136,0.009836049487294498
MountainCar-v0,15,2.0,kahkm_nlms,kahkm_association,20,0.41053935457738144,-0.5586510466386441,8.104628079763643e-15
MountainCar-v0,15,2.0,kahkm_nlms,kahkm_association,5,0.0394513732425918,0.8359002957540009,0.0002541543794672993
MountainCar-v0,15,2.0,kahkm_nlms,kahkm_association,50,0.9139815899316283,-1.898875831880809,1.3766765505351941e-14
MountainCar-v0,15,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,1,0.002176640178857244,0.9907315289885185,4.440892098500626e-16
MountainCar-v0,15,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,10,0.1307446775046822,0.47222011318600654,4.440892098500626e-16
MountainCar-v0,15,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,20,0.4105393545773816,-0.5586510466386447,4.440892098500626e-16
MountainCar-v0,15,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,5,0.03945126771006737,0.8359007347211299,4.440892098500626e-16
MountainCar-v0,15,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,50,0.9139815899316283,-1.898875831880809,4.440892098500626e-16
MountainCar-v0,15,4.0,kahkm_nlms,kahkm_association,1,0.004100421847255342,0.9893145347530298,0.006876546829776924
MountainCar-v0,15,4.0,kahkm_nlms,kahkm_association,10,0.242771824803019,0.39394976957404737,0.0701541271981187
MountainCar-v0,15,4.0,kahkm_nlms,kahkm_association,20,0.627513398969101,-0.49512409719230766,0.015111368387488057
MountainCar-v0,15,4.0,kahkm_nlms,kahkm_association,5,0.07215445652726565,0.8155069332578452,0.07133572210372446
MountainCar-v0,15,4.0,kahkm_nlms,kahkm_association,50,3.053081743115425,-5.644645183335123,0.2417031995624579
MountainCar-v0,15,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,1,0.004068008682613318,0.9893990016096676,4.440892098500626e-16
MountainCar-v0,15,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,10,0.24145800962466013,0.3972295488162537,5.551115123125783e-16
MountainCar-v0,15,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,20,0.6275374985671751,-0.4951815173045673,4.440892098500626e-16
MountainCar-v0,15,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,5,0.07056956293674321,0.8195593770436975,4.440892098500626e-16
MountainCar-v0,15,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,50,2.3585805368207495,-4.133151393287627,4.440892098500626e-16
MountainCar-v0,15,8.0,kahkm_nlms,kahkm_association,1,0.009227982996839643,0.9832665277894314,0.032398668451386635
MountainCar-v0,15,8.0,kahkm_nlms,kahkm_association,10,0.4169132393293258,0.2671853874304486,0.03843874892327849
MountainCar-v0,15,8.0,kahkm_nlms,kahkm_association,20,0.8301996049439601,-0.4123160851272625,0.031453274588460506
MountainCar-v0,15,8.0,kahkm_nlms,kahkm_association,5,0.15213883269675052,0.7279177173884919,0.06170760436231568
MountainCar-v0,15,8.0,kahkm_nlms,kahkm_association,50,2.6037634498716535,-3.3496053822173373,0.8464180639057658
MountainCar-v0,15,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,1,0.009130118916182222,0.9834439886576032,6.661338147750939e-16
MountainCar-v0,15,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,10,0.4181893002281947,0.26494243617583246,5.551115123125783e-16
MountainCar-v0,15,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,20,0.8321827772004937,-0.4156898112297578,6.661338147750939e-16
MountainCar-v0,15,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,5,0.15206105622962354,0.7280568113879282,5.551115123125783e-16
MountainCar-v0,15,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,50,2.525015061660783,-3.2180556390101245,4.440892098500626e-16
MountainCar-v0,15,12.0,kahkm_nlms,kahkm_association,1,0.014285346031859087,0.9776339137014333,0.02979371802225577
MountainCar-v0,15,12.0,kahkm_nlms,kahkm_association,10,0.542301590061111,0.1720298341740577,0.04437070307728948
MountainCar-v0,15,12.0,kahkm_nlms,kahkm_association,20,0.9300425264503401,-0.38178211138130114,0.03961734745673093
MountainCar-v0,15,12.0,kahkm_nlms,kahkm_association,5,0.23100046077187228,0.6423499267764139,0.05503394392340766
MountainCar-v0,15,12.0,kahkm_nlms,kahkm_association,50,2.213291924548611,-2.276296736131494,0.38194934602061115
MountainCar-v0,15,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,1,0.01422533866002061,0.9777278652272904,5.551115123125783e-16
MountainCar-v0,15,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,10,0.5430216461224833,0.1709304736937185,4.440892098500626e-16
MountainCar-v0,15,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,20,0.9306298971639954,-0.382654779374211,5.551115123125783e-16
MountainCar-v0,15,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,5,0.23085009123462885,0.6425827387622689,4.440892098500626e-16
MountainCar-v0,15,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,50,2.1733775665352315,-2.2172122206938436,6.661338147750939e-16
MountainCar-v0,20,2.0,kahkm_nlms,kahkm_association,1,0.00413896692970306,0.9813700240990751,1.1102230246251565e-15
MountainCar-v0,20,2.0,kahkm_nlms,kahkm_association,10,0.13759140530910824,0.4117855405028238,0.0038415141711649965
MountainCar-v0,20,2.0,kahkm_nlms,kahkm_association,20,0.37176202577372974,-0.4988298832148754,1.0658141036401503e-14
MountainCar-v0,20,2.0,kahkm_nlms,kahkm_association,5,0.04821283109772143,0.7878523195787999,3.1086244689504383e-15
MountainCar-v0,20,2.0,kahkm_nlms,kahkm_association,50,0.687691636598047,-1.3553319952863334,1.9872992140790302e-14
MountainCar-v0,20,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,1,0.00413896692970306,0.9813700240990751,4.440892098500626e-16
MountainCar-v0,20,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,10,0.13750948669991836,0.41213574922639284,5.551115123125783e-16
MountainCar-v0,20,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,20,0.37176202577372947,-0.49882988321487454,4.440892098500626e-16
MountainCar-v0,20,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,5,0.04821283109772143,0.7878523195787999,5.551115123125783e-16
MountainCar-v0,20,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,50,0.6876916365980457,-1.3553319952863285,4.440892098500626e-16
MountainCar-v0,20,4.0,kahkm_nlms,kahkm_association,1,0.005456438477045104,0.9863544689230358,0.0022676938305311103
MountainCar-v0,20,4.0,kahkm_nlms,kahkm_association,10,0.2573508495830612,0.3817337570082636,0.054812303721684844
MountainCar-v0,20,4.0,kahkm_nlms,kahkm_association,20,0.6224824128013982,-0.4314905554082469,0.011966349858462464
MountainCar-v0,20,4.0,kahkm_nlms,kahkm_association,5,0.08009058230107867,0.8032402815293036,0.049511279781357345
MountainCar-v0,20,4.0,kahkm_nlms,kahkm_association,50,2.269045465820281,-3.8003315689027453,0.1449164641347613
MountainCar-v0,20,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,1,0.005444754847653741,0.9863836874927351,5.551115123125783e-16
MountainCar-v0,20,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,10,0.25616971953458717,0.3845713339532699,4.440892098500626e-16
MountainCar-v0,20,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,20,0.622859634273514,-0.43235803208473755,4.440892098500626e-16
MountainCar-v0,20,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,5,0.07845187252096325,0.8072661240906498,4.440892098500626e-16
MountainCar-v0,20,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,50,1.9806727692074269,-3.1902580467929242,5.551115123125783e-16
MountainCar-v0,20,8.0,kahkm_nlms,kahkm_association,1,0.010328986761829416,0.9821955915340563,0.029125823100106363
MountainCar-v0,20,8.0,kahkm_nlms,kahkm_association,10,0.4051859525723939,0.3211362475268017,0.035713092257267376
MountainCar-v0,20,8.0,kahkm_nlms,kahkm_association,20,0.7919725672518035,-0.28690260288504765,0.03457898980945791
MountainCar-v0,20,8.0,kahkm_nlms,kahkm_association,5,0.15178240626178308,0.741662071979348,0.05815243277261097
MountainCar-v0,20,8.0,kahkm_nlms,kahkm_association,50,2.4653639001096934,-2.9162353618256454,0.8758780992677105
MountainCar-v0,20,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,1,0.010186529347201233,0.9824411499859671,5.551115123125783e-16
MountainCar-v0,20,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,10,0.40646626421369003,0.3189911653500199,4.440892098500626e-16
MountainCar-v0,20,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,20,0.7938556950480314,-0.2899625599627784,4.440892098500626e-16
MountainCar-v0,20,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,5,0.15177101320788136,0.7416814632777948,4.440892098500626e-16
MountainCar-v0,20,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,50,2.40530416677896,-2.820830358336639,4.440892098500626e-16
MountainCar-v0,20,12.0,kahkm_nlms,kahkm_association,1,0.014905347172172652,0.9776604147841251,0.034086753024425084
MountainCar-v0,20,12.0,kahkm_nlms,kahkm_association,10,0.48797198218105386,0.2849473698968269,0.05121463190565059
MountainCar-v0,20,12.0,kahkm_nlms,kahkm_association,20,0.8551256804291003,-0.22153980787282035,0.045576752935794336
MountainCar-v0,20,12.0,kahkm_nlms,kahkm_association,5,0.21437371062307226,0.6819170808666721,0.04919028838330108
MountainCar-v0,20,12.0,kahkm_nlms,kahkm_association,50,2.065616879284617,-1.9232708848998414,0.36624611951692404
MountainCar-v0,20,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,1,0.014825522495807153,0.9777800530682522,5.551115123125783e-16
MountainCar-v0,20,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,10,0.4889728221675672,0.2834807831033186,5.551115123125783e-16
MountainCar-v0,20,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,20,0.8572021306953326,-0.22450599953016592,5.551115123125783e-16
MountainCar-v0,20,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,5,0.2144228229529184,0.681844209089636,6.661338147750939e-16
MountainCar-v0,20,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,50,2.0477600602671546,-1.8979998292388554,5.551115123125783e-16
MountainCar-v0,30,2.0,kahkm_nlms,kahkm_association,1,0.0035592786241009358,0.9808767434549238,8.881784197001252e-16
MountainCar-v0,30,2.0,kahkm_nlms,kahkm_association,10,0.11772973386627689,0.398553350392583,0.0034993595836131496
MountainCar-v0,30,2.0,kahkm_nlms,kahkm_association,20,0.30018453167467346,-0.4504699567435906,0.002536324050078976
MountainCar-v0,30,2.0,kahkm_nlms,kahkm_association,5,0.04234283831236789,0.7775028343383739,2.4424906541753444e-15
MountainCar-v0,30,2.0,kahkm_nlms,kahkm_association,50,0.5999246711075364,-1.533359305283002,1.8207657603852567e-14
MountainCar-v0,30,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,1,0.0035592786241009353,0.9808767434549238,5.551115123125783e-16
MountainCar-v0,30,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,10,0.11758138008186303,0.39931124632644843,6.661338147750939e-16
MountainCar-v0,30,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,20,0.30012591112049586,-0.45018670646347814,5.551115123125783e-16
MountainCar-v0,30,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,5,0.042342838312367875,0.7775028343383739,6.661338147750939e-16
MountainCar-v0,30,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,50,0.5999201008848882,-1.5333400061665787,5.551115123125783e-16
MountainCar-v0,30,4.0,kahkm_nlms,kahkm_association,1,0.005268897784587772,0.9858821429946574,0.0014253888950711267
MountainCar-v0,30,4.0,kahkm_nlms,kahkm_association,10,0.24658755212699976,0.3657780857296984,0.04464311976755515
MountainCar-v0,30,4.0,kahkm_nlms,kahkm_association,20,0.5866523074767281,-0.443634049752889,0.0025263971226089223
MountainCar-v0,30,4.0,kahkm_nlms,kahkm_association,5,0.07733461607241009,0.7965087417694067,0.02641077167421176
MountainCar-v0,30,4.0,kahkm_nlms,kahkm_association,50,1.487109523188775,-2.3981862713527278,0.038596060389315914
MountainCar-v0,30,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,1,0.005250578122156189,0.9859312299925779,7.771561172376096e-16
MountainCar-v0,30,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,10,0.24426758550281724,0.37174502794044895,5.551115123125783e-16
MountainCar-v0,30,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,20,0.588738449393758,-0.44876762796550085,4.440892098500626e-16
MountainCar-v0,30,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,5,0.07594215357821343,0.8001727406275334,6.661338147750939e-16
MountainCar-v0,30,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,50,1.4654208350447118,-2.3486255623763177,4.440892098500626e-16
