task,method,n_clusters,omega,tau,train_transitions,test_transitions,fit_seconds,train_error,test_error
CartPole-v1,kahkm_nlms,30,8.0,1e-06,2000,1000,1.1326189041137695,0.26747168312663183,0.390443139714253
