experiment,n_steps,dt,seed,train_fraction,n_train,n_test,state_dim,requested_regimes,effective_regimes,subspace_dim,Nb,omega,tau,beta,nlms_epochs,kmeans_kind,batch_size,n_jobs,train_closure_error,train_association_r2,test_closure_error,test_association_r2,raw_predicted_simplex_violation,projected_stochastic_simplex_violation,fit_seconds,eval_seconds,total_seconds,final_nlms_train_error,nlms_history,B_raw_fro_norm,B_raw_spectral_radius,B_raw_min_entry,B_raw_max_entry,B_raw_row_sum_min,B_raw_row_sum_max,B_stochastic_fro_norm,B_stochastic_spectral_radius,B_stochastic_min_entry,B_stochastic_max_entry,B_stochastic_row_sum_min,B_stochastic_row_sum_max
01_duffing_kahkm_one_step_closure,1200,0.03,1,0.75,900,300,2,25,25,4,100,8.0,1e-06,0.1,20,full,256,-1,0.0020337566790852475,0.9889871225873625,0.00045931880031314953,0.948084273595451,0.00010201918533903157,6.661338147750939e-16,0.6010007858276367,0.021250009536743164,0.859184741973877,0.0020337566790852475,"[0.0022405368398498255, 0.002188252354611319, 0.0021546030585111015, 0.0021315590769857818, 0.0021148429254421114, 0.002102088968884778, 0.002091935941977394, 0.00208356886348268, 0.002076480705354719, 0.002070344237060766, 0.002064940740007202, 0.0020601190307640315, 0.002055771178048792, 0.002051817712472311, 0.002048198394650736, 0.0020448663230660338, 0.0020417840938602764, 0.0020389212459346498, 0.002036252525156128, 0.0020337566790852475]",4.973633569407044,0.9999999999999976,-0.016470708951887694,1.000102995824173,0.9999999999999923,1.0000000000000067,4.952876557308101,1.0000000000000002,0.0,0.9988233387652247,0.9999999999999998,1.0000000000000002
