task,n_clusters,omega,tau,train_transitions,test_transitions,fit_seconds,train_closure_error,train_r2,mean_empirical_persistence,mean_learned_persistence
MountainCar-v0,100,1.0,1e-06,977,522,0.839979887008667,0.003474003217667411,0.9397001434092214,0.2936306338588947,0.9994747493553829
