task,method,metric_space,train_error,train_r2,test_error,test_r2,simplex_violation
MountainCar-v0,kahkm_nlms,own_association,0.01609196755254563,0.9737584650091331,0.010328986761829431,0.9821955915340562,0.029125823100105863
MountainCar-v0,kmeans_hard_nlms,own_association,0.3842901078468183,0.5900443104340606,0.37712311560920525,0.5885912582733028,2.220446049250313e-16
MountainCar-v0,kmeans_distance_nlms,own_association,0.09702983462947322,0.8694767895095685,0.0909903339839184,0.8717028685302075,0.013435845760870303
MountainCar-v0,kmeans_rbf_nlms,own_association,0.0009504070038656463,0.9953912672547537,0.0008081387050303477,0.9957941162317041,8.881784197001252e-16
MountainCar-v0,state_dmd,kahkm_association_of_predicted_state,nan,nan,4.1752672376400884e-05,0.9999280295685651,4.440892098500626e-16
MountainCar-v0,state_edmd_poly2,kahkm_association_of_predicted_state,nan,nan,3.358239317430866e-05,0.9999421129430092,4.440892098500626e-16
MountainCar-v0,state_edmd_poly3,kahkm_association_of_predicted_state,nan,nan,2.2361587151884616e-05,0.9999614546091713,6.661338147750939e-16
