task,method,metric_space,horizon,relative_error_mean,relative_error_std,association_r2_mean,association_r2_std,simplex_violation_mean,simplex_violation_std,n
CartPole-v1,kahkm_nlms,kahkm_association,1,0.07646332672674758,0.0,-0.3453196136038621,0.0,7.771561172376096e-16,0.0,1
CartPole-v1,kahkm_nlms,kahkm_association,10,0.06929356375541044,0.0,-0.22557141235635325,0.0,3.1086244689504383e-15,0.0,1
CartPole-v1,kahkm_nlms,kahkm_association,20,0.0715374103420314,0.0,-0.2723232005441081,0.0,6.772360450213455e-15,0.0,1
CartPole-v1,kahkm_nlms,kahkm_association,5,0.07442930023550642,0.0,-0.3104075297985496,0.0,1.9984014443252818e-15,0.0,1
CartPole-v1,kahkm_nlms,kahkm_association,50,0.07314969137708965,0.0,-0.3351076503995385,0.0,1.3211653993039363e-14,0.0,1
CartPole-v1,kahkm_nlms_simplex_project_each_step,kahkm_association,1,0.07646332672674758,0.0,-0.3453196136038621,0.0,4.440892098500626e-16,0.0,1
CartPole-v1,kahkm_nlms_simplex_project_each_step,kahkm_association,10,0.06929356375541043,0.0,-0.22557141235635303,0.0,6.661338147750939e-16,0.0,1
CartPole-v1,kahkm_nlms_simplex_project_each_step,kahkm_association,20,0.07153741034203141,0.0,-0.2723232005441083,0.0,5.551115123125783e-16,0.0,1
CartPole-v1,kahkm_nlms_simplex_project_each_step,kahkm_association,5,0.07442930023550642,0.0,-0.3104075297985498,0.0,5.551115123125783e-16,0.0,1
CartPole-v1,kahkm_nlms_simplex_project_each_step,kahkm_association,50,0.07314969137708967,0.0,-0.33510765039953894,0.0,4.440892098500626e-16,0.0,1
CartPole-v1,kmeans_distance_nlms,own_association,1,0.24267322780295622,0.0,0.5373029958437587,0.0,0.049078866671703344,0.0,1
CartPole-v1,kmeans_distance_nlms,own_association,10,0.27685375655463257,0.0,0.47429067574198447,0.0,0.009485510782715572,0.0,1
CartPole-v1,kmeans_distance_nlms,own_association,20,0.3515868815765851,0.0,0.33509885636938674,0.0,0.007981613026513101,0.0,1
CartPole-v1,kmeans_distance_nlms,own_association,5,0.252358104081987,0.0,0.5198821392683248,0.0,0.017644480742778437,0.0,1
CartPole-v1,kmeans_distance_nlms,own_association,50,0.5567170737713651,0.0,-0.03377962814022184,0.0,0.00015214050033755702,0.0,1
CartPole-v1,kmeans_hard_nlms,own_association,1,0.29927471521552845,0.0,0.5291950250359019,0.0,1.1102230246251565e-16,0.0,1
CartPole-v1,kmeans_hard_nlms,own_association,10,0.37055090105270044,0.0,0.41669551391104487,0.0,4.440892098500626e-16,0.0,1
CartPole-v1,kmeans_hard_nlms,own_association,20,0.5281491905309667,0.0,0.16817116296594903,0.0,1.3322676295501878e-15,0.0,1
CartPole-v1,kmeans_hard_nlms,own_association,5,0.31772878378087077,0.0,0.5003641162116583,0.0,4.440892098500626e-16,0.0,1
CartPole-v1,kmeans_hard_nlms,own_association,50,0.968452059814239,0.0,-0.5273694261519049,0.0,3.1086244689504383e-15,0.0,1
CartPole-v1,kmeans_rbf_nlms,own_association,1,0.14176662387496194,0.0,0.0667025006394456,0.0,0.036016479825958805,0.0,1
CartPole-v1,kmeans_rbf_nlms,own_association,10,0.14260238541937661,0.0,0.06195524489164961,0.0,0.012785383417802876,0.0,1
CartPole-v1,kmeans_rbf_nlms,own_association,20,0.14286660935817194,0.0,0.061673533899794575,0.0,0.008479249191970194,0.0,1
CartPole-v1,kmeans_rbf_nlms,own_association,5,0.14455008504776112,0.0,0.049179361756868545,0.0,0.015616112261282032,0.0,1
CartPole-v1,kmeans_rbf_nlms,own_association,50,0.1448061558237214,0.0,0.05137210626414457,0.0,2.6867397195928788e-14,0.0,1
CartPole-v1,state_dmd,kahkm_association_of_predicted_state,1,0.06234456865980828,0.0,-0.09690978159302399,0.0,6.661338147750939e-16,0.0,1
CartPole-v1,state_dmd,kahkm_association_of_predicted_state,10,0.07522486029390366,0.0,-0.3304762127710654,0.0,5.551115123125783e-16,0.0,1
CartPole-v1,state_dmd,kahkm_association_of_predicted_state,20,0.075384739253975,0.0,-0.3407495778952869,0.0,6.661338147750939e-16,0.0,1
CartPole-v1,state_dmd,kahkm_association_of_predicted_state,5,0.07322586520101791,0.0,-0.2892197673739767,0.0,6.661338147750939e-16,0.0,1
CartPole-v1,state_dmd,kahkm_association_of_predicted_state,50,0.07435441569992743,0.0,-0.35709594084565355,0.0,5.551115123125783e-16,0.0,1
CartPole-v1,state_edmd_poly2,kahkm_association_of_predicted_state,1,0.07237977837996139,0.0,-0.2734723906382237,0.0,6.661338147750939e-16,0.0,1
CartPole-v1,state_edmd_poly2,kahkm_association_of_predicted_state,10,0.07543677065077581,0.0,-0.3342241983167573,0.0,6.661338147750939e-16,0.0,1
CartPole-v1,state_edmd_poly2,kahkm_association_of_predicted_state,20,0.07520594569329049,0.0,-0.33756965854568843,0.0,5.551115123125783e-16,0.0,1
CartPole-v1,state_edmd_poly2,kahkm_association_of_predicted_state,5,0.07427315828136728,0.0,-0.30765848349858493,0.0,6.661338147750939e-16,0.0,1
CartPole-v1,state_edmd_poly2,kahkm_association_of_predicted_state,50,0.07300086385246851,0.0,-0.33239129216246277,0.0,4.440892098500626e-16,0.0,1
CartPole-v1,state_edmd_poly3,kahkm_association_of_predicted_state,1,0.05890073459520729,0.0,-0.03631789118702966,0.0,6.661338147750939e-16,0.0,1
CartPole-v1,state_edmd_poly3,kahkm_association_of_predicted_state,10,0.0745648315758454,0.0,-0.3188025120065663,0.0,6.661338147750939e-16,0.0,1
CartPole-v1,state_edmd_poly3,kahkm_association_of_predicted_state,20,0.07472350332452368,0.0,-0.32898921628795663,0.0,6.661338147750939e-16,0.0,1
CartPole-v1,state_edmd_poly3,kahkm_association_of_predicted_state,5,0.07595900351591807,0.0,-0.33733959406176695,0.0,6.661338147750939e-16,0.0,1
CartPole-v1,state_edmd_poly3,kahkm_association_of_predicted_state,50,0.07094138587375838,0.0,-0.2948022777258761,0.0,4.440892098500626e-16,0.0,1
