task,method,metric_space,train_error,train_r2,test_error,test_r2,simplex_violation
CartPole-v1,kahkm_nlms,own_association,0.060146514464341855,0.06300887596818161,0.07646332672674758,-0.3453196136038621,7.771561172376096e-16
CartPole-v1,kmeans_hard_nlms,own_association,0.40909804915322046,0.5558025813159093,0.29927471521552845,0.5291950250359019,1.1102230246251565e-16
CartPole-v1,kmeans_distance_nlms,own_association,0.2654640766415746,0.5945520017354182,0.24267322780295622,0.5373029958437587,0.049078866671703344
CartPole-v1,kmeans_rbf_nlms,own_association,0.13839070736092224,0.06980367786534569,0.14176662387496194,0.0667025006394456,0.036016479825958805
CartPole-v1,state_dmd,kahkm_association_of_predicted_state,nan,nan,0.06234456865980828,-0.09690978159302399,6.661338147750939e-16
CartPole-v1,state_edmd_poly2,kahkm_association_of_predicted_state,nan,nan,0.07237977837996139,-0.2734723906382237,6.661338147750939e-16
CartPole-v1,state_edmd_poly3,kahkm_association_of_predicted_state,nan,nan,0.05890073459520729,-0.03631789118702966,6.661338147750939e-16
