task,method,n_clusters,omega,tau,train_transitions,test_transitions,fit_seconds,train_error,test_error
CartPole-v1,kahkm_nlms,20,1.0,1e-06,2000,1000,1.0920631885528564,0.060146514464341855,0.07646332672674758
