config_name,n_clusters,omega,n_train_trajectories,replicate,train_seeds,test_seeds,horizon,n_eval_starts,relative_association_error,association_r2,simplex_violation,train_closure_error,train_association_r2,fit_seconds
clean_tuned,15,0.5,8,2,2000 2001 2002 2003 2004 2005 2006 2007,100 101 102,200,1803,0.020235601041527784,0.6356865760961955,2.098321516541546e-14,0.0004127656255634727,0.9925062064728126,4.88303804397583
old_default,20,4.0,1,0,0,100 101 102,1,2400,0.0034416679779634704,0.9958175114570293,0.027325361885103806,0.003061157990021034,0.9962869805796992,0.3885838985443115
old_default,20,4.0,1,0,0,100 101 102,10,2373,0.02775753721508752,0.9663029763338461,0.12119572253531344,0.003061157990021034,0.9962869805796992,0.3885838985443115
old_default,20,4.0,1,0,0,100 101 102,50,2253,0.10078561057987369,0.8786218561728265,0.14463184759164555,0.003061157990021034,0.9962869805796992,0.3885838985443115
old_default,20,4.0,1,0,0,100 101 102,100,2103,0.1987216139592466,0.7621620793560777,0.12625756431308996,0.003061157990021034,0.9962869805796992,0.3885838985443115
old_default,20,4.0,1,0,0,100 101 102,200,1803,0.1865435609733664,0.7738846257243214,0.0706192625308357,0.003061157990021034,0.9962869805796992,0.3885838985443115
old_default,20,4.0,1,1,1000,100 101 102,1,2400,0.001988795606795298,0.9975726415310656,0.025848302368451984,0.0020339982016320127,0.997517862657932,0.3782949447631836
old_default,20,4.0,1,1,1000,100 101 102,10,2373,0.016845451891343143,0.9794630275011282,0.12618141993676935,0.0020339982016320127,0.997517862657932,0.3782949447631836
old_default,20,4.0,1,1,1000,100 101 102,50,2253,0.08318341912081453,0.8994114854550248,0.093487681938559,0.0020339982016320127,0.997517862657932,0.3782949447631836
old_default,20,4.0,1,1,1000,100 101 102,100,2103,0.1858212236161374,0.7765091871957046,0.09011515309679032,0.0020339982016320127,0.997517862657932,0.3782949447631836
old_default,20,4.0,1,1,1000,100 101 102,200,1803,0.1713889552441712,0.79132176094487,0.06143340204735488,0.0020339982016320127,0.997517862657932,0.3782949447631836
old_default,20,4.0,1,2,2000,100 101 102,1,2400,0.0018311599635259914,0.9977551547235521,0.03116498648955076,0.0017309936925625857,0.9978697767688762,0.39543604850769043
old_default,20,4.0,1,2,2000,100 101 102,10,2373,0.019566058664751647,0.9760351396264215,0.14945537121730965,0.0017309936925625857,0.9978697767688762,0.39543604850769043
old_default,20,4.0,1,2,2000,100 101 102,50,2253,0.09382655131565887,0.8859052857803339,0.10558031506668593,0.0017309936925625857,0.9978697767688762,0.39543604850769043
old_default,20,4.0,1,2,2000,100 101 102,100,2103,0.19863909095412796,0.7595936758199168,0.10975454108701771,0.0017309936925625857,0.9978697767688762,0.39543604850769043
old_default,20,4.0,1,2,2000,100 101 102,200,1803,0.20312288366830464,0.7519826418299506,0.06945928979166363,0.0017309936925625857,0.9978697767688762,0.39543604850769043
