task,method,n_clusters,omega,tau,train_transitions,test_transitions,fit_seconds,train_error,test_error
MountainCar-v0,kahkm_nlms,20,2.0,1e-06,977,491,0.4793720245361328,0.0050866946680478585,0.00413896692970306
