task,method,n_clusters,omega,tau,train_transitions,test_transitions,fit_seconds,train_error,test_error
MountainCar-v0,kahkm_nlms,100,1.0,1e-06,977,490,0.8129329681396484,0.003474003217667411,0.0033122951536048275
