n_clusters,omega,horizon,n_runs,relative_association_error_mean,relative_association_error_std,relative_association_error_min,relative_association_error_max,association_r2_mean,association_r2_std,simplex_violation_mean,simplex_violation_max
50,8.0,10,3,0.026169390200718883,0.001153486216313295,0.025313511039418254,0.02748114740801129,0.9713180572140713,0.0012625025484718489,0.07454855394842162,0.07961067640516907
30,8.0,10,3,0.02633888064231693,0.0041055555932396045,0.021746401147982444,0.029653666313715837,0.9705040769045657,0.004649395071295629,0.11397612702553193,0.12768087528025493
20,6.0,10,3,0.02824489194288413,0.0029786496638943096,0.026516186004639335,0.03168432464951478,0.9667370518524679,0.003430206919412771,0.12939598897804366,0.14832506642752233
50,12.0,10,3,0.028616494863812403,0.00040378089819108814,0.028198051732434445,0.029003811974352898,0.9691854462464766,0.0004663779102238038,0.08217515094407868,0.09465384135647407
50,6.0,10,3,0.029435386975850016,0.0007635578586523636,0.028773963714999917,0.030270984787522482,0.9672402147655154,0.0008666936330840713,0.07518122094760073,0.08206321539987492
40,4.0,10,3,0.031387827402292616,0.0017857614296654617,0.02974637665903444,0.03328937351612354,0.963314082625279,0.0021864647464446855,0.05890093738856377,0.06972926719896541
25,2.0,10,3,0.031953540495353906,0.0006450834859253618,0.03134628571279291,0.03263075044190996,0.9462158355065359,0.0009654236111863202,0.05139680855084267,0.05803595620910837
30,1.0,10,3,0.03327888026477051,0.0008609676481136679,0.0324941024172526,0.034199812553479064,0.8322563931491734,0.005896272974532502,6.328271240363392e-15,7.66053886991358e-15
40,12.0,10,3,0.03456419737262393,0.005464521333647218,0.030495900932074996,0.04077539197278793,0.9625121193567588,0.0060395221571180645,0.11714373899776971,0.1274630430308155
25,8.0,10,3,0.035855183137679075,0.003596621102047436,0.032282900766178346,0.039475658629217716,0.959545870909957,0.0041182656411845025,0.12280719858153312,0.14099064047193838
30,2.0,10,3,0.038605839516791585,0.00016331673461851326,0.038438696980123,0.03876504070733559,0.935791670753602,0.00018162646385058576,0.042165448998125465,0.04652424274391953
50,4.0,10,3,0.03974626160212517,0.0008336498679729195,0.03878435548020396,0.04025922344046239,0.9540228429981701,0.0009654946912484268,0.06688861421966179,0.07647440301226174
15,6.0,10,3,0.05279044634639315,0.005103160832967981,0.04750605455766692,0.05769066196045992,0.9367676198064631,0.005653223925803363,0.17279698018883147,0.17618454107813367
40,1.0,10,3,0.05339868526413557,0.003179270141772056,0.0504031154076412,0.05673431663877321,0.7298324553759858,0.02839886236442605,0.0008501369007737064,0.002550410702310572
