experiment,status,seed,n_steps,dt,mu,train_fraction,n_train,n_test,state_dim,n_clusters,effective_regimes,subspace_dim,Nb,omega,tau,beta,nlms_epochs,train_closure_error,train_association_r2,test_closure_error,test_association_r2,raw_predicted_simplex_violation,projected_stochastic_simplex_violation,nlms_history_first,nlms_history_last,B_raw_spectral_radius,B_raw_min_entry,B_raw_max_entry,B_raw_row_sum_min,B_raw_row_sum_max,fit_seconds,eval_seconds,total_job_seconds,error_message
09_vanderpol_kahkm_sensitivity,ok,1,1600,0.02,1.0,0.75,1200,400,2,10,10,4,100,4.0,1e-06,0.1,20,0.0016882899508485203,0.9978191247198538,0.0016423274766497933,0.9978180055755523,0.009581841742977885,6.661338147750939e-16,0.0016587591021995298,0.0016882899508485203,0.9999999999999993,-0.034754872086045066,0.9965483633588155,0.9999999999999987,1.0000000000000007,0.5927560329437256,0.03091287612915039,0.6592519283294678,
09_vanderpol_kahkm_sensitivity,ok,2,1600,0.02,1.0,0.75,1200,400,2,10,10,4,100,4.0,1e-06,0.1,20,0.0017636546496590318,0.9977236462888035,0.0016574522872245935,0.9978112544027599,0.010778424370362085,4.440892098500626e-16,0.001740556529428007,0.0017636546496590318,1.0000000000000013,-0.03570330477917332,0.9963398701409243,0.9999999999999991,1.000000000000001,0.593369722366333,0.031248092651367188,0.660336971282959,
09_vanderpol_kahkm_sensitivity,ok,0,1600,0.02,1.0,0.75,1200,400,2,10,10,4,100,6.0,1e-06,0.1,20,0.0024932813401653373,0.9969413830889503,0.0025445893658018748,0.9968077422166532,0.019245502308048817,4.440892098500626e-16,0.002446445766814939,0.0024932813401653373,0.9999999999999998,-0.026552123609980174,0.9934698076637268,0.999999999999999,1.000000000000001,0.5932049751281738,0.030935049057006836,0.6601979732513428,
09_vanderpol_kahkm_sensitivity,ok,1,1600,0.02,1.0,0.75,1200,400,2,10,10,4,100,6.0,1e-06,0.1,20,0.0025760158660279916,0.9968425806096644,0.0025960730631340388,0.9967360595695006,0.01992960847476944,6.661338147750939e-16,0.0025310645648714747,0.0025760158660279916,1.0,-0.02734037452257714,0.9930910822216525,0.9999999999999989,1.0000000000000007,0.6003420352935791,0.032697200775146484,0.6686549186706543,
09_vanderpol_kahkm_sensitivity,ok,2,1600,0.02,1.0,0.75,1200,400,2,10,10,4,100,6.0,1e-06,0.1,20,0.0025656034561446317,0.9968564650707323,0.0025017219395952507,0.9968733788496195,0.02111146313887212,5.551115123125783e-16,0.0025200704544512623,0.0025656034561446317,1.0000000000000002,-0.02694183595693113,0.9921752805535966,0.999999999999999,1.0000000000000004,0.6114211082458496,0.03424525260925293,0.6822021007537842,
09_vanderpol_kahkm_sensitivity,ok,0,1600,0.02,1.0,0.75,1200,400,2,10,10,4,100,8.0,1e-06,0.1,20,0.003669166664720173,0.995598474765874,0.0037620531048262558,0.9953947874185497,0.02206906513882821,5.551115123125783e-16,0.003636360828187322,0.003669166664720173,1.0,-0.025037775092752422,0.9923866223204588,0.9999999999999991,1.0000000000000007,0.6152701377868652,0.03287100791931152,0.6850218772888184,
09_vanderpol_kahkm_sensitivity,ok,1,1600,0.02,1.0,0.75,1200,400,2,10,10,4,100,8.0,1e-06,0.1,20,0.0037535509909055733,0.9955005085897259,0.0038044751629966495,0.9953321125910608,0.022682498034491475,4.440892098500626e-16,0.0037218202564646137,0.0037535509909055733,0.9999999999999987,-0.02566686853785387,0.9922244051467229,0.9999999999999989,1.0000000000000009,0.6141958236694336,0.03284907341003418,0.6839210987091064,
09_vanderpol_kahkm_sensitivity,ok,2,1600,0.02,1.0,0.75,1200,400,2,10,10,4,100,8.0,1e-06,0.1,20,0.003684906635258583,0.9955838837669981,0.0036486317366088614,0.995547138870487,0.023578838146881786,4.440892098500626e-16,0.0036520773613080634,0.003684906635258583,0.9999999999999989,-0.02564586462887184,0.9902588362986046,0.9999999999999998,1.0000000000000009,0.61820387840271,0.03282618522644043,0.7245559692382812,
09_vanderpol_kahkm_sensitivity,ok,0,1600,0.02,1.0,0.75,1200,400,2,10,10,4,100,12.0,1e-06,0.1,20,0.005892160831089238,0.9930782011686745,0.00602203232980252,0.992801346587262,0.02075078231371817,5.551115123125783e-16,0.0058743907368895825,0.005892160831089238,1.0000000000000002,-0.02125395025768107,0.9926659392221387,0.9999999999999994,1.0000000000000004,0.6077640056610107,0.03290891647338867,0.677361011505127,
09_vanderpol_kahkm_sensitivity,ok,1,1600,0.02,1.0,0.75,1200,400,2,10,10,4,100,12.0,1e-06,0.1,20,0.005980679962749297,0.9929778088096157,0.006060673613904408,0.9927380150347895,0.02121699091741126,4.440892098500626e-16,0.005963150966031933,0.005980679962749297,1.0,-0.021706505550264425,0.992867273548247,0.9999999999999994,1.0000000000000007,0.6239223480224609,0.03323626518249512,0.6939160823822021,
