task,method,metric_space,train_error,train_r2,test_error,test_r2,simplex_violation
MountainCar-v0,kahkm_nlms,own_association,0.024534765463035808,0.9615624378143773,0.01996374774903915,0.9672379820250641,0.0162932477505931
MountainCar-v0,kmeans_hard_nlms,own_association,0.4231567966175473,0.5698148816439166,0.4184903568461655,0.5704794852108203,2.220446049250313e-16
MountainCar-v0,kmeans_distance_nlms,own_association,0.24273862773039995,0.7127409476364486,0.2511108448833913,0.6903296572926393,0.012298231337938016
MountainCar-v0,kmeans_rbf_nlms,own_association,0.0011897034787286239,0.9951027100998742,0.0010271185359715146,0.9955112721201568,1.3322676295501878e-15
MountainCar-v0,state_dmd,kahkm_association_of_predicted_state,nan,nan,8.6330245856436e-05,0.9998583255457801,2.6645352591003757e-15
MountainCar-v0,state_edmd_poly2,kahkm_association_of_predicted_state,nan,nan,7.09680974327809e-05,0.9998835359916901,2.6645352591003757e-15
MountainCar-v0,state_edmd_poly3,kahkm_association_of_predicted_state,nan,nan,5.407988369523726e-05,0.9999112508260484,3.1086244689504383e-15
