task,method,n_clusters,omega,tau,train_transitions,test_transitions,fit_seconds,train_error,test_error
MountainCar-v0,kahkm_nlms,80,8.0,1e-06,977,491,0.6845579147338867,0.024534765463035808,0.01996374774903915
