task,method,n_clusters,omega,tau,train_transitions,test_transitions,fit_seconds,train_error,test_error
CartPole-v1,kahkm_nlms,100,12.0,1e-06,2000,1000,1.6114392280578613,0.2770670006678943,0.43324911594676985
